humidity,temp,PM2_5,PM10,PM1_0,CO,NO2,SO2,AQI,datetime
57.9,26.2,21.7,24.9,20.6,43.2362,-0.4556,0.0072,70.7265003301923,2021-12-26 05:50:53
57.9,26.2,21.4,24.6,20.2,43.213,-0.4556,0.0214,70.0854747899776,2021-12-26 05:51:03
57.9,26.2,21.7,24.9,20.6,43.2246,-0.4556,0.0127,70.7265003301923,2021-12-26 05:51:13
58,26.7,25,29.2,23.7,43.8861,-0.4568,0.0731,77.7777812725548,2021-12-26 08:53:52
58,26.7,25,28.8,23.7,43.9093,-0.4568,0.0457,77.7777812725548,2021-12-26 08:54:02
58,26.7,24.7,28.2,23.7,43.8977,-0.4568,0.0384,77.13675573234,2021-12-26 08:54:12
57.7,26.7,25,28.5,23.7,43.9325,-0.4556,0.0368,77.7777812725548,2021-12-26 09:39:22
57.7,26.7,25,28.2,23.7,43.9557,-0.4568,0.0498,77.7777812725548,2021-12-26 09:39:32
58.7,28,25.2,28.4,24.2,43.9325,-0.4568,0.0389,78.2051316326979,2021-12-26 09:39:42
57.9,26.7,27.4,30.7,26.2,43.9325,-0.4556,0.0536,82.9059855942729,2021-12-26 11:54:52
57.9,26.7,27.4,30.7,26.2,43.9441,-0.4556,0.0424,82.9059855942729,2021-12-26 11:55:02
57.9,26.7,28.1,31.6,27,43.9093,-0.4556,0.0318,84.401711854774,2021-12-26 11:55:12
56.2,26.5,24.6,28.1,23.3,43.8861,-0.4556,0.0409,76.9230805522684,2021-12-26 15:47:20
56.2,26.5,24.6,28.1,23.3,43.8977,-0.4556,0.0569,76.9230805522684,2021-12-26 15:47:30
56.2,26.5,25,28.7,23.7,43.8977,-0.4556,0.066,77.7777812725548,2021-12-26 15:47:40
56.6,25.9,23.8,27.3,22.8,43.6076,-0.4556,0.0363,75.2136791116957,2021-12-26 17:10:20
56.6,25.9,23.8,27.3,22.8,43.6076,-0.4556,0.0409,75.2136791116957,2021-12-26 17:10:30
56.6,25.9,23.8,27.3,22.8,43.6192,-0.4556,0.0386,75.2136791116957,2021-12-26 17:10:40
56.5,25.8,23.4,27,22.3,43.4451,-0.4556,0.0361,74.3589783914093,2021-12-26 17:19:20
56.5,25.8,23.8,27.3,22.8,43.4683,-0.4556,0.0335,75.2136791116957,2021-12-26 17:19:30
56.5,25.8,23.8,27.3,22.8,43.4451,-0.4568,0.0269,75.2136791116957,2021-12-26 17:19:40
58.4,23.5,17.8,20.9,16.9,42.7372,-0.4556,0.0023,62.3931683074004,2021-12-26 20:28:49
58.4,23.5,17.1,20.2,16.1,42.7372,-0.4568,0.0198,60.8974420468992,2021-12-26 20:28:59
58.5,23.5,17.1,20.3,16.1,42.8068,-0.4568,0.0333,60.8974420468992,2021-12-26 20:29:09
58.4,23.5,17.1,20.3,16.1,42.8068,-0.4568,0.0056,60.8974420468992,2021-12-26 20:29:19
58.4,23.5,17.4,20.9,16.5,42.8068,-0.4556,0.0353,61.538467587114,2021-12-26 20:29:29
58.4,23.5,17.4,20.5,16.5,42.8184,-0.4568,0.0394,61.538467587114,2021-12-26 20:29:39
58.4,23.5,17.4,20.5,16.5,42.7952,-0.4556,0.0313,61.538467587114,2021-12-26 20:29:49
58.4,23.5,17.8,20.9,16.9,42.772,-0.4556,0.0229,62.3931683074004,2021-12-26 20:29:59
59.1,25.5,18.5,21.6,17.7,42.7488,-0.4556,0.0513,63.8888945679015,2021-12-26 20:30:09
58.5,23.5,18.1,21.2,17.4,42.7139,-0.4556,0.033,63.0341938476151,2021-12-26 20:30:19
58.5,23.5,17.8,20.9,17,42.7255,-0.4556,0.0348,62.3931683074004,2021-12-26 20:30:29
58.5,23.5,18.1,21.2,17.4,42.7139,-0.4556,0.0236,63.0341938476151,2021-12-26 20:30:39
58.5,23.5,17.8,20.9,17,42.7139,-0.4556,0.015,62.3931683074004,2021-12-26 20:30:49
58.5,23.5,17.5,20.6,16.6,42.7255,-0.4568,0.0092,61.7521427671856,2021-12-26 20:30:59
58.5,23.5,17.1,20.2,16.1,42.7372,-0.4568,0.0206,60.8974420468992,2021-12-26 20:31:09
58.5,23.5,17.1,20.2,16.1,42.7488,-0.4568,0.0201,60.8974420468992,2021-12-26 20:31:19
58.5,23.5,17.1,20.2,16.1,42.7372,-0.4568,0.0231,60.8974420468992,2021-12-26 20:31:29
58.5,23.5,17.1,20.2,16.1,42.7255,-0.4568,0.029,60.8974420468992,2021-12-26 20:31:39
59.1,25.5,18.2,21.3,17.3,42.7372,-0.4556,0.0186,63.2478690276867,2021-12-26 20:31:49
58.5,23.5,17.4,20.5,16.1,42.772,-0.4556,0.0252,61.538467587114,2021-12-26 20:31:59
58.5,23.5,17.8,20.9,17,42.7604,-0.4556,0.0099,62.3931683074004,2021-12-26 20:32:09
58.5,23.5,18.1,21.2,17.4,42.772,-0.4556,0.0277,63.0341938476151,2021-12-26 20:32:19
58.6,23.5,17.8,20.9,17,42.7488,-0.4556,0.0125,62.3931683074004,2021-12-26 20:32:29
58.5,23.5,17.4,20.5,16.5,42.7604,-0.4556,0.0148,61.538467587114,2021-12-26 20:32:39
58.4,23.5,16.7,19.9,15.7,42.7836,-0.4556,0.017,60.0427413266129,2021-12-26 20:32:49
58.5,23.5,17.1,20.2,16.1,42.7372,-0.4568,0.0315,60.8974420468992,2021-12-26 20:32:59
58.5,23.5,16.7,19.9,15.3,42.7139,-0.4568,0.0224,60.0427413266129,2021-12-26 20:33:09
58.5,23.5,16.7,19.9,15.3,42.7023,-0.4568,0.031,60.0427413266129,2021-12-26 20:33:19
59.1,25.5,17.9,21,16.8,42.7255,-0.4568,0.0196,62.6068434874719,2021-12-26 20:33:29
58.4,23.5,17.4,20.5,16.5,42.6791,-0.4568,0.0272,61.538467587114,2021-12-26 20:33:39
58.5,23.5,17.8,20.9,17,42.7139,-0.4556,0.0343,62.3931683074004,2021-12-26 20:33:49
58.5,23.5,17.8,20.9,17,42.7023,-0.4556,0.034,62.3931683074004,2021-12-26 20:33:59
58.5,23.5,17.4,20.5,16.5,42.6907,-0.4556,0.0107,61.538467587114,2021-12-26 20:34:09
58.5,23.5,17.1,20.2,16.1,42.6791,-0.4556,0.0082,60.8974420468992,2021-12-26 20:34:19
58.5,23.5,17.4,20.5,16.5,42.7023,-0.4556,0.0155,61.538467587114,2021-12-26 20:34:29
58.5,23.5,17.1,20.2,16.1,42.6907,-0.4568,0.05,60.8974420468992,2021-12-26 20:34:39
58.5,23.5,17.1,20.2,16.1,42.6791,-0.4556,-0.0005,60.8974420468992,2021-12-26 20:34:49
58.5,23.5,17.1,20.2,16.1,42.7139,-0.4568,0.0277,60.8974420468992,2021-12-26 20:34:59
59.1,25.5,18.2,21.3,17.3,42.6907,-0.4568,0.0183,63.2478690276867,2021-12-26 20:35:09
58.4,23.4,17.7,20.8,16.9,42.7255,-0.4568,0.032,62.1794931273288,2021-12-26 20:35:19
58.5,23.5,17.8,20.9,17,42.7372,-0.4568,0.0384,62.3931683074004,2021-12-26 20:35:29
58.4,23.5,17.8,20.9,16.9,42.7372,-0.4556,0.0209,62.3931683074004,2021-12-26 20:35:39
58.5,23.5,17.8,20.9,17,42.6327,-0.4568,0.012,62.3931683074004,2021-12-26 20:35:49
58.5,23.5,17.8,20.9,17,42.6675,-0.4568,0.0148,62.3931683074004,2021-12-26 20:35:59
58.4,23.5,17.4,20.5,16.1,42.7255,-0.4556,0.0287,61.538467587114,2021-12-26 20:36:09
58.4,23.4,17.4,20.5,16.5,42.7023,-0.4556,0.0417,61.538467587114,2021-12-26 20:36:19
58.4,23.4,17.4,20.5,16.5,42.7023,-0.4556,0.0259,61.538467587114,2021-12-26 20:36:29
58.4,23.4,17.4,20.5,16.5,42.7023,-0.4568,0.0216,61.538467587114,2021-12-26 20:36:39
59.1,25.4,18.2,21.2,17.2,42.6443,-0.4568,0.0429,63.2478690276867,2021-12-26 20:36:49
58.5,23.4,17.1,20.2,16.1,42.6907,-0.4568,0.0325,60.8974420468992,2021-12-26 20:36:59
58.4,23.4,17.4,20.5,16.5,42.7255,-0.4568,0.0368,61.538467587114,2021-12-26 20:37:09
58.4,23.4,17.4,20.5,16.1,42.7139,-0.4556,-0.003,61.538467587114,2021-12-26 20:37:19
58.4,23.4,17.7,21.1,16.9,42.7488,-0.4556,0.013,62.1794931273288,2021-12-26 20:37:29
58.4,23.4,17.7,20.8,16.9,42.7023,-0.4556,0.0181,62.1794931273288,2021-12-26 20:37:39
58.4,23.4,17.7,20.8,16.9,42.6791,-0.4556,0.0262,62.1794931273288,2021-12-26 20:37:49
58.5,23.4,17.8,20.8,16.5,42.6791,-0.4556,0.0173,62.3931683074004,2021-12-26 20:37:59
58.5,23.4,17.4,20.8,16.5,42.6559,-0.4556,0.0173,61.538467587114,2021-12-26 20:38:09
58.5,23.4,17.1,20.2,16.1,42.6675,-0.4556,0.016,60.8974420468992,2021-12-26 20:38:19
59.1,25.4,17.5,20.6,16.4,42.6559,-0.4556,0.0343,61.7521427671856,2021-12-26 20:38:29
58.5,23.4,16.4,19.3,15.3,42.6791,-0.4568,0.0011,59.4017157863981,2021-12-26 20:38:39
58.5,23.4,16.4,19.3,15.3,42.6559,-0.4568,0.0018,59.4017157863981,2021-12-26 20:38:49
58.5,23.4,16,19,15.3,42.6559,-0.4568,0.0239,58.5470150661118,2021-12-26 20:38:59
58.5,23.4,16.4,19.3,15.3,42.6791,-0.4556,0.0036,59.4017157863981,2021-12-26 20:39:09
58.5,23.4,16.4,19.3,15.3,42.6907,-0.4556,0.0214,59.4017157863981,2021-12-26 20:39:19
58.5,23.4,16.7,19.9,15.7,42.6791,-0.4556,0.0353,60.0427413266129,2021-12-26 20:39:29
58.5,23.4,16.7,19.9,15.7,42.6675,-0.4556,0.0249,60.0427413266129,2021-12-26 20:39:39
58.6,23.4,16.4,19.3,15.3,42.6791,-0.4556,0.0196,59.4017157863981,2021-12-26 20:39:49
58.6,23.4,16.7,19.9,15.7,42.6675,-0.4556,0.0105,60.0427413266129,2021-12-26 20:39:59
59.2,25.4,17.1,20,16,42.6907,-0.4556,0.0196,60.8974420468992,2021-12-26 20:40:09
58.6,23.4,16.7,19.9,15.7,42.6559,-0.4568,0.0226,60.0427413266129,2021-12-26 20:40:19
58.6,23.4,16.7,19.9,15.7,42.6675,-0.4568,0.0168,60.0427413266129,2021-12-26 20:40:29
58.6,23.4,17.1,20.2,16.1,42.6791,-0.4556,0.034,60.8974420468992,2021-12-26 20:40:39
58.6,23.4,17.1,20.2,16.1,42.6675,-0.4568,0.0282,60.8974420468992,2021-12-26 20:40:49
58.6,23.4,16.7,19.9,15.7,42.7023,-0.4556,0.0077,60.0427413266129,2021-12-26 20:40:59
58.6,23.3,17.4,20.5,16.5,42.6907,-0.4568,0.0183,61.538467587114,2021-12-26 20:41:09
58.6,23.4,16.7,19.9,15.7,42.6907,-0.4556,0.0343,60.0427413266129,2021-12-26 20:41:19
58.6,23.4,17.1,20.2,16.1,42.6791,-0.4556,0.0363,60.8974420468992,2021-12-26 20:41:29
58.6,23.4,16.7,19.9,15.7,42.6791,-0.4556,0.0325,60.0427413266129,2021-12-26 20:41:39
59.2,25.4,17.8,20.9,16.8,42.7023,-0.4556,0.0181,62.3931683074004,2021-12-26 20:41:49
58.6,23.3,17.1,20.2,16.1,42.7023,-0.4568,0.011,60.8974420468992,2021-12-26 20:41:59
58.6,23.3,16.4,19.2,15.3,42.7023,-0.4568,0.0158,59.4017157863981,2021-12-26 20:42:09
58.6,23.3,16.7,19.9,15.7,42.7139,-0.4568,0.0031,60.0427413266129,2021-12-26 20:42:19
58.6,23.3,16.7,19.9,15.7,42.7255,-0.4568,0.0414,60.0427413266129,2021-12-26 20:42:29
58.7,23.4,16.7,19.9,15.7,42.7488,-0.4568,0.0239,60.0427413266129,2021-12-26 20:42:39
58.6,23.3,16.7,19.9,15.7,42.7372,-0.4568,0.0196,60.0427413266129,2021-12-26 20:42:49
58.6,23.3,16.7,20.2,15.7,42.7604,-0.4568,0.0198,60.0427413266129,2021-12-26 20:42:59
58.6,23.3,16.7,20.2,14.8,42.7372,-0.4568,0.0203,60.0427413266129,2021-12-26 20:43:09
58.6,23.3,16,18.9,15.3,42.7372,-0.4556,0.0259,58.5470150661118,2021-12-26 20:43:19
59.2,25.4,16.4,19.4,15.1,42.7023,-0.4556,0.0335,59.4017157863981,2021-12-26 20:43:29
58.6,23.3,15.3,18.3,13.6,42.7372,-0.4556,0.0262,57.0512888056106,2021-12-26 20:43:39
58.6,23.3,15.3,18.3,14.4,42.7372,-0.4556,0.0282,57.0512888056106,2021-12-26 20:43:49
58.6,23.3,15,18,13.6,42.7372,-0.4568,0.0193,56.4102632653959,2021-12-26 20:43:59
58.6,23.3,15,18,13.6,42.7023,-0.4568,0.0125,56.4102632653959,2021-12-26 20:44:09
58.6,23.3,15,18,14,42.7023,-0.4568,0.0373,56.4102632653959,2021-12-26 20:44:19
58.6,23.3,15.3,18.3,14,42.6907,-0.4568,0.0287,57.0512888056106,2021-12-26 20:44:29
58.6,23.3,15.3,18.3,14.4,42.7139,-0.4568,0.0295,57.0512888056106,2021-12-26 20:44:39
58.6,23.3,15.7,18.6,14.8,42.7139,-0.4556,0.0203,57.905989525897,2021-12-26 20:44:49
58.7,23.3,16,19.2,14.8,42.6907,-0.4556,0.0343,58.5470150661118,2021-12-26 20:44:59
59.2,25.4,17.1,20,16,42.6675,-0.4556,0.0234,60.8974420468992,2021-12-26 20:45:09
58.7,23.3,17.1,20.2,16.1,42.6675,-0.4556,0.0239,60.8974420468992,2021-12-26 20:45:19
58.7,23.3,17.1,20.2,16.1,42.6791,-0.4556,0.0318,60.8974420468992,2021-12-26 20:45:29
58.7,23.3,17.1,20.2,16.1,42.6559,-0.4556,0.0203,60.8974420468992,2021-12-26 20:45:39
58.7,23.3,17.1,20.2,16.1,42.6675,-0.4556,0.0257,60.8974420468992,2021-12-26 20:45:49
58.7,23.3,17.4,20.5,16.5,42.6791,-0.4568,0.0257,61.538467587114,2021-12-26 20:45:59
58.7,23.3,17.4,20.5,16.5,42.6559,-0.4568,0.0226,61.538467587114,2021-12-26 20:46:09
58.8,23.3,17.1,20.2,16.1,42.7023,-0.4556,0.0371,60.8974420468992,2021-12-26 20:46:19
58.7,23.3,17.1,20.2,16.1,42.6907,-0.4568,0.015,60.8974420468992,2021-12-26 20:46:29
