humidity,temp,PM2_5,PM10,PM1_0,CO,NO2,SO2,datetime
58.8,20.5,12.4,15.2,11.5,-2.6632,-0.4579,0.1746,2022-02-02 05:55:29
58.8,20.5,12.4,15.2,11.5,-2.582,-0.4579,0.1649,2022-02-02 05:55:39
58.8,20.5,12.4,15.2,11.5,-2.6284,-0.4579,0.1566,2022-02-02 05:55:49
58.8,20.5,12.4,15.2,11.5,-2.582,-0.4579,0.1616,2022-02-02 05:55:59
58.8,20.5,12.4,15.2,11.5,-2.5704,-0.4579,0.1396,2022-02-02 05:56:09
58.8,20.5,12.4,15.2,11.5,-2.5704,-0.4579,0.1566,2022-02-02 05:56:19
58.8,20.6,12.4,15.2,11.5,-2.5936,-0.4579,0.1426,2022-02-02 05:56:29
58.8,20.5,12.4,15.2,11.1,-2.6284,-0.4579,0.1406,2022-02-02 05:56:39
58.8,20.5,12.4,15.2,11.5,-2.5704,-0.4568,0.1571,2022-02-02 05:56:49
59.3,23.2,13.3,16.1,12.4,-2.5587,-0.4579,-0.017,2022-02-02 05:56:59
58.9,20.6,12.4,15.2,11.6,-2.6168,-0.4579,0.1198,2022-02-02 05:57:09
58.9,20.6,12.4,15.2,11.6,-2.6052,-0.4579,0.1507,2022-02-02 05:57:19
58.8,20.5,12.4,15.2,11.1,-2.64,-0.459,0.1621,2022-02-02 05:57:29
58.8,20.5,12,14.8,11.1,-2.6168,-0.4579,0.1538,2022-02-02 05:57:39
58.9,20.5,12,14.8,11.1,-2.6052,-0.459,0.1873,2022-02-02 05:57:49
58.8,20.5,12.4,15.2,11.5,-2.6632,-0.4579,0.1571,2022-02-02 05:57:59
58.8,20.5,12.4,15.2,11.1,-2.5704,-0.4579,0.1905,2022-02-02 05:58:09
58.8,20.5,12.4,15.5,11.5,-2.5936,-0.4579,0.1596,2022-02-02 05:58:19
58.8,20.5,12.7,15.5,11.5,-2.5704,-0.4579,0.1535,2022-02-02 05:58:29
59.3,23.2,13.6,16.4,12.8,-2.6168,-0.4579,-0.0098,2022-02-02 05:58:39
58.9,20.5,12.7,15.5,11.5,-2.6052,-0.4579,0.1652,2022-02-02 05:58:49
58.9,20.5,12.4,15.2,11.5,-2.6516,-0.459,0.186,2022-02-02 05:58:59
58.9,20.6,12.4,15.2,11.6,-2.6516,-0.4579,0.1434,2022-02-02 05:59:09
58.9,20.6,12.4,15.2,11.6,-2.6632,-0.4579,0.1545,2022-02-02 05:59:19
58.9,20.6,12.7,15.5,12,-2.5704,-0.4579,0.1335,2022-02-02 05:59:29
58.9,20.5,12.7,15.5,11.5,-2.6284,-0.459,0.1586,2022-02-02 05:59:39
58.9,20.5,12.7,15.5,11.9,-2.64,-0.4579,0.1431,2022-02-02 05:59:49
58.9,20.5,12.7,15.5,11.9,-2.6284,-0.4579,0.1127,2022-02-02 05:59:59
58.9,20.5,12.7,15.5,11.9,-2.6284,-0.459,0.1304,2022-02-02 06:00:09
59.3,23.2,13.7,16.4,12.8,-2.5471,-0.4579,0.0054,2022-02-02 06:00:19
58.9,20.6,12.8,15.8,11.6,-2.5704,-0.459,0.1089,2022-02-02 06:00:29
58.9,20.6,12.8,15.5,11.6,-2.5587,-0.4568,0.1469,2022-02-02 06:00:39
58.9,20.5,12.7,15.5,11.5,-2.6168,-0.4579,0.1746,2022-02-02 06:00:49
58.9,20.6,12.8,15.5,12,-2.5587,-0.4579,0.1768,2022-02-02 06:00:59
58.9,20.5,12.7,15.5,11.9,-2.6284,-0.4579,0.1482,2022-02-02 06:01:09
58.9,20.6,12.8,15.5,12,-2.582,-0.4579,0.1205,2022-02-02 06:01:19
58.9,20.6,12.4,15.2,11.6,-2.5936,-0.4579,0.172,2022-02-02 06:01:29
58.9,20.5,12.4,15.2,11.5,-2.6284,-0.4579,0.1479,2022-02-02 06:01:39
59.3,23.2,13.3,16.1,12.4,-2.582,-0.4579,-0.0266,2022-02-02 06:01:49
58.9,20.6,12.4,15.2,11.6,-2.582,-0.4579,0.1264,2022-02-02 06:01:59
58.9,20.6,12.1,14.9,11.1,-2.5587,-0.4579,0.1492,2022-02-02 06:02:09
58.9,20.6,12.1,14.9,11.1,-2.5936,-0.4579,0.1472,2022-02-02 06:02:19
58.9,20.6,12.1,14.9,11.1,-2.5471,-0.4579,0.1218,2022-02-02 06:02:29
58.9,20.6,12.1,14.9,11.1,-2.5587,-0.4579,0.1332,2022-02-02 06:02:39
58.9,20.6,12.1,14.9,11.1,-2.582,-0.4579,0.1213,2022-02-02 06:02:49
58.9,20.6,12.1,14.9,11.1,-2.5355,-0.4579,0.1238,2022-02-02 06:02:59
58.9,20.6,12.1,14.9,11.1,-2.5007,-0.4579,0.1291,2022-02-02 06:03:09
58.9,20.6,12,14.9,11.1,-2.5239,-0.4579,0.1606,2022-02-02 06:03:19
59.3,23.2,13.3,16.1,12.4,-2.5239,-0.4579,-0.0063,2022-02-02 06:03:29
58.8,20.6,12.4,15.2,11.1,-2.582,-0.4579,0.15,2022-02-02 06:03:39
58.8,20.6,12.4,15.2,11.1,-2.5704,-0.4579,0.1512,2022-02-02 06:03:49
58.8,20.5,12.4,15.2,11.5,-2.5239,-0.459,0.1715,2022-02-02 06:03:59
58.8,20.5,12.4,15.2,11.5,-2.582,-0.4579,0.1304,2022-02-02 06:04:09
58.8,20.6,12.4,15.2,11.1,-2.582,-0.4579,0.135,2022-02-02 06:04:19
58.8,20.6,12.4,15.2,11.5,-2.5239,-0.4579,0.1718,2022-02-02 06:04:29
58.7,20.6,12.4,15.2,11.5,-2.5587,-0.4579,0.1593,2022-02-02 06:04:39
58.7,20.6,12.4,15.2,11.5,-2.5123,-0.459,0.1058,2022-02-02 06:04:49
58.7,20.5,12.3,15.2,11.5,-2.5239,-0.4579,0.1979,2022-02-02 06:04:59
59.3,23.2,13.3,16.4,12.4,-2.5704,-0.4579,-0.0307,2022-02-02 06:05:09
58.7,20.5,12,14.8,11.1,-2.5239,-0.4579,0.1116,2022-02-02 06:05:19
58.7,20.6,12,14.9,11.1,-2.5239,-0.4579,0.133,2022-02-02 06:05:29
58.7,20.5,12,14.8,11.1,-2.5355,-0.4579,0.15,2022-02-02 06:05:39
58.7,20.6,12,14.9,11.1,-2.5239,-0.4579,0.1667,2022-02-02 06:05:49
58.7,20.5,12,14.8,11.1,-2.5587,-0.4579,0.1193,2022-02-02 06:05:59
58.8,20.6,12.4,15.2,11.5,-2.5471,-0.4579,0.1393,2022-02-02 06:06:09
58.8,20.6,12.4,15.2,11.5,-2.5587,-0.4579,0.1512,2022-02-02 06:06:19
58.8,20.6,12.4,15.2,11.5,-2.5471,-0.459,0.1601,2022-02-02 06:06:29
59.3,23.2,13.3,16.1,12,-2.582,-0.4579,-0.0456,2022-02-02 06:06:39
58.7,20.6,12,14.9,11.1,-2.5936,-0.459,0.1616,2022-02-02 06:06:49
58.7,20.6,12,14.9,11.1,-2.582,-0.4579,0.1352,2022-02-02 06:06:59
58.7,20.6,12,14.9,11.1,-2.5936,-0.4579,0.154,2022-02-02 06:07:09
58.7,20.6,12.4,15.2,11.5,-2.5355,-0.4579,0.1063,2022-02-02 06:07:19
58.7,20.5,12.3,15.2,11.5,-2.5355,-0.4579,0.1418,2022-02-02 06:07:29
58.7,20.6,12.4,15.2,11.5,-2.5704,-0.4579,0.1228,2022-02-02 06:07:39
58.7,20.6,12.4,15.2,11.5,-2.5355,-0.4568,0.1733,2022-02-02 06:07:49
58.7,20.6,12.7,15.5,12,-2.5355,-0.4579,0.1507,2022-02-02 06:07:59
58.7,20.6,12.7,15.5,11.9,-2.582,-0.4579,0.1467,2022-02-02 06:08:09
59.2,23.2,13.3,16.1,12,-2.64,-0.4579,-0.0098,2022-02-02 06:08:19
58.6,20.6,12.4,15.2,11.5,-2.6052,-0.4579,0.1649,2022-02-02 06:08:29
58.6,20.6,12.4,15.2,11.5,-2.5936,-0.459,0.1289,2022-02-02 06:08:39
58.6,20.6,12.4,15.2,11.1,-2.6284,-0.459,0.1639,2022-02-02 06:08:49
58.6,20.5,12.3,15.2,11.5,-2.6052,-0.4579,0.1659,2022-02-02 06:08:59
58.7,20.6,12.4,15.2,11.5,-2.5355,-0.4579,0.1515,2022-02-02 06:09:09
58.7,20.6,12.4,15.2,11.5,-2.582,-0.4579,0.1918,2022-02-02 06:09:19
58.6,20.6,12.4,15.2,11.5,-2.6284,-0.4579,0.1695,2022-02-02 06:09:29
58.6,20.6,12,14.9,11.1,-2.6284,-0.459,0.1144,2022-02-02 06:09:39
58.6,20.6,12.4,15.2,11.5,-2.5936,-0.4579,0.1276,2022-02-02 06:09:49
59.2,23.2,13.3,16.1,12.4,-2.6052,-0.4579,-0.0012,2022-02-02 06:09:59
58.6,20.5,12,14.8,10.7,-2.6284,-0.4568,0.1482,2022-02-02 06:10:09
58.7,20.6,12,14.9,10.7,-2.6864,-0.4579,0.1259,2022-02-02 06:10:19
58.6,20.6,12,14.9,10.7,-2.5936,-0.4579,0.1649,2022-02-02 06:10:29
58.6,20.6,12.4,15.2,11.5,-2.6052,-0.4579,0.151,2022-02-02 06:10:39
58.6,20.6,12,14.9,11.1,-2.582,-0.4579,0.1477,2022-02-02 06:10:49
58.6,20.6,12,14.9,11.1,-2.6284,-0.4579,0.1763,2022-02-02 06:10:59
58.6,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1281,2022-02-02 06:11:09
58.6,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1467,2022-02-02 06:11:19
58.6,20.6,12,14.9,11.1,-2.6516,-0.459,0.1472,2022-02-02 06:11:29
59.2,23.2,13,15.8,12,-2.5587,-0.4579,-0.0337,2022-02-02 06:11:39
58.6,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1576,2022-02-02 06:11:49
58.6,20.6,12,14.9,11.1,-2.64,-0.4579,0.1398,2022-02-02 06:11:59
58.6,20.6,12.4,15.2,11.5,-2.6284,-0.4579,0.1606,2022-02-02 06:12:09
58.6,20.6,12,14.9,11.1,-2.5936,-0.4579,0.1413,2022-02-02 06:12:19
58.6,20.5,12.3,15.2,11.5,-2.5936,-0.4579,0.205,2022-02-02 06:12:29
58.6,20.6,12.4,15.2,11.5,-2.6168,-0.4579,0.156,2022-02-02 06:12:39
58.7,20.6,12.4,15.2,11.5,-2.6748,-0.4579,0.1246,2022-02-02 06:12:49
58.7,20.6,12.4,15.2,11.5,-2.64,-0.4579,0.1753,2022-02-02 06:12:59
59.2,23.2,13.3,16.1,12.4,-2.6632,-0.4579,-0.0147,2022-02-02 06:13:09
58.7,20.6,12.4,15.2,11.5,-2.6284,-0.4579,0.1335,2022-02-02 06:13:19
58.7,20.5,12.3,15.2,11.5,-2.6168,-0.4579,0.1304,2022-02-02 06:13:29
58.7,20.6,12.4,15.2,11.5,-2.6168,-0.4579,0.1616,2022-02-02 06:13:39
58.7,20.6,12.4,15.2,11.5,-2.6284,-0.4579,0.1804,2022-02-02 06:13:49
58.7,20.6,12.4,15.2,11.5,-2.6052,-0.4579,0.1855,2022-02-02 06:13:59
58.7,20.6,12.4,15.2,11.5,-2.6168,-0.4579,0.1583,2022-02-02 06:14:09
58.7,20.6,12.4,15.2,11.5,-2.64,-0.4579,0.1687,2022-02-02 06:14:19
58.7,20.6,12.4,15.2,11.1,-2.6632,-0.4579,0.1439,2022-02-02 06:14:29
58.7,20.6,12.4,15.5,11.1,-2.6168,-0.4579,0.1256,2022-02-02 06:14:39
59.3,23.2,13.3,16.1,12.4,-2.6516,-0.4579,-0.0091,2022-02-02 06:14:49
58.7,20.6,12.4,15.2,11.5,-2.582,-0.4579,0.1487,2022-02-02 06:14:59
58.7,20.6,12,14.9,11.1,-2.5936,-0.4579,0.1522,2022-02-02 06:15:09
58.7,20.6,12,14.9,11.1,-2.6168,-0.4579,0.1502,2022-02-02 06:15:19
58.7,20.6,12,14.9,11.1,-2.6632,-0.4579,0.1578,2022-02-02 06:15:29
58.7,20.6,12,14.9,11.1,-2.6284,-0.4579,0.1639,2022-02-02 06:15:39
58.7,20.5,12,14.8,11.1,-2.5587,-0.459,0.1507,2022-02-02 06:15:49
58.7,20.5,12,14.8,11.1,-2.6284,-0.4579,0.1406,2022-02-02 06:15:59
58.7,20.5,12,14.8,11.1,-2.5587,-0.4579,0.1517,2022-02-02 06:16:09
58.7,20.6,12.4,15.2,11.5,-2.582,-0.4579,0.1436,2022-02-02 06:16:19
59.3,23.2,13.3,16.1,12.4,-2.582,-0.4579,-0.0246,2022-02-02 06:16:29
58.7,20.6,12.4,15.2,11.1,-2.6748,-0.4579,0.1733,2022-02-02 06:16:39
58.7,20.6,12.4,15.2,11.5,-2.64,-0.4568,0.1774,2022-02-02 06:16:49
58.7,20.6,12.4,15.2,11.5,-2.5239,-0.4579,0.1784,2022-02-02 06:16:59
58.7,20.6,12.4,15.2,11.5,-2.582,-0.4579,0.1347,2022-02-02 06:17:09
58.7,20.6,12.4,15.2,11.5,-2.582,-0.4579,0.1487,2022-02-02 06:17:19
58.7,20.6,12.4,15.2,11.1,-2.5704,-0.4579,0.1517,2022-02-02 06:17:29
58.7,20.6,12.4,15.2,11.5,-2.6284,-0.459,0.1525,2022-02-02 06:17:39
58.7,20.6,12.4,15.2,11.5,-2.6168,-0.4579,0.1246,2022-02-02 06:17:49
58.7,20.6,12.4,15.2,11.5,-2.64,-0.459,0.1251,2022-02-02 06:17:59
59.3,23.2,13.3,16.1,12.4,-2.5936,-0.4579,-0.0167,2022-02-02 06:18:09
58.7,20.6,12.4,15.2,11.5,-2.582,-0.4579,0.1264,2022-02-02 06:18:19
58.7,20.6,12.4,15.2,11.5,-2.582,-0.4579,0.1385,2022-02-02 06:18:29
58.7,20.6,12.4,15.2,11.5,-2.6168,-0.4579,0.1312,2022-02-02 06:18:39
58.7,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1401,2022-02-02 06:18:49
58.7,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1337,2022-02-02 06:18:59
58.7,20.6,12,14.9,11.1,-2.6168,-0.4579,0.1484,2022-02-02 06:19:09
58.6,20.5,12,14.8,11.1,-2.6052,-0.4579,0.1154,2022-02-02 06:19:19
58.7,20.6,12,14.9,11.1,-2.6168,-0.4579,0.1396,2022-02-02 06:19:29
58.6,20.6,11.7,14.6,10.7,-2.5471,-0.4579,0.168,2022-02-02 06:19:39
59.2,23.2,12.6,15.5,11.6,-2.582,-0.4579,-0.004,2022-02-02 06:19:49
58.6,20.6,11.6,14.6,10.7,-2.5471,-0.4579,0.1388,2022-02-02 06:19:59
58.6,20.6,11.7,14.6,10.7,-2.6052,-0.4579,0.17,2022-02-02 06:20:09
58.6,20.6,11.7,14.6,10.7,-2.5471,-0.4579,0.1586,2022-02-02 06:20:19
58.6,20.6,11.7,14.6,10.7,-2.64,-0.459,0.1581,2022-02-02 06:20:29
58.6,20.6,12,15.2,11.1,-2.582,-0.4579,0.1345,2022-02-02 06:20:39
58.6,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1576,2022-02-02 06:20:49
58.6,20.6,12,14.9,10.7,-2.5936,-0.4579,0.1322,2022-02-02 06:20:59
58.6,20.6,12,14.9,11.1,-2.582,-0.4579,0.1606,2022-02-02 06:21:09
59.2,23.2,13,15.8,12,-2.6168,-0.4568,0.0016,2022-02-02 06:21:19
58.6,20.5,12,14.8,11.1,-2.582,-0.4568,0.1642,2022-02-02 06:21:29
58.6,20.6,12,14.9,11.1,-2.5587,-0.4568,0.1365,2022-02-02 06:21:39
58.6,20.6,12,14.9,11.1,-2.582,-0.4579,0.1718,2022-02-02 06:21:49
58.6,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1834,2022-02-02 06:21:59
58.6,20.6,12.3,15.2,11.1,-2.6052,-0.4579,0.1066,2022-02-02 06:22:09
58.6,20.6,12,14.9,11.1,-2.5587,-0.4579,0.1703,2022-02-02 06:22:19
58.6,20.6,12,14.9,11.1,-2.6168,-0.4579,0.1791,2022-02-02 06:22:29
58.6,20.6,12,14.9,11.1,-2.6168,-0.4579,0.1378,2022-02-02 06:22:39
58.6,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1713,2022-02-02 06:22:49
59.2,23.2,13,15.8,12,-2.582,-0.459,-0.0101,2022-02-02 06:22:59
58.6,20.6,12,14.9,11.1,-2.6864,-0.4579,0.1832,2022-02-02 06:23:09
58.6,20.6,12,14.9,11.1,-2.6284,-0.4568,0.1378,2022-02-02 06:23:19
58.6,20.6,12.3,15.2,11.5,-2.6168,-0.4579,0.1545,2022-02-02 06:23:29
58.6,20.6,12.7,15.5,11.9,-2.64,-0.4579,0.1319,2022-02-02 06:23:39
58.6,20.6,12.4,15.2,11.5,-2.6516,-0.4568,0.1659,2022-02-02 06:23:49
58.6,20.6,12.4,15.2,11.5,-2.6052,-0.4579,0.137,2022-02-02 06:23:59
58.6,20.6,12.4,15.2,11.5,-2.5704,-0.4579,0.1563,2022-02-02 06:24:09
58.6,20.6,12,14.9,11.1,-2.6284,-0.4579,0.1763,2022-02-02 06:24:19
59.2,23.2,13,15.8,12,-2.5936,-0.459,-0.0086,2022-02-02 06:24:29
58.6,20.6,12,14.9,11.1,-2.6748,-0.4579,0.1215,2022-02-02 06:24:39
58.6,20.6,11.6,14.6,10.7,-2.6052,-0.4579,0.1766,2022-02-02 06:24:49
58.6,20.6,11.6,14.6,10.7,-2.6168,-0.4579,0.1373,2022-02-02 06:24:59
58.6,20.6,12,14.9,11.1,-2.5704,-0.4579,0.139,2022-02-02 06:25:09
58.6,20.6,12,14.9,10.7,-2.7096,-0.4579,0.1517,2022-02-02 06:25:19
58.5,20.5,12,14.8,11,-2.6168,-0.4579,0.1266,2022-02-02 06:25:29
58.6,20.6,12,14.9,10.7,-2.6748,-0.4579,0.1545,2022-02-02 06:25:39
58.6,20.6,12,14.9,11.1,-2.6748,-0.4568,0.1106,2022-02-02 06:25:49
59.2,23.2,13,15.8,12,-2.6052,-0.4579,0.0033,2022-02-02 06:25:59
58.6,20.6,11.6,14.6,10.7,-2.6516,-0.4579,0.1368,2022-02-02 06:26:09
58.6,20.6,11.6,14.6,10.7,-2.6632,-0.4579,0.1789,2022-02-02 06:26:19
58.6,20.6,12,14.9,11.1,-2.6632,-0.4579,0.1365,2022-02-02 06:26:29
58.6,20.6,12,14.9,11.1,-2.6284,-0.4579,0.1571,2022-02-02 06:26:39
58.6,20.6,12,14.9,11.1,-2.6516,-0.4579,0.1682,2022-02-02 06:26:49
58.6,20.6,12,14.9,11.1,-2.6748,-0.4579,0.1441,2022-02-02 06:26:59
58.6,20.6,12,14.9,11.1,-2.6284,-0.459,0.1378,2022-02-02 06:27:09
58.5,20.6,12,14.9,11.1,-2.6864,-0.4579,0.1847,2022-02-02 06:27:19
58.5,20.6,12,14.9,11.1,-2.6632,-0.4579,0.1512,2022-02-02 06:27:29
59.1,23.2,12.9,15.8,12,-2.698,-0.4579,-0.0202,2022-02-02 06:27:39
58.6,20.6,12,14.9,11.1,-2.6516,-0.4579,0.1728,2022-02-02 06:27:49
58.6,20.6,12,14.9,11.1,-2.582,-0.4579,0.1441,2022-02-02 06:27:59
58.6,20.6,12,14.9,11.1,-2.6632,-0.4579,0.1309,2022-02-02 06:28:09
58.6,20.6,12.3,15.2,11.5,-2.6632,-0.4579,0.152,2022-02-02 06:28:19
58.6,20.6,12.3,15.2,11.5,-2.6864,-0.4579,0.1611,2022-02-02 06:28:29
58.6,20.6,12.3,15.2,11.5,-2.6284,-0.4579,0.1023,2022-02-02 06:28:39
58.6,20.6,12.3,15.2,11.5,-2.5704,-0.4579,0.1758,2022-02-02 06:28:49
58.5,20.5,12.3,15.2,11.5,-2.6632,-0.459,0.1629,2022-02-02 06:28:59
59.1,23.2,12.9,15.8,12,-2.6516,-0.4579,-0.0233,2022-02-02 06:29:09
58.6,20.6,12,14.9,11.1,-2.6168,-0.4579,0.1494,2022-02-02 06:29:19
58.5,20.6,12,14.9,11.1,-2.6168,-0.4579,0.1401,2022-02-02 06:29:29
58.5,20.6,11.6,14.6,10.7,-2.5587,-0.4579,0.1515,2022-02-02 06:29:39
58.5,20.6,12,14.9,11.1,-2.6632,-0.459,0.1281,2022-02-02 06:29:49
58.5,20.6,12,14.9,11.1,-2.6284,-0.4579,0.1736,2022-02-02 06:29:59
58.5,20.6,12,14.9,11.1,-2.6168,-0.4579,0.1459,2022-02-02 06:30:09
58.6,20.6,11.6,14.6,10.7,-2.64,-0.4579,0.1302,2022-02-02 06:30:19
58.5,20.5,12,14.8,11,-2.64,-0.4579,0.1238,2022-02-02 06:30:29
59.1,23.2,12.9,15.8,12,-2.6632,-0.4579,-0.0139,2022-02-02 06:30:39
58.6,20.6,12,14.9,11.1,-2.582,-0.4579,0.1322,2022-02-02 06:30:49
58.6,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1685,2022-02-02 06:30:59
58.6,20.6,12,14.9,11.1,-2.6864,-0.4579,0.1231,2022-02-02 06:31:09
58.6,20.6,12,14.9,11.1,-2.64,-0.4579,0.1289,2022-02-02 06:31:19
58.6,20.6,12,14.9,10.7,-2.6516,-0.4579,0.1429,2022-02-02 06:31:29
58.6,20.6,12,14.9,11.1,-2.6284,-0.459,0.1662,2022-02-02 06:31:39
58.6,20.6,12,14.9,11.1,-2.6516,-0.459,0.1482,2022-02-02 06:31:49
58.5,20.5,12,14.8,11,-2.64,-0.4579,0.1621,2022-02-02 06:31:59
58.6,20.6,11.6,14.6,10.7,-2.64,-0.4579,0.1586,2022-02-02 06:32:09
59.2,23.2,12.6,15.5,11.6,-2.6748,-0.4579,-0.0175,2022-02-02 06:32:19
58.6,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1631,2022-02-02 06:32:29
58.6,20.6,12,14.9,11.1,-2.6168,-0.459,0.1629,2022-02-02 06:32:39
58.6,20.6,12,14.9,11.1,-2.6284,-0.4579,0.1464,2022-02-02 06:32:49
58.6,20.6,12,14.9,11.1,-2.64,-0.4579,0.1642,2022-02-02 06:32:59
58.6,20.6,12,14.9,11.1,-2.6632,-0.4579,0.1345,2022-02-02 06:33:09
58.6,20.6,12.3,15.2,11.5,-2.6632,-0.4568,0.1406,2022-02-02 06:33:19
58.6,20.6,12.3,15.2,11.5,-2.6632,-0.4579,0.1487,2022-02-02 06:33:29
58.6,20.6,12.3,15.2,11.5,-2.64,-0.4579,0.104,2022-02-02 06:33:39
59.2,23.2,13.3,16.1,12.4,-2.6632,-0.459,-0.0167,2022-02-02 06:33:49
58.6,20.6,12.4,15.2,11.5,-2.6284,-0.4579,0.1418,2022-02-02 06:33:59
58.6,20.6,12.4,15.2,11.5,-2.6864,-0.4579,0.1624,2022-02-02 06:34:09
58.6,20.6,12,14.9,11.1,-2.6284,-0.4579,0.1243,2022-02-02 06:34:19
58.6,20.6,12,14.9,11.1,-2.6168,-0.4579,0.1659,2022-02-02 06:34:29
58.6,20.6,11.7,14.6,10.7,-2.6748,-0.4579,0.1489,2022-02-02 06:34:39
58.6,20.6,11.7,14.6,10.7,-2.6748,-0.4579,0.15,2022-02-02 06:34:49
58.6,20.6,11.7,14.6,10.7,-2.64,-0.4579,0.1459,2022-02-02 06:34:59
58.6,20.6,12,14.9,11.1,-2.64,-0.4579,0.1342,2022-02-02 06:35:09
58.6,20.5,12,14.8,11.1,-2.6632,-0.4568,0.1677,2022-02-02 06:35:19
59.2,23.2,12.6,15.5,11.6,-2.64,-0.4579,0.0044,2022-02-02 06:35:29
58.6,20.6,12,14.9,10.7,-2.64,-0.4579,0.1198,2022-02-02 06:35:39
58.6,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1558,2022-02-02 06:35:49
58.6,20.6,12,14.9,11.1,-2.6052,-0.4579,0.1741,2022-02-02 06:35:59
58.6,20.6,12,14.9,11.1,-2.698,-0.4579,0.202,2022-02-02 06:36:09
58.6,20.6,12,14.9,11.1,-2.5936,-0.459,0.1631,2022-02-02 06:36:19
58.6,20.6,12,14.9,11.1,-2.6632,-0.459,0.1824,2022-02-02 06:36:29
58.6,20.6,12,14.9,11.1,-2.6632,-0.4579,0.1926,2022-02-02 06:36:39
58.7,20.6,12,14.9,11.1,-2.5936,-0.4579,0.1297,2022-02-02 06:36:49
58.7,20.6,12,14.9,11.1,-2.5936,-0.4579,0.1484,2022-02-02 06:36:59
59.2,23.2,13,15.8,12,-2.6748,-0.4579,-0.0033,2022-02-02 06:37:09
58.6,20.6,11.7,14.6,10.7,-2.6632,-0.4579,0.1416,2022-02-02 06:37:19
58.6,20.6,11.6,14.6,10.7,-2.6168,-0.4579,0.1274,2022-02-02 06:37:29
58.6,20.6,11.6,14.6,10.7,-2.64,-0.4579,0.1429,2022-02-02 06:37:39
58.5,20.6,11.6,14.6,10.7,-2.5936,-0.4579,0.1408,2022-02-02 06:37:49
58.5,20.6,11.3,14.3,10.2,-2.64,-0.4579,0.1413,2022-02-02 06:37:59
58.5,20.6,11.3,14.3,10.2,-2.5936,-0.4579,0.1446,2022-02-02 06:38:09
58.5,20.6,11.6,14.6,10.7,-2.64,-0.459,0.168,2022-02-02 06:38:19
58.6,20.6,11.6,14.6,10.7,-2.6516,-0.4579,0.1533,2022-02-02 06:38:29
59.2,23.2,12.6,15.5,11.6,-2.6632,-0.4579,-0.0241,2022-02-02 06:38:39
58.6,20.6,11.6,14.6,10.7,-2.582,-0.4579,0.1743,2022-02-02 06:38:49
58.6,20.6,11.6,14.6,10.7,-2.6284,-0.459,0.1294,2022-02-02 06:38:59
58.5,20.6,12,14.9,11.1,-2.6748,-0.4579,0.1535,2022-02-02 06:39:09
58.5,20.6,11.6,14.6,10.7,-2.6632,-0.4579,0.134,2022-02-02 06:39:19
58.5,20.6,11.6,14.6,10.7,-2.5936,-0.4579,0.0908,2022-02-02 06:39:29
58.5,20.6,11.6,14.6,10.6,-2.5936,-0.4568,0.1664,2022-02-02 06:39:39
58.5,20.6,11.3,14.3,10.6,-2.582,-0.4579,0.1259,2022-02-02 06:39:49
58.5,20.6,11.3,14.3,10.6,-2.6168,-0.4579,0.1302,2022-02-02 06:39:59
59.1,23.2,12.2,15.2,11.6,-2.6168,-0.4579,-0.0185,2022-02-02 06:40:09
58.5,20.5,11.3,14.2,10.6,-2.64,-0.4579,0.169,2022-02-02 06:40:19
58.5,20.6,11.3,14.3,10.2,-2.6748,-0.4579,0.1522,2022-02-02 06:40:29
58.6,20.6,11.6,14.6,10.7,-2.6632,-0.4579,0.1723,2022-02-02 06:40:39
58.6,20.6,11.6,14.6,10.7,-2.6864,-0.459,0.135,2022-02-02 06:40:49
58.5,20.5,11.6,14.5,10.6,-2.6748,-0.4579,0.1647,2022-02-02 06:40:59
58.6,20.6,12,14.9,11.1,-2.6864,-0.4579,0.1086,2022-02-02 06:41:09
58.6,20.6,12,14.9,11.1,-2.6168,-0.459,0.1104,2022-02-02 06:41:19
58.5,20.6,12,14.9,11.1,-2.6632,-0.4579,0.1406,2022-02-02 06:41:29
58.5,20.6,12,14.9,10.7,-2.7096,-0.4579,0.1342,2022-02-02 06:41:39
59.1,23.2,12.9,15.8,12,-2.6516,-0.4579,-0.036,2022-02-02 06:41:49
58.5,20.6,12,14.9,10.7,-2.6516,-0.4579,0.1187,2022-02-02 06:41:59
58.5,20.6,12,14.9,11.1,-2.6168,-0.4568,0.1586,2022-02-02 06:42:09
58.5,20.6,11.6,14.6,10.7,-2.5936,-0.4579,0.1441,2022-02-02 06:42:19
58.5,20.6,12,14.9,11.1,-2.6632,-0.4579,0.1489,2022-02-02 06:42:29
58.5,20.6,11.6,14.6,10.6,-2.582,-0.4579,0.1538,2022-02-02 06:42:39
58.5,20.6,11.6,14.6,10.6,-2.6748,-0.459,0.1715,2022-02-02 06:42:49
58.5,20.6,11.6,14.6,10.6,-2.6632,-0.4579,0.1667,2022-02-02 06:42:59
