humidity,temp,PM2_5,PM10,PM1_0,CO,NO2,SO2,datetime
64.2,20.7,10.6,12.5,10.1,-2.4775,-0.4735,1.5667,2022-02-01 18:19:17
64.2,20.7,10.6,12.5,10.1,-2.4659,-0.4735,1.5837,2022-02-01 18:19:27
64.2,20.6,10.5,12.5,10,-2.4659,-0.4746,1.5949,2022-02-01 18:19:37
64.2,20.7,10.9,12.8,10.1,-2.4775,-0.4735,1.5672,2022-02-01 18:19:47
64.2,20.7,10.9,12.8,10.1,-2.4775,-0.4746,1.5931,2022-02-01 18:19:57
64.2,20.7,10.9,12.8,10.1,-2.4659,-0.4746,1.6058,2022-02-01 18:20:07
64.2,20.7,10.6,12.5,9.6,-2.4775,-0.4746,1.5487,2022-02-01 18:20:17
64.1,20.6,10.5,12.5,9.6,-2.4775,-0.4746,1.6177,2022-02-01 18:20:27
62.3,23.2,11,13.4,10.5,-2.4659,-0.4746,0.9147,2022-02-01 18:20:37
64.1,20.6,10.5,12.5,10,-2.4659,-0.4746,1.5979,2022-02-01 18:20:47
64.2,20.7,10.6,12.5,10.1,-2.4659,-0.4735,1.571,2022-02-01 18:20:57
64.1,20.6,10.2,12.1,9.6,-2.4659,-0.4735,1.5952,2022-02-01 18:21:07
64.2,20.6,10.5,12.5,10,-2.4659,-0.4735,1.6208,2022-02-01 18:21:17
64.2,20.7,10.6,12.5,10.1,-2.4891,-0.4735,1.5749,2022-02-01 18:21:27
64.2,20.6,10.5,12.5,10,-2.4775,-0.4746,1.5992,2022-02-01 18:21:37
64.2,20.7,10.6,12.5,9.6,-2.4775,-0.4746,1.5827,2022-02-01 18:21:47
64.2,20.6,10.5,12.5,9.6,-2.4775,-0.4746,1.5822,2022-02-01 18:21:57
64.2,20.7,10.6,12.5,10.1,-2.4775,-0.4746,1.5835,2022-02-01 18:22:07
62.3,23.3,11.1,13.4,10.1,-2.4659,-0.4746,0.9145,2022-02-01 18:22:17
64.2,20.6,10.5,12.5,9.6,-2.4775,-0.4735,1.5898,2022-02-01 18:22:27
64.2,20.6,10.5,12.5,9.6,-2.4775,-0.4735,1.5769,2022-02-01 18:22:37
64.2,20.6,10.5,12.5,9.6,-2.4775,-0.4735,1.5863,2022-02-01 18:22:47
64.2,20.6,10.5,12.5,10,-2.4891,-0.4746,1.5764,2022-02-01 18:22:57
64.2,20.6,10.5,12.5,9.6,-2.4891,-0.4746,1.5708,2022-02-01 18:23:07
64.2,20.7,10.6,12.5,10.1,-2.4891,-0.4746,1.5784,2022-02-01 18:23:17
64.2,20.6,10.5,12.5,10,-2.4891,-0.4746,1.5893,2022-02-01 18:23:27
64.3,20.7,10.6,12.5,10.1,-2.4775,-0.4746,1.5911,2022-02-01 18:23:37
64.2,20.7,10.6,12.5,10.1,-2.4659,-0.4735,1.5485,2022-02-01 18:23:47
62.3,23.3,11.1,13.4,10.5,-2.4659,-0.4735,0.9127,2022-02-01 18:23:57
64.2,20.6,10.5,12.5,10,-2.4775,-0.4746,1.5444,2022-02-01 18:24:07
64.2,20.6,10.5,12.5,10,-2.4775,-0.4735,1.5683,2022-02-01 18:24:17
64.2,20.6,10.5,12.5,10,-2.4891,-0.4746,1.586,2022-02-01 18:24:27
64.2,20.6,10.2,12.1,9.6,-2.4891,-0.4746,1.5573,2022-02-01 18:24:37
64.2,20.6,10.2,12.1,9.6,-2.4891,-0.4746,1.5797,2022-02-01 18:24:47
64.2,20.6,10.2,12.1,9.6,-2.4891,-0.4746,1.5949,2022-02-01 18:24:57
64.2,20.6,10.5,12.5,10,-2.4775,-0.4746,1.566,2022-02-01 18:25:07
64.3,20.6,10.5,12.5,10,-2.4775,-0.4735,1.5568,2022-02-01 18:25:17
64.2,20.6,10.5,12.5,10,-2.4775,-0.4735,1.5708,2022-02-01 18:25:27
62.3,23.2,11.1,13.4,10,-2.4775,-0.4735,0.8594,2022-02-01 18:25:37
64.2,20.6,10.2,12.1,9.6,-2.4891,-0.4735,1.5566,2022-02-01 18:25:47
64.3,20.6,10.2,12.1,9.6,-2.5007,-0.4746,1.5782,2022-02-01 18:25:57
64.3,20.6,10.2,12.1,9.6,-2.5007,-0.4746,1.5457,2022-02-01 18:26:07
64.3,20.6,9.8,11.8,9.2,-2.4891,-0.4746,1.586,2022-02-01 18:26:17
64.3,20.6,9.8,11.8,9.2,-2.4891,-0.4746,1.5307,2022-02-01 18:26:27
64.3,20.6,10.2,12.1,9.6,-2.4891,-0.4746,1.6005,2022-02-01 18:26:37
64.2,20.6,10.2,12.1,9.6,-2.4891,-0.4746,1.5941,2022-02-01 18:26:47
64.3,20.6,10.2,12.1,9.6,-2.4775,-0.4735,1.554,2022-02-01 18:26:57
62.3,23.2,11.1,13.4,10.5,-2.4891,-0.4746,0.886,2022-02-01 18:27:07
64.3,20.6,10.5,12.5,9.6,-2.4891,-0.4735,1.5561,2022-02-01 18:27:17
64.3,20.6,10.5,12.5,10,-2.4891,-0.4746,1.5579,2022-02-01 18:27:27
64.3,20.6,10.5,12.5,10,-2.4891,-0.4746,1.5906,2022-02-01 18:27:37
64.3,20.6,10.5,12.5,10,-2.5007,-0.4746,1.5728,2022-02-01 18:27:47
64.3,20.6,10.5,12.5,10,-2.5007,-0.4746,1.5794,2022-02-01 18:27:57
64.2,20.6,10.5,12.5,9.6,-2.5007,-0.4746,1.5891,2022-02-01 18:28:07
64.2,20.6,10.5,12.5,10,-2.4891,-0.4746,1.5495,2022-02-01 18:28:17
64.2,20.6,10.5,12.5,10,-2.4891,-0.4735,1.569,2022-02-01 18:28:27
64.3,20.6,10.5,12.5,9.6,-2.4891,-0.4746,1.5589,2022-02-01 18:28:37
62.3,23.2,11.1,13.4,10.5,-2.4891,-0.4746,0.9178,2022-02-01 18:28:47
64.3,20.6,10.5,12.5,10,-2.5007,-0.4746,1.5693,2022-02-01 18:28:57
64.2,20.6,10.5,12.5,10,-2.5007,-0.4746,1.5865,2022-02-01 18:29:07
64.2,20.6,10.2,12.1,9.2,-2.4891,-0.4735,1.5398,2022-02-01 18:29:17
64.3,20.6,10.5,12.5,10,-2.5123,-0.4746,1.5896,2022-02-01 18:29:27
64.3,20.6,10.2,12.1,9.6,-2.5007,-0.4746,1.5548,2022-02-01 18:29:37
64.3,20.6,10.2,12.1,9.6,-2.4891,-0.4746,1.5977,2022-02-01 18:29:47
64.3,20.6,10.2,12.1,9.6,-2.4891,-0.4746,1.5754,2022-02-01 18:29:57
64.3,20.6,10.2,12.1,9.6,-2.5007,-0.4746,1.5639,2022-02-01 18:30:07
64.3,20.6,10.2,12.1,9.6,-2.5007,-0.4735,1.5642,2022-02-01 18:30:17
62.3,23.2,10.7,13,10.1,-2.5007,-0.4746,0.9421,2022-02-01 18:30:27
64.3,20.6,10.2,12.1,9.6,-2.5007,-0.4746,1.5944,2022-02-01 18:30:37
64.2,20.6,10.5,12.5,10,-2.5123,-0.4746,1.5462,2022-02-01 18:30:47
64.2,20.6,10.5,12.5,10,-2.5123,-0.4746,1.5784,2022-02-01 18:30:57
64.2,20.6,10.5,12.5,10,-2.5123,-0.4746,1.5898,2022-02-01 18:31:07
64.2,20.6,10.5,12.5,10,-2.5123,-0.4746,1.6058,2022-02-01 18:31:17
64.2,20.6,10.5,12.5,9.6,-2.5007,-0.4746,1.5913,2022-02-01 18:31:27
64.2,20.6,10.5,12.5,10,-2.5007,-0.4735,1.5774,2022-02-01 18:31:37
64.2,20.6,10.5,12.5,10,-2.5007,-0.4746,1.5604,2022-02-01 18:31:47
64.2,20.6,10.5,12.5,9.6,-2.5123,-0.4735,1.5782,2022-02-01 18:31:57
62.3,23.2,11.1,13.4,10.5,-2.5123,-0.4746,0.8683,2022-02-01 18:32:07
64.2,20.6,10.5,12.5,10,-2.5355,-0.4746,1.5784,2022-02-01 18:32:17
64.2,20.6,10.5,12.5,10,-2.5239,-0.4746,1.6053,2022-02-01 18:32:27
64.2,20.6,10.5,12.5,10,-2.5123,-0.4746,1.6015,2022-02-01 18:32:37
64.2,20.6,10.5,12.5,9.6,-2.5007,-0.4746,1.5469,2022-02-01 18:32:47
64.2,20.6,10.5,12.5,9.6,-2.5007,-0.4746,1.5705,2022-02-01 18:32:57
64.2,20.6,10.5,12.5,10,-2.5123,-0.4735,1.5913,2022-02-01 18:33:07
64.2,20.6,10.5,12.5,10,-2.5007,-0.4735,1.5855,2022-02-01 18:33:17
64.2,20.6,10.5,12.5,10,-2.5239,-0.4746,1.5812,2022-02-01 18:33:27
62.3,23.2,11.1,13.4,10.5,-2.5239,-0.4746,0.8931,2022-02-01 18:33:37
64.2,20.6,10.5,12.5,10,-2.5239,-0.4746,1.567,2022-02-01 18:33:47
64.2,20.6,10.2,12.1,9.6,-2.5239,-0.4746,1.5614,2022-02-01 18:33:57
64.2,20.6,10.2,12.1,9.6,-2.5239,-0.4746,1.6134,2022-02-01 18:34:07
64.2,20.6,10.2,12.1,9.6,-2.5123,-0.4746,1.5475,2022-02-01 18:34:17
64.2,20.6,10.5,12.5,10,-2.5123,-0.4746,1.5718,2022-02-01 18:34:27
64.2,20.6,10.5,12.5,10,-2.5123,-0.4735,1.5751,2022-02-01 18:34:37
64.2,20.6,10.5,12.5,9.6,-2.5007,-0.4735,1.5771,2022-02-01 18:34:47
64.2,20.6,10.5,12.5,10,-2.5123,-0.4746,1.5442,2022-02-01 18:34:57
64.3,20.6,10.5,12.5,10,-2.5239,-0.4746,1.5487,2022-02-01 18:35:07
62.3,23.2,11.1,13.4,10.5,-2.5355,-0.4746,0.9018,2022-02-01 18:35:17
64.2,20.6,10.5,12.5,10,-2.5239,-0.4746,1.5809,2022-02-01 18:35:27
64.2,20.6,10.5,12.5,10,-2.5239,-0.4746,1.5837,2022-02-01 18:35:37
64.3,20.6,10.5,12.5,10,-2.5239,-0.4746,1.5774,2022-02-01 18:35:47
64.3,20.6,10.5,12.5,10,-2.5239,-0.4746,1.5815,2022-02-01 18:35:57
64.2,20.6,10.2,12.1,9.6,-2.5239,-0.4735,1.552,2022-02-01 18:36:07
64.2,20.6,10.5,12.5,10,-2.5239,-0.4735,1.5855,2022-02-01 18:36:17
64.2,20.6,10.5,12.5,9.6,-2.5355,-0.4735,1.5495,2022-02-01 18:36:27
64.2,20.6,10.5,12.5,10,-2.5355,-0.4746,1.5406,2022-02-01 18:36:37
64.2,20.6,10.5,12.5,10,-2.5355,-0.4746,1.5941,2022-02-01 18:36:47
62.3,23.2,10.7,13,10,-2.5471,-0.4746,0.883,2022-02-01 18:36:57
64.2,20.6,10.2,12.1,9.2,-2.5355,-0.4746,1.5934,2022-02-01 18:37:07
64.3,20.6,10.2,12.1,9.2,-2.5239,-0.4746,1.5388,2022-02-01 18:37:17
64.3,20.6,10.2,12.1,9.6,-2.5239,-0.4735,1.5847,2022-02-01 18:37:27
64.3,20.6,10.2,12.1,9.2,-2.5239,-0.4735,1.5348,2022-02-01 18:37:37
64.3,20.6,10.2,12.1,9.6,-2.5239,-0.4735,1.5817,2022-02-01 18:37:47
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.588,2022-02-01 18:37:57
64.3,20.6,10.2,12.1,9.2,-2.5355,-0.4746,1.5429,2022-02-01 18:38:07
64.3,20.6,9.8,11.8,9.2,-2.5355,-0.4746,1.5771,2022-02-01 18:38:17
64.3,20.6,9.8,11.8,9.2,-2.5355,-0.4746,1.5677,2022-02-01 18:38:27
62.3,23.2,10.4,12.7,9.6,-2.5471,-0.4746,0.8992,2022-02-01 18:38:37
64.3,20.6,9.8,11.8,9.2,-2.5355,-0.4746,1.5903,2022-02-01 18:38:47
64.3,20.6,9.8,11.8,9.2,-2.5355,-0.4746,1.5477,2022-02-01 18:38:57
64.3,20.5,9.8,11.8,9.2,-2.5355,-0.4735,1.5815,2022-02-01 18:39:07
64.3,20.6,9.8,11.8,9.2,-2.5355,-0.4735,1.5609,2022-02-01 18:39:17
64.3,20.6,9.5,11.5,8.8,-2.5471,-0.4735,1.5776,2022-02-01 18:39:27
64.3,20.6,9.5,11.5,8.8,-2.5355,-0.4735,1.6208,2022-02-01 18:39:37
64.3,20.5,9.5,11.5,8.8,-2.5587,-0.4746,1.554,2022-02-01 18:39:47
64.3,20.5,9.5,11.5,8.8,-2.5587,-0.4746,1.5639,2022-02-01 18:39:57
62.3,23.2,10,12.4,9.2,-2.5471,-0.4746,0.8898,2022-02-01 18:40:07
64.3,20.5,9.8,11.8,9.2,-2.5471,-0.4746,1.6134,2022-02-01 18:40:17
64.3,20.6,9.8,11.8,9.2,-2.5471,-0.4746,1.5797,2022-02-01 18:40:27
64.3,20.6,10.2,12.1,9.6,-2.5355,-0.4735,1.5847,2022-02-01 18:40:37
64.3,20.6,10.2,12.1,9.6,-2.5471,-0.4746,1.5332,2022-02-01 18:40:47
64.3,20.6,10.2,12.1,9.6,-2.5471,-0.4746,1.5749,2022-02-01 18:40:57
64.3,20.6,10.2,12.1,9.6,-2.5471,-0.4735,1.5655,2022-02-01 18:41:07
64.2,20.5,10.5,12.4,10,-2.5587,-0.4746,1.5505,2022-02-01 18:41:17
64.2,20.5,10.5,12.4,10,-2.5471,-0.4746,1.5622,2022-02-01 18:41:27
64.3,20.5,10.2,12.1,9.6,-2.5471,-0.4746,1.603,2022-02-01 18:41:37
62.3,23.2,10.7,13,10,-2.5587,-0.4746,0.8959,2022-02-01 18:41:47
64.3,20.6,10.2,12.1,9.6,-2.5471,-0.4746,1.5746,2022-02-01 18:41:57
64.3,20.6,10.2,12.1,9.6,-2.5355,-0.4735,1.5571,2022-02-01 18:42:07
64.3,20.5,10.2,12.1,9.6,-2.5471,-0.4746,1.5779,2022-02-01 18:42:17
64.3,20.5,9.8,11.8,9.2,-2.5471,-0.4735,1.5677,2022-02-01 18:42:27
64.3,20.6,9.8,11.8,9.2,-2.5471,-0.4735,1.567,2022-02-01 18:42:37
64.3,20.6,9.8,11.8,9.2,-2.5587,-0.4735,1.4835,2022-02-01 18:42:47
64.3,20.5,9.8,11.8,9.2,-2.5587,-0.4746,1.5794,2022-02-01 18:42:57
64.3,20.5,9.8,11.8,9.2,-2.5471,-0.4746,1.5929,2022-02-01 18:43:07
64.3,20.5,9.8,11.8,9.2,-2.5587,-0.4746,1.5652,2022-02-01 18:43:17
62.3,23.2,10.3,12.7,9.6,-2.5355,-0.4746,0.9018,2022-02-01 18:43:27
64.3,20.6,9.8,11.8,9.2,-2.5355,-0.4746,1.5284,2022-02-01 18:43:37
64.3,20.6,9.8,11.8,9.2,-2.5355,-0.4735,1.5728,2022-02-01 18:43:47
64.3,20.5,9.5,11.5,8.8,-2.5471,-0.4735,1.5769,2022-02-01 18:43:57
64.3,20.5,9.5,11.5,8.8,-2.5471,-0.4746,1.55,2022-02-01 18:44:07
64.3,20.5,9.5,11.5,8.8,-2.5587,-0.4746,1.5551,2022-02-01 18:44:17
64.3,20.5,9.5,11.5,8.8,-2.5471,-0.4746,1.5548,2022-02-01 18:44:27
64.3,20.5,9.5,11.5,8.8,-2.5587,-0.4746,1.5939,2022-02-01 18:44:37
64.3,20.6,9.8,11.8,9.2,-2.5471,-0.4746,1.5667,2022-02-01 18:44:47
64.3,20.6,9.8,11.8,9.2,-2.5471,-0.4746,1.5832,2022-02-01 18:44:57
62.4,23.2,10.7,13,10.1,-2.5355,-0.4735,0.9046,2022-02-01 18:45:07
64.3,20.6,10.2,12.1,9.6,-2.5239,-0.4735,1.5591,2022-02-01 18:45:17
64.2,20.5,10.2,12.1,9.6,-2.5355,-0.4735,1.5277,2022-02-01 18:45:27
64.2,20.5,10.5,12.4,10,-2.5355,-0.4735,1.5497,2022-02-01 18:45:37
64.3,20.5,10.5,12.4,10,-2.5355,-0.4746,1.5596,2022-02-01 18:45:47
64.2,20.5,10.5,12.4,10,-2.5355,-0.4746,1.5568,2022-02-01 18:45:57
64.2,20.5,10.5,12.4,10,-2.5355,-0.4746,1.551,2022-02-01 18:46:07
64.2,20.5,10.5,12.4,10,-2.5239,-0.4746,1.5926,2022-02-01 18:46:17
64.3,20.5,10.5,12.4,10,-2.5239,-0.4746,1.5837,2022-02-01 18:46:27
64.3,20.5,10.5,12.4,10,-2.5239,-0.4735,1.5599,2022-02-01 18:46:37
62.3,23.2,11,13.3,10,-2.5355,-0.4746,0.8787,2022-02-01 18:46:47
64.3,20.5,10.5,12.4,10,-2.5355,-0.4735,1.5584,2022-02-01 18:46:57
64.3,20.5,10.5,12.4,10,-2.5355,-0.4746,1.5629,2022-02-01 18:47:07
64.3,20.6,10.5,12.5,10,-2.5355,-0.4746,1.5434,2022-02-01 18:47:17
64.3,20.5,10.2,12.1,9.6,-2.5471,-0.4746,1.5802,2022-02-01 18:47:27
64.3,20.5,10.5,12.4,10,-2.5471,-0.4746,1.5624,2022-02-01 18:47:37
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5875,2022-02-01 18:47:47
64.3,20.5,10.2,12.1,9.2,-2.5239,-0.4746,1.5929,2022-02-01 18:47:57
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5069,2022-02-01 18:48:07
62.3,23.2,10.7,13,10,-2.5239,-0.4735,0.8787,2022-02-01 18:48:17
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4735,1.5535,2022-02-01 18:48:27
64.3,20.6,10.2,12.1,9.2,-2.5355,-0.4746,1.5442,2022-02-01 18:48:37
64.3,20.5,10.2,12.1,9.6,-2.5471,-0.4746,1.5543,2022-02-01 18:48:47
64.3,20.5,9.8,11.8,9.2,-2.5355,-0.4746,1.5726,2022-02-01 18:48:57
64.3,20.5,10.2,12.1,9.6,-2.5471,-0.4746,1.5586,2022-02-01 18:49:07
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5543,2022-02-01 18:49:17
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5693,2022-02-01 18:49:27
64.3,20.6,10.2,12.1,9.2,-2.5239,-0.4735,1.5875,2022-02-01 18:49:37
64.3,20.5,10.2,12.1,9.2,-2.5239,-0.4735,1.6119,2022-02-01 18:49:47
62.3,23.2,10.7,13,10,-2.5239,-0.4746,0.8708,2022-02-01 18:49:57
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5662,2022-02-01 18:50:07
64.3,20.5,10.5,12.4,9.6,-2.5471,-0.4746,1.5759,2022-02-01 18:50:17
64.3,20.6,10.5,12.5,10,-2.5355,-0.4746,1.5723,2022-02-01 18:50:27
64.3,20.6,10.5,12.5,10,-2.5471,-0.4746,1.5645,2022-02-01 18:50:37
64.3,20.6,10.5,12.5,10,-2.5355,-0.4746,1.5736,2022-02-01 18:50:47
64.2,20.5,10.5,12.4,10,-2.5355,-0.4746,1.5657,2022-02-01 18:50:57
64.2,20.5,10.5,12.4,9.6,-2.5239,-0.4746,1.5708,2022-02-01 18:51:07
64.2,20.5,10.5,12.4,10,-2.5123,-0.4735,1.5551,2022-02-01 18:51:17
64.2,20.5,10.5,12.4,9.6,-2.5239,-0.4746,1.5997,2022-02-01 18:51:27
62.3,23.2,11,13.3,10.5,-2.5239,-0.4735,0.9216,2022-02-01 18:51:37
64.2,20.5,10.5,12.4,10,-2.5355,-0.4746,1.5792,2022-02-01 18:51:47
64.2,20.5,10.5,12.4,10,-2.5355,-0.4746,1.5624,2022-02-01 18:51:57
64.2,20.5,10.5,12.4,9.6,-2.5355,-0.4746,1.553,2022-02-01 18:52:07
64.3,20.5,10.5,12.4,9.6,-2.5355,-0.4746,1.6035,2022-02-01 18:52:17
64.3,20.5,10.2,12.1,9.6,-2.5239,-0.4746,1.6025,2022-02-01 18:52:27
64.3,20.5,10.2,12.1,9.6,-2.5239,-0.4735,1.5804,2022-02-01 18:52:37
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4735,1.5589,2022-02-01 18:52:47
64.3,20.5,10.2,12.1,9.6,-2.5239,-0.4735,1.5913,2022-02-01 18:52:57
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4735,1.5449,2022-02-01 18:53:07
62.3,23.2,10.7,13,10,-2.5355,-0.4746,0.9307,2022-02-01 18:53:17
64.3,20.5,10.2,12.1,9.6,-2.5471,-0.4746,1.6005,2022-02-01 18:53:27
64.3,20.5,10.2,12.1,9.6,-2.5471,-0.4746,1.5434,2022-02-01 18:53:37
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5929,2022-02-01 18:53:47
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5581,2022-02-01 18:53:57
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5589,2022-02-01 18:54:07
64.3,20.5,9.8,11.8,9.2,-2.5355,-0.4746,1.549,2022-02-01 18:54:17
64.3,20.5,9.8,11.8,9.2,-2.5239,-0.4746,1.5459,2022-02-01 18:54:27
64.3,20.5,9.8,11.8,9.2,-2.5355,-0.4735,1.5051,2022-02-01 18:54:37
64.3,20.5,9.8,11.8,9.2,-2.5471,-0.4746,1.5832,2022-02-01 18:54:47
62.4,23.2,10.3,12.7,9.6,-2.5471,-0.4746,0.9046,2022-02-01 18:54:57
64.3,20.5,9.8,11.8,9.2,-2.5471,-0.4746,1.582,2022-02-01 18:55:07
64.3,20.5,9.8,11.8,9.2,-2.5355,-0.4746,1.5505,2022-02-01 18:55:17
64.3,20.5,9.8,11.8,9.2,-2.5471,-0.4746,1.5381,2022-02-01 18:55:27
64.3,20.5,9.8,11.8,9.2,-2.5355,-0.4746,1.568,2022-02-01 18:55:37
64.3,20.5,9.8,11.8,9.2,-2.5355,-0.4735,1.5863,2022-02-01 18:55:47
64.3,20.5,9.8,11.8,9.2,-2.5355,-0.4746,1.5467,2022-02-01 18:55:57
64.3,20.5,9.8,11.8,9.2,-2.5471,-0.4735,1.5332,2022-02-01 18:56:07
64.3,20.5,9.8,11.8,9.2,-2.5471,-0.4746,1.5563,2022-02-01 18:56:17
64.3,20.5,9.8,11.8,9.2,-2.5471,-0.4746,1.5507,2022-02-01 18:56:27
62.4,23.2,10.3,12.7,9.6,-2.5471,-0.4746,0.8866,2022-02-01 18:56:37
64.3,20.5,9.8,11.8,9.2,-2.5471,-0.4746,1.5883,2022-02-01 18:56:47
64.3,20.5,9.8,11.8,9.2,-2.5355,-0.4746,1.5675,2022-02-01 18:56:57
64.3,20.5,10.2,12.1,9.6,-2.5239,-0.4746,1.5878,2022-02-01 18:57:07
64.3,20.5,10.2,12.1,9.6,-2.5239,-0.4735,1.5842,2022-02-01 18:57:17
64.3,20.5,10.2,12.1,9.6,-2.5239,-0.4735,1.5535,2022-02-01 18:57:27
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5726,2022-02-01 18:57:37
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5875,2022-02-01 18:57:47
64.3,20.5,10.2,12.1,9.6,-2.5355,-0.4746,1.5728,2022-02-01 18:57:57
62.3,23.2,10.3,12.7,9.6,-2.5471,-0.4746,0.9348,2022-02-01 18:58:07
64.3,20.5,9.8,11.8,9.2,-2.5355,-0.4746,1.5939,2022-02-01 18:58:17
64.3,20.5,9.8,11.8,9.2,-2.5239,-0.4746,1.5804,2022-02-01 18:58:27
64.3,20.5,10.2,12.1,9.6,-2.5239,-0.4746,1.5944,2022-02-01 18:58:37
64.3,20.5,10.2,12.1,9.6,-2.5239,-0.4746,1.5383,2022-02-01 18:58:47
64.3,20.5,10.2,12.1,9.6,-2.5239,-0.4735,1.5931,2022-02-01 18:58:57
64.3,20.5,10.2,12.1,9.6,-2.5239,-0.4735,1.5325,2022-02-01 18:59:07
64.3,20.5,10.5,12.4,10,-2.5355,-0.4746,1.5579,2022-02-01 18:59:17
64.3,20.5,10.5,12.4,10,-2.5355,-0.4746,1.5513,2022-02-01 18:59:27
64.3,20.5,10.5,12.4,9.6,-2.5471,-0.4746,1.5759,2022-02-01 18:59:37
62.3,23.2,11,13.3,10.5,-2.5355,-0.4746,0.9028,2022-02-01 18:59:47
64.2,20.5,10.8,12.7,10,-2.5355,-0.4746,1.567,2022-02-01 18:59:57
64.3,20.5,10.9,12.7,10,-2.5239,-0.4746,1.5863,2022-02-01 19:00:07
64.3,20.5,10.9,12.7,10,-2.5355,-0.4746,1.5893,2022-02-01 19:00:17
64.3,20.5,10.9,12.7,10,-2.5239,-0.4735,1.5647,2022-02-01 19:00:27
64.3,20.5,10.9,12.7,10,-2.5239,-0.4735,1.5995,2022-02-01 19:00:37
64.3,20.5,10.5,12.4,9.6,-2.5355,-0.4746,1.585,2022-02-01 19:00:47
64.3,20.5,10.5,12.4,10,-2.5355,-0.4746,1.5586,2022-02-01 19:00:57
64.3,20.5,10.5,12.4,10,-2.5471,-0.4746,1.6106,2022-02-01 19:01:07
