humidity,temp,PM2_5,PM10,PM1_0,CO,NO2,SO2,datetime
65.3,19.3,9.2,11.1,8.6,-2.8489,-0.4746,1.5152,2022-02-02 01:53:16
65.3,19.3,9.2,11.1,8.6,-2.8489,-0.4746,1.5157,2022-02-02 01:53:26
65.3,19.3,9.6,11.4,9,-2.8373,-0.4746,1.5203,2022-02-02 01:53:36
65.3,19.3,9.6,11.4,9,-2.8373,-0.4735,1.5272,2022-02-02 01:53:46
62.9,22.2,10.1,12.4,9.4,-2.8489,-0.4746,1.5216,2022-02-02 01:53:56
65.3,19.3,9.6,11.4,9,-2.8489,-0.4746,1.519,2022-02-02 01:54:06
65.3,19.3,9.9,11.7,9.4,-2.8489,-0.4746,1.4883,2022-02-02 01:54:16
65.3,19.3,9.9,11.7,9.4,-2.8605,-0.4746,1.4967,2022-02-02 01:54:26
65.3,19.3,9.6,11.4,9,-2.8489,-0.4746,1.5058,2022-02-02 01:54:36
65.3,19.3,9.6,11.4,9,-2.8489,-0.4746,1.5292,2022-02-02 01:54:46
65.3,19.3,9.6,11.4,9,-2.8373,-0.4746,1.4901,2022-02-02 01:54:56
65.3,19.3,9.6,11.4,9,-2.8373,-0.4746,1.498,2022-02-02 01:55:06
65.3,19.3,9.6,11.4,9,-2.8373,-0.4746,1.5244,2022-02-02 01:55:16
62.9,22.2,10.1,12.4,9.4,-2.8489,-0.4735,1.5107,2022-02-02 01:55:26
65.3,19.3,9.6,11.4,9,-2.8489,-0.4746,1.5249,2022-02-02 01:55:36
65.3,19.3,9.6,11.4,9,-2.8489,-0.4746,1.5543,2022-02-02 01:55:46
65.3,19.3,9.6,11.4,9,-2.8489,-0.4746,1.5477,2022-02-02 01:55:56
65.3,19.3,8.9,10.7,8.1,-2.8489,-0.4746,1.5157,2022-02-02 01:56:06
65.3,19.3,8.9,10.7,8.1,-2.8489,-0.4746,1.5639,2022-02-02 01:56:16
65.3,19.3,8.9,10.7,8.1,-2.8489,-0.4746,1.5165,2022-02-02 01:56:26
65.3,19.3,8.9,10.7,8.1,-2.8489,-0.4746,1.5376,2022-02-02 01:56:36
65.3,19.3,8.9,10.7,8.1,-2.8489,-0.4746,1.5393,2022-02-02 01:56:46
65.3,19.3,9.2,11.1,8.6,-2.8489,-0.4735,1.5162,2022-02-02 01:56:56
62.9,22.2,9.8,12.1,9,-2.8489,-0.4746,1.5624,2022-02-02 01:57:06
65.3,19.3,9.2,11.1,8.6,-2.8605,-0.4746,1.5076,2022-02-02 01:57:16
65.3,19.3,9.2,11.1,8.6,-2.8489,-0.4746,1.4972,2022-02-02 01:57:26
65.3,19.3,9.2,11.1,8.6,-2.8605,-0.4746,1.5297,2022-02-02 01:57:36
65.3,19.3,9.2,11.1,8.6,-2.8489,-0.4746,1.5282,2022-02-02 01:57:46
65.3,19.3,9.2,11.1,8.6,-2.8489,-0.4746,1.5226,2022-02-02 01:57:56
65.3,19.3,9.2,11.1,8.6,-2.8489,-0.4746,1.5421,2022-02-02 01:58:06
65.3,19.3,9.2,11.1,8.6,-2.8489,-0.4735,1.4861,2022-02-02 01:58:16
65.3,19.3,9.2,11.1,8.6,-2.8373,-0.4746,1.5282,2022-02-02 01:58:26
62.9,22.2,9.8,12.1,9,-2.8489,-0.4735,1.5041,2022-02-02 01:58:36
65.3,19.3,9.2,11.1,8.6,-2.8373,-0.4735,1.517,2022-02-02 01:58:46
65.3,19.3,9.6,11.4,9,-2.8605,-0.4746,1.5031,2022-02-02 01:58:56
65.3,19.3,9.6,11.4,9,-2.8605,-0.4746,1.4891,2022-02-02 01:59:06
65.3,19.3,9.2,11.1,8.6,-2.8605,-0.4746,1.5292,2022-02-02 01:59:16
65.3,19.3,9.2,11.1,8.6,-2.8489,-0.4746,1.5307,2022-02-02 01:59:26
65.3,19.3,9.2,11.1,8.6,-2.8373,-0.4746,1.5173,2022-02-02 01:59:36
65.3,19.3,9.2,11.1,8.6,-2.8489,-0.4735,1.5591,2022-02-02 01:59:46
65.3,19.3,9.2,11.1,8.6,-2.8373,-0.4746,1.5175,2022-02-02 01:59:56
65.3,19.3,9.6,11.4,9,-2.8373,-0.4746,1.5066,2022-02-02 02:00:06
62.9,22.2,10.1,12.4,9.4,-2.8605,-0.4746,1.5226,2022-02-02 02:00:16
65.3,19.3,9.6,11.4,9,-2.8605,-0.4746,1.5249,2022-02-02 02:00:26
65.3,19.3,9.6,11.4,9,-2.8605,-0.4746,1.5264,2022-02-02 02:00:36
65.3,19.3,9.6,11.4,9,-2.8489,-0.4746,1.5132,2022-02-02 02:00:46
65.3,19.3,9.6,11.4,9,-2.8489,-0.4746,1.4893,2022-02-02 02:00:56
65.3,19.3,9.6,11.4,9,-2.8489,-0.4746,1.5305,2022-02-02 02:01:06
65.3,19.3,9.6,11.4,9,-2.8373,-0.4735,1.5074,2022-02-02 02:01:16
65.3,19.3,9.6,11.4,9,-2.8373,-0.4735,1.5289,2022-02-02 02:01:26
65.3,19.3,9.9,11.7,9.4,-2.8373,-0.4735,1.5274,2022-02-02 02:01:36
65.3,19.3,9.9,11.7,9.4,-2.8605,-0.4746,1.5061,2022-02-02 02:01:46
62.9,22.2,10.5,12.7,9.4,-2.8605,-0.4746,1.5284,2022-02-02 02:01:56
65.3,19.3,9.9,11.7,9.4,-2.8489,-0.4746,1.5218,2022-02-02 02:02:06
65.3,19.3,9.9,11.7,9.4,-2.8489,-0.4746,1.5378,2022-02-02 02:02:16
65.3,19.3,9.9,11.7,9.4,-2.8489,-0.4746,1.5353,2022-02-02 02:02:26
65.3,19.3,9.9,11.7,9.4,-2.8373,-0.4746,1.533,2022-02-02 02:02:36
65.3,19.3,9.9,11.7,9,-2.8373,-0.4746,1.5398,2022-02-02 02:02:46
65.3,19.3,9.9,11.7,9,-2.8373,-0.4746,1.4906,2022-02-02 02:02:56
65.3,19.3,9.9,11.7,9,-2.8373,-0.4735,1.4893,2022-02-02 02:03:06
65.3,19.3,9.9,11.7,9,-2.8489,-0.4746,1.5228,2022-02-02 02:03:16
62.9,22.2,10.5,12.7,9.4,-2.8489,-0.4746,1.5353,2022-02-02 02:03:26
65.3,19.3,9.9,11.7,9.4,-2.8605,-0.4746,1.5383,2022-02-02 02:03:36
65.3,19.3,9.9,11.7,9.4,-2.8373,-0.4746,1.5048,2022-02-02 02:03:46
65.3,19.3,10.3,12,9.8,-2.8489,-0.4746,1.5218,2022-02-02 02:03:56
65.3,19.3,10.3,12,9.8,-2.8373,-0.4746,1.5294,2022-02-02 02:04:06
65.3,19.3,10.3,12,9.8,-2.8489,-0.4735,1.4876,2022-02-02 02:04:16
65.3,19.3,10.3,12,9.4,-2.8373,-0.4746,1.5634,2022-02-02 02:04:26
65.3,19.3,10.3,12,9.8,-2.8373,-0.4735,1.5165,2022-02-02 02:04:36
65.3,19.3,10.3,12.3,9.8,-2.8605,-0.4746,1.4995,2022-02-02 02:04:46
65.3,19.3,10.3,12,9.8,-2.8489,-0.4746,1.5251,2022-02-02 02:04:56
62.9,22.2,10.8,13,10.3,-2.8489,-0.4746,1.4926,2022-02-02 02:05:06
65.3,19.2,10.2,12,9.4,-2.8489,-0.4746,1.5147,2022-02-02 02:05:16
65.3,19.3,10.3,12,9.8,-2.8489,-0.4746,1.498,2022-02-02 02:05:26
65.3,19.3,9.9,11.7,9.4,-2.8373,-0.4746,1.5152,2022-02-02 02:05:36
65.3,19.3,9.9,11.7,9.4,-2.8489,-0.4735,1.533,2022-02-02 02:05:46
65.3,19.3,10.3,12,9.4,-2.8373,-0.4735,1.4901,2022-02-02 02:05:56
65.3,19.3,10.3,12,9.8,-2.8489,-0.4735,1.5018,2022-02-02 02:06:06
65.3,19.3,10.3,12,9.8,-2.8489,-0.4735,1.4982,2022-02-02 02:06:16
65.3,19.3,10.3,12,9.4,-2.8605,-0.4746,1.4962,2022-02-02 02:06:26
65.3,19.3,10.6,12.3,9.8,-2.8605,-0.4746,1.5464,2022-02-02 02:06:36
62.9,22.2,10.8,13,10.3,-2.8489,-0.4746,1.5299,2022-02-02 02:06:46
65.3,19.3,10.3,12,9.8,-2.8489,-0.4746,1.5013,2022-02-02 02:06:56
65.3,19.3,10.3,12,9.4,-2.8373,-0.4735,1.5401,2022-02-02 02:07:06
65.3,19.3,9.9,11.7,9.4,-2.8489,-0.4735,1.5033,2022-02-02 02:07:16
65.3,19.3,9.9,11.7,9.4,-2.8373,-0.4735,1.4784,2022-02-02 02:07:26
65.3,19.3,9.9,11.7,9.4,-2.8489,-0.4735,1.4828,2022-02-02 02:07:36
65.3,19.3,10.3,12,9.8,-2.8489,-0.4746,1.5107,2022-02-02 02:07:46
65.3,19.3,10.3,12,9.8,-2.8605,-0.4746,1.5216,2022-02-02 02:07:56
65.3,19.3,10.3,12,9.8,-2.8489,-0.4746,1.5492,2022-02-02 02:08:06
62.9,22.2,10.8,13,10.3,-2.8489,-0.4746,1.5089,2022-02-02 02:08:16
65.3,19.3,10.6,12.3,9.8,-2.8489,-0.4746,1.5335,2022-02-02 02:08:26
65.3,19.3,10.6,12.3,9.8,-2.8373,-0.4735,1.4729,2022-02-02 02:08:36
65.3,19.3,10.3,12,9.8,-2.8373,-0.4746,1.5213,2022-02-02 02:08:46
65.3,19.3,10.3,12,9.8,-2.8489,-0.4735,1.5005,2022-02-02 02:08:56
65.3,19.2,10.6,12.3,9.8,-2.8373,-0.4735,1.5183,2022-02-02 02:09:06
65.3,19.3,10.6,12.3,9.8,-2.8605,-0.4735,1.5279,2022-02-02 02:09:16
65.3,19.2,10.6,12.3,9.8,-2.8605,-0.4746,1.5175,2022-02-02 02:09:26
65.3,19.2,10.3,12,9.8,-2.8605,-0.4746,1.5363,2022-02-02 02:09:36
65.3,19.2,10.3,12,9.8,-2.8605,-0.4746,1.5317,2022-02-02 02:09:46
62.9,22.1,11.1,13.3,10.2,-2.8489,-0.4746,1.5601,2022-02-02 02:09:56
65.3,19.2,10.3,12,9.4,-2.8489,-0.4735,1.5145,2022-02-02 02:10:06
65.3,19.2,10.3,12,9.4,-2.8489,-0.4735,1.5036,2022-02-02 02:10:16
65.3,19.2,10.3,12,9.8,-2.8489,-0.4735,1.5535,2022-02-02 02:10:26
65.3,19.2,10.3,12,9.8,-2.8489,-0.4735,1.5173,2022-02-02 02:10:36
65.3,19.2,10.3,12,9.8,-2.8489,-0.4746,1.5294,2022-02-02 02:10:46
65.3,19.2,10.2,12,9.8,-2.8605,-0.4746,1.5198,2022-02-02 02:10:56
65.3,19.2,10.3,12,9.4,-2.8605,-0.4746,1.531,2022-02-02 02:11:06
65.3,19.2,10.3,12,9.8,-2.8605,-0.4746,1.5596,2022-02-02 02:11:16
65.3,19.2,10.3,12,9.8,-2.8605,-0.4746,1.5221,2022-02-02 02:11:26
62.9,22.1,10.8,13,10.2,-2.8489,-0.4746,1.5403,2022-02-02 02:11:36
65.3,19.2,10.3,12,9.8,-2.8605,-0.4735,1.4919,2022-02-02 02:11:46
65.3,19.2,10.3,12,9.8,-2.8489,-0.4746,1.5091,2022-02-02 02:11:56
65.3,19.2,10.3,12,9.4,-2.8489,-0.4735,1.5188,2022-02-02 02:12:06
65.3,19.2,10.3,12,9.8,-2.8605,-0.4735,1.5462,2022-02-02 02:12:16
65.3,19.2,10.3,12,9.8,-2.8605,-0.4746,1.5013,2022-02-02 02:12:26
65.3,19.2,10.3,12,9.8,-2.8721,-0.4746,1.5606,2022-02-02 02:12:36
65.3,19.2,10.3,12,9.4,-2.8605,-0.4746,1.5208,2022-02-02 02:12:46
65.3,19.2,10.3,12,9.8,-2.8605,-0.4746,1.5178,2022-02-02 02:12:56
62.9,22.1,10.4,12.7,9.4,-2.8605,-0.4746,1.5086,2022-02-02 02:13:06
65.3,19.2,9.9,11.7,9,-2.8489,-0.4735,1.5223,2022-02-02 02:13:16
65.3,19.2,9.9,11.7,9,-2.8489,-0.4735,1.4947,2022-02-02 02:13:26
65.3,19.2,9.9,11.7,9,-2.8605,-0.4735,1.5086,2022-02-02 02:13:36
65.3,19.2,9.9,11.7,9,-2.8605,-0.4746,1.5109,2022-02-02 02:13:46
65.3,19.2,9.9,11.7,9.4,-2.8721,-0.4746,1.5041,2022-02-02 02:13:56
65.3,19.2,9.9,11.7,9,-2.8605,-0.4746,1.5094,2022-02-02 02:14:06
65.3,19.2,9.9,11.7,9.4,-2.8721,-0.4746,1.5208,2022-02-02 02:14:16
65.3,19.2,9.9,11.7,9.4,-2.8605,-0.4746,1.4822,2022-02-02 02:14:26
65.3,19.2,9.9,11.7,9.4,-2.8605,-0.4746,1.5028,2022-02-02 02:14:36
62.9,22.1,10.4,13,9.8,-2.8489,-0.4746,1.5282,2022-02-02 02:14:46
65.3,19.2,9.9,11.7,9.4,-2.8605,-0.4735,1.4954,2022-02-02 02:14:56
65.3,19.2,9.6,11.3,9,-2.8605,-0.4746,1.52,2022-02-02 02:15:06
65.3,19.2,9.6,11.3,9,-2.8605,-0.4735,1.5317,2022-02-02 02:15:16
65.3,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5325,2022-02-02 02:15:26
65.3,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5279,2022-02-02 02:15:36
65.3,19.2,9.6,11.3,9,-2.8605,-0.4746,1.534,2022-02-02 02:15:46
65.3,19.2,9.2,11,8.5,-2.8721,-0.4746,1.4893,2022-02-02 02:15:56
65.3,19.2,9.6,11.3,9,-2.8489,-0.4746,1.4848,2022-02-02 02:16:06
65.3,19.2,9.2,11,8.5,-2.8605,-0.4746,1.5411,2022-02-02 02:16:16
62.9,22.1,9.7,12,9,-2.8605,-0.4735,1.5211,2022-02-02 02:16:26
65.3,19.2,9.2,11,8.5,-2.8605,-0.4735,1.5256,2022-02-02 02:16:36
65.3,19.2,9.2,11,8.5,-2.8721,-0.4746,1.4985,2022-02-02 02:16:46
65.3,19.2,9.2,11,8.5,-2.8721,-0.4746,1.5165,2022-02-02 02:16:56
65.3,19.2,9.2,11,8.5,-2.8721,-0.4746,1.5206,2022-02-02 02:17:06
65.3,19.2,9.2,11,8.5,-2.8721,-0.4746,1.5353,2022-02-02 02:17:16
65.3,19.2,9.2,11,8.5,-2.8605,-0.4746,1.5033,2022-02-02 02:17:26
65.3,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5208,2022-02-02 02:17:36
65.4,19.2,9.6,11.3,9,-2.8605,-0.4735,1.5168,2022-02-02 02:17:46
63,22.1,10.1,12.3,9.4,-2.8605,-0.4746,1.5416,2022-02-02 02:17:56
65.4,19.2,9.6,11.3,9,-2.8605,-0.4735,1.5315,2022-02-02 02:18:06
65.3,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5469,2022-02-02 02:18:16
65.3,19.2,9.6,11.3,9,-2.8721,-0.4746,1.4967,2022-02-02 02:18:26
65.3,19.2,9.6,11.3,9,-2.8721,-0.4746,1.4711,2022-02-02 02:18:36
65.3,19.2,9.2,11,8.5,-2.8721,-0.4746,1.5378,2022-02-02 02:18:46
65.4,19.2,9.2,11,8.6,-2.8721,-0.4746,1.5124,2022-02-02 02:18:56
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5216,2022-02-02 02:19:06
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5299,2022-02-02 02:19:16
65.3,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5003,2022-02-02 02:19:26
62.9,22.1,9.7,12,9,-2.8605,-0.4735,1.5305,2022-02-02 02:19:36
65.3,19.2,9.2,11,8.5,-2.8721,-0.4746,1.5089,2022-02-02 02:19:46
65.4,19.2,9.2,11,8.6,-2.8721,-0.4746,1.5023,2022-02-02 02:19:56
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.4975,2022-02-02 02:20:06
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.4949,2022-02-02 02:20:16
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5335,2022-02-02 02:20:26
65.3,19.2,9.6,11.3,9,-2.8489,-0.4746,1.4843,2022-02-02 02:20:36
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5198,2022-02-02 02:20:46
65.3,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5287,2022-02-02 02:20:56
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5487,2022-02-02 02:21:06
63,22.1,10.1,12.3,9.4,-2.8721,-0.4735,1.5147,2022-02-02 02:21:16
65.4,19.2,9.2,11,8.6,-2.8721,-0.4746,1.5084,2022-02-02 02:21:26
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5,2022-02-02 02:21:36
65.3,19.1,9.5,11.3,8.9,-2.8721,-0.4746,1.5259,2022-02-02 02:21:46
65.4,19.2,9.2,11,8.6,-2.8721,-0.4746,1.5386,2022-02-02 02:21:56
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5769,2022-02-02 02:22:06
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5373,2022-02-02 02:22:16
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5003,2022-02-02 02:22:26
65.4,19.2,9.2,11,8.6,-2.8721,-0.4735,1.5305,2022-02-02 02:22:36
63,22.1,10.1,12.3,9.4,-2.8605,-0.4746,1.5091,2022-02-02 02:22:46
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.516,2022-02-02 02:22:56
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5081,2022-02-02 02:23:06
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5216,2022-02-02 02:23:16
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.4962,2022-02-02 02:23:26
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5193,2022-02-02 02:23:36
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5363,2022-02-02 02:23:46
65.4,19.2,9.6,11.3,9,-2.8605,-0.4735,1.5038,2022-02-02 02:23:56
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5221,2022-02-02 02:24:06
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5109,2022-02-02 02:24:16
63,22.1,10.1,12.3,9.4,-2.8721,-0.4746,1.5135,2022-02-02 02:24:26
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5063,2022-02-02 02:24:36
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.567,2022-02-02 02:24:46
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5487,2022-02-02 02:24:56
65.4,19.2,9.2,11,8.6,-2.8721,-0.4746,1.5317,2022-02-02 02:25:06
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.4566,2022-02-02 02:25:16
65.4,19.2,9.2,11,8.6,-2.8489,-0.4746,1.4947,2022-02-02 02:25:26
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5294,2022-02-02 02:25:36
65.4,19.2,9.2,11,8.6,-2.8721,-0.4746,1.5256,2022-02-02 02:25:46
63,22.1,9.8,12,9,-2.8721,-0.4746,1.5393,2022-02-02 02:25:56
65.4,19.2,9.2,11,8.6,-2.8837,-0.4746,1.4873,2022-02-02 02:26:06
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5355,2022-02-02 02:26:16
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5124,2022-02-02 02:26:26
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5376,2022-02-02 02:26:36
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5107,2022-02-02 02:26:46
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.483,2022-02-02 02:26:56
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5185,2022-02-02 02:27:06
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5162,2022-02-02 02:27:16
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5213,2022-02-02 02:27:26
63,22.1,9.8,12,9,-2.8721,-0.4746,1.4926,2022-02-02 02:27:36
65.4,19.2,9.2,11,8.6,-2.8721,-0.4746,1.5084,2022-02-02 02:27:46
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5558,2022-02-02 02:27:56
65.3,19.1,9.5,11.3,8.9,-2.8605,-0.4746,1.5152,2022-02-02 02:28:06
65.4,19.2,9.6,11.3,9,-2.8489,-0.4746,1.548,2022-02-02 02:28:16
65.3,19.1,9.5,11.3,8.9,-2.8605,-0.4746,1.4744,2022-02-02 02:28:26
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5193,2022-02-02 02:28:36
65.4,19.2,9.6,11.3,9,-2.8721,-0.4735,1.5188,2022-02-02 02:28:46
65.4,19.1,9.2,11,8.5,-2.8721,-0.4746,1.5114,2022-02-02 02:28:56
63,22,9.7,12,9,-2.8721,-0.4746,1.514,2022-02-02 02:29:06
65.4,19.2,9.2,11,8.6,-2.8721,-0.4746,1.5038,2022-02-02 02:29:16
65.3,19.1,9.2,11,8.5,-2.8721,-0.4746,1.5327,2022-02-02 02:29:26
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5145,2022-02-02 02:29:36
65.4,19.2,8.9,10.7,8.1,-2.8721,-0.4746,1.5218,2022-02-02 02:29:46
65.4,19.2,8.9,10.7,8.1,-2.8489,-0.4746,1.5376,2022-02-02 02:29:56
65.3,19.1,8.8,10.7,8.1,-2.8605,-0.4735,1.4807,2022-02-02 02:30:06
65.4,19.2,8.9,10.7,8.1,-2.8721,-0.4746,1.4843,2022-02-02 02:30:16
65.4,19.1,8.8,10.7,8.1,-2.8721,-0.4746,1.4893,2022-02-02 02:30:26
65.4,19.1,8.8,10.7,8.1,-2.8721,-0.4746,1.5431,2022-02-02 02:30:36
63,22,9.4,11.7,8.6,-2.8721,-0.4746,1.5233,2022-02-02 02:30:46
65.4,19.1,8.8,10.7,8.1,-2.8721,-0.4746,1.5462,2022-02-02 02:30:56
65.4,19.2,8.9,10.7,8.1,-2.8605,-0.4746,1.4916,2022-02-02 02:31:06
65.4,19.2,8.9,10.7,8.1,-2.8605,-0.4746,1.5091,2022-02-02 02:31:16
65.4,19.2,8.9,10.7,8.1,-2.8489,-0.4735,1.481,2022-02-02 02:31:26
65.4,19.2,8.9,10.7,8.1,-2.8721,-0.4746,1.5312,2022-02-02 02:31:36
65.4,19.2,8.9,10.7,8.1,-2.8721,-0.4746,1.5249,2022-02-02 02:31:46
65.4,19.2,8.9,10.7,8.1,-2.8605,-0.4746,1.498,2022-02-02 02:31:56
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5081,2022-02-02 02:32:06
65.4,19.1,9.2,11,8.5,-2.8721,-0.4746,1.5081,2022-02-02 02:32:16
63,22,9.7,12,9,-2.8721,-0.4746,1.5195,2022-02-02 02:32:26
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5185,2022-02-02 02:32:36
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.5495,2022-02-02 02:32:46
65.4,19.2,9.2,11,8.6,-2.8489,-0.4735,1.5114,2022-02-02 02:32:56
65.4,19.2,8.9,10.7,8.1,-2.8605,-0.4746,1.5226,2022-02-02 02:33:06
65.4,19.1,8.8,10.7,8.1,-2.8605,-0.4746,1.5086,2022-02-02 02:33:16
65.4,19.2,8.9,10.7,8.1,-2.8721,-0.4746,1.5071,2022-02-02 02:33:26
65.4,19.2,8.9,10.7,8.1,-2.8721,-0.4746,1.5122,2022-02-02 02:33:36
65.4,19.2,8.9,10.7,8.1,-2.8721,-0.4746,1.4959,2022-02-02 02:33:46
63,22.1,9.8,12,9,-2.8721,-0.4746,1.5442,2022-02-02 02:33:56
65.4,19.2,9.2,11,8.6,-2.8721,-0.4746,1.5447,2022-02-02 02:34:06
65.4,19.2,9.2,11,8.6,-2.8489,-0.4746,1.5617,2022-02-02 02:34:16
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5266,2022-02-02 02:34:26
65.4,19.1,9.5,11.3,9,-2.8605,-0.4746,1.5195,2022-02-02 02:34:36
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.4932,2022-02-02 02:34:46
65.4,19.1,9.9,11.6,9.4,-2.8489,-0.4746,1.5096,2022-02-02 02:34:56
65.4,19.2,9.9,11.7,9,-2.8721,-0.4746,1.5213,2022-02-02 02:35:06
65.4,19.2,9.9,11.7,9.4,-2.8605,-0.4746,1.5322,2022-02-02 02:35:16
65.4,19.1,9.5,11.3,9,-2.8605,-0.4746,1.5272,2022-02-02 02:35:26
63,22,10.1,12.3,9.4,-2.8605,-0.4746,1.5173,2022-02-02 02:35:36
65.4,19.2,9.6,11.3,9,-2.8489,-0.4746,1.4777,2022-02-02 02:35:46
65.4,19.2,9.6,11.3,9,-2.8489,-0.4746,1.5457,2022-02-02 02:35:56
65.4,19.2,9.2,11,8.6,-2.8489,-0.4746,1.5122,2022-02-02 02:36:06
65.4,19.1,9.2,11,8.5,-2.8605,-0.4746,1.5515,2022-02-02 02:36:16
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5424,2022-02-02 02:36:26
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5566,2022-02-02 02:36:36
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5061,2022-02-02 02:36:46
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5317,2022-02-02 02:36:56
63,22.1,10.1,12.3,9.4,-2.8605,-0.4746,1.5444,2022-02-02 02:37:06
65.4,19.1,9.5,11.3,9,-2.8489,-0.4746,1.4985,2022-02-02 02:37:16
65.4,19.2,9.6,11.3,9,-2.8489,-0.4746,1.5256,2022-02-02 02:37:26
65.4,19.1,9.5,11.3,9,-2.8489,-0.4735,1.5213,2022-02-02 02:37:36
65.4,19.2,9.6,11.3,9,-2.8489,-0.4746,1.5523,2022-02-02 02:37:46
65.4,19.2,9.2,11,8.6,-2.8605,-0.4746,1.4597,2022-02-02 02:37:56
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.5439,2022-02-02 02:38:06
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5056,2022-02-02 02:38:16
65.4,19.2,9.6,11.3,9,-2.8721,-0.4746,1.5023,2022-02-02 02:38:26
65.4,19.1,9.5,11.3,9,-2.8605,-0.4746,1.519,2022-02-02 02:38:36
63,22,10.1,12.3,9.4,-2.8605,-0.4746,1.5107,2022-02-02 02:38:46
65.4,19.2,9.6,11.3,9,-2.8489,-0.4735,1.4919,2022-02-02 02:38:56
65.4,19.2,9.6,11.3,9,-2.8489,-0.4735,1.5228,2022-02-02 02:39:06
65.4,19.2,9.6,11.3,9,-2.8605,-0.4746,1.4914,2022-02-02 02:39:16
65.4,19.1,9.9,11.6,9.4,-2.8605,-0.4746,1.499,2022-02-02 02:39:26
65.4,19.1,9.9,11.6,9.4,-2.8721,-0.4746,1.5178,2022-02-02 02:39:36
65.4,19.2,9.9,11.7,9.4,-2.8721,-0.4746,1.5515,2022-02-02 02:39:46
65.4,19.1,9.9,11.6,9.4,-2.8605,-0.4746,1.5594,2022-02-02 02:39:56
65.4,19.1,9.6,11.3,9,-2.8605,-0.4746,1.5211,2022-02-02 02:40:06
63,22,10.1,12.3,9.4,-2.8489,-0.4746,1.5,2022-02-02 02:40:16
65.4,19.2,9.6,11.3,9,-2.8489,-0.4746,1.5462,2022-02-02 02:40:26
65.4,19.2,9.9,11.7,9.4,-2.8489,-0.4746,1.5266,2022-02-02 02:40:36
65.4,19.2,9.9,11.7,9.4,-2.8489,-0.4746,1.5358,2022-02-02 02:40:46
65.4,19.1,9.9,11.6,9.4,-2.8605,-0.4746,1.4944,2022-02-02 02:40:56
65.5,19.2,10.3,12,9.8,-2.8605,-0.4746,1.536,2022-02-02 02:41:06
