datetime,PM2_5,PM10_0,temp,humidity,PM2_5_cal,temp_cal,humidity_cal,PM10_0_cal
2021-09-24 12:40:00,22.1,23.72,32.13,69.15,38.0,28.24,83.92,44.0
2021-09-24 12:41:00,21.95,23.5,32.1,69.85,38.0,28.17,84.0,44.0
2021-09-24 12:42:00,21.55,23.22,32.15,69.17,39.0,28.08,84.56,46.0
2021-09-24 12:43:00,21.85,23.55,32.17,69.15,39.0,28.1,84.7,47.0
2021-09-24 12:45:00,21.65,23.43,32.23,68.88,37.0,28.1,84.42,46.0
2021-09-24 12:46:00,22.12,23.73,32.2,69.6,37.0,28.19,84.02,46.0
2021-09-24 12:47:00,21.7,23.42,32.23,68.95,37.0,28.27,83.87,45.0
2021-09-24 12:48:00,20.68,22.2,32.23,68.95,37.0,28.31,83.64,44.0
2021-09-24 12:50:00,21.02,22.63,32.23,68.7,37.0,28.37,83.35,44.0
2021-09-24 12:51:00,22.1,23.75,32.25,69.27,37.0,28.37,83.26,44.0
2021-09-24 12:52:00,21.05,22.75,32.32,68.58,37.0,28.21,83.89,44.0
2021-09-24 12:53:00,20.8,22.4,32.33,68.62,37.0,28.04,84.45,44.0
2021-09-24 12:55:00,21.15,22.9,32.33,68.37,37.0,27.92,84.93,43.0
2021-09-24 12:56:00,22.27,24.0,32.33,68.35,38.0,27.95,84.94,45.0
2021-09-24 12:57:00,21.43,23.1,32.3,69.1,38.0,27.9,85.12,45.0
2021-09-24 12:58:00,20.63,22.25,32.33,68.52,37.0,27.99,84.71,43.0
2021-09-24 13:00:00,20.12,21.78,32.37,68.37,36.0,28.02,84.4,43.0
2021-09-24 13:01:00,20.83,22.53,32.42,68.43,37.0,28.07,84.37,44.0
2021-09-24 13:02:00,22.17,23.83,32.4,69.1,37.0,28.13,84.36,44.0
2021-09-24 13:03:00,21.4,23.15,32.4,68.38,36.0,28.18,84.19,42.0
2021-09-24 13:05:00,20.38,22.05,32.43,68.45,37.0,28.23,84.04,44.0
2021-09-24 13:06:00,21.2,23.0,32.43,68.25,37.0,28.13,84.28,43.0
2021-09-24 13:07:00,20.85,22.4,32.4,68.85,36.0,28.02,84.59,43.0
2021-09-24 13:08:00,20.23,21.95,32.43,68.23,37.0,28.03,84.72,44.0
2021-09-24 13:09:00,19.67,21.38,32.43,68.33,39.0,28.09,84.51,46.0
2021-09-24 13:11:00,20.43,22.17,32.48,68.3,39.0,28.14,84.38,46.0
2021-09-24 13:12:00,20.68,22.25,32.48,68.9,39.0,28.11,84.6,46.0
2021-09-24 13:13:00,20.77,22.4,32.52,68.23,38.0,28.18,84.38,45.0
2021-09-24 13:14:00,20.72,22.35,32.5,68.28,38.0,28.18,84.62,45.0
2021-09-24 13:16:00,19.62,21.4,32.52,68.33,38.0,28.24,84.38,45.0
2021-09-24 13:17:00,19.38,21.2,32.52,68.33,36.0,28.29,84.25,43.0
2021-09-24 13:18:00,20.43,22.0,32.5,68.92,38.0,28.27,84.16,45.0
2021-09-24 13:20:00,20.72,22.35,32.5,68.9,38.0,28.28,84.01,45.0
2021-09-24 13:21:00,21.9,23.8,32.52,68.08,38.0,28.24,84.05,45.0
2021-09-24 13:22:00,21.95,23.85,32.52,68.05,38.0,28.2,84.11,45.0
2021-09-24 13:23:00,20.72,22.35,32.5,68.78,37.0,28.23,84.15,44.0
2021-09-24 13:24:00,20.7,22.35,32.5,68.18,37.0,28.29,84.07,44.0
2021-09-24 13:26:00,19.45,21.15,32.5,68.95,37.0,28.35,84.0,44.0
2021-09-24 13:27:00,19.85,21.6,32.52,68.23,37.0,28.34,84.01,45.0
2021-09-24 13:28:00,20.68,22.25,32.5,68.83,37.0,28.33,83.93,45.0
2021-09-24 13:30:00,20.53,22.25,32.52,68.22,38.0,28.33,84.05,46.0
2021-09-24 13:31:00,21.48,23.23,32.5,68.8,38.0,28.3,84.09,46.0
2021-09-24 13:32:00,21.15,22.9,32.52,68.15,38.0,28.3,84.29,46.0
2021-09-24 13:33:00,19.47,21.25,32.58,68.27,38.0,28.3,84.21,46.0
2021-09-24 13:35:00,19.38,21.2,32.62,68.2,38.0,28.34,83.95,46.0
2021-09-24 13:36:00,19.77,21.45,32.6,68.9,38.0,28.41,83.71,46.0
2021-09-24 13:37:00,20.2,21.9,32.62,68.15,38.0,28.47,83.57,46.0
2021-09-24 13:38:00,19.35,21.15,32.62,68.2,38.0,28.52,83.39,46.0
2021-09-24 13:39:00,20.13,21.75,32.6,68.8,38.0,28.57,83.22,45.0
2021-09-24 13:41:00,19.53,21.3,32.62,68.2,38.0,28.57,83.04,45.0
2021-09-24 13:42:00,19.95,21.6,32.6,68.68,38.0,28.57,82.81,45.0
2021-09-24 13:43:00,19.67,21.47,32.62,68.03,39.0,28.6,82.59,46.0
2021-09-24 13:44:00,19.55,21.25,32.6,68.7,37.0,28.6,82.59,44.0
2021-09-24 13:46:00,20.58,22.3,32.62,67.88,37.0,28.58,82.64,44.0
2021-09-24 13:47:00,20.85,22.45,32.6,68.6,37.0,28.59,82.77,43.0
2021-09-24 13:48:00,20.73,22.43,32.62,67.98,37.0,28.63,82.82,43.0
2021-09-24 13:49:00,19.38,21.25,32.62,68.03,37.0,28.64,82.51,44.0
2021-09-24 13:51:00,21.0,22.75,32.7,67.98,38.0,28.67,82.54,46.0
2021-09-24 13:52:00,21.47,23.2,32.7,68.52,38.0,28.64,82.63,47.0
2021-09-24 13:53:00,21.68,23.6,32.72,67.8,38.0,28.54,82.89,46.0
2021-09-24 13:54:00,21.62,23.55,32.72,67.78,39.0,28.5,83.31,47.0
2021-09-24 13:55:00,20.82,22.5,32.7,68.45,39.0,28.52,83.27,46.0
2021-09-24 13:57:00,20.23,22.05,32.72,67.73,39.0,28.51,83.29,46.0
2021-09-24 13:58:00,21.02,22.75,32.7,68.25,37.0,28.56,83.08,44.0
2021-09-24 13:59:00,21.73,23.7,32.72,67.37,35.0,28.46,83.15,42.0
2021-09-24 14:00:00,20.45,22.25,32.7,68.07,36.0,28.44,83.32,42.0
2021-09-24 14:02:00,19.7,21.58,32.72,67.57,36.0,28.46,83.12,42.0
2021-09-24 14:03:00,20.6,22.35,32.7,67.9,36.0,28.47,82.87,43.0
2021-09-24 14:04:00,21.27,23.2,32.72,67.38,35.0,28.45,82.94,41.0
2021-09-24 14:05:00,20.8,22.6,32.72,67.45,34.0,28.37,83.29,39.0
2021-09-24 14:07:00,19.95,21.83,32.72,67.32,33.0,28.32,83.33,39.0
2021-09-24 14:08:00,20.15,21.95,32.7,67.9,34.0,28.37,83.07,40.0
2021-09-24 14:09:00,19.58,21.47,32.72,67.35,33.0,28.37,82.87,39.0
2021-09-24 14:10:00,18.65,20.65,32.72,67.32,32.0,28.41,82.62,39.0
2021-09-24 14:12:00,18.23,20.1,32.72,67.3,31.0,28.48,82.18,36.0
2021-09-24 14:13:00,18.43,20.4,32.75,67.22,31.0,28.52,81.76,35.0
2021-09-24 14:14:00,18.82,20.78,32.78,67.8,31.0,28.58,81.43,35.0
2021-09-24 14:15:00,18.9,20.92,32.78,66.98,31.0,28.6,81.37,35.0
2021-09-24 14:17:00,18.27,20.2,32.75,67.05,31.0,28.61,80.94,34.0
2021-09-24 14:18:00,18.3,20.3,32.8,66.88,31.0,28.67,80.63,33.0
2021-09-24 14:19:00,18.63,20.57,32.8,67.42,30.0,28.72,80.57,33.0
2021-09-24 14:20:00,19.38,21.43,32.8,66.8,29.0,28.7,80.81,31.0
2021-09-24 14:22:00,18.42,20.5,32.82,66.95,30.0,28.74,80.63,34.0
2021-09-24 14:23:00,18.8,20.8,32.82,66.85,31.0,28.77,80.44,36.0
2021-09-24 14:24:00,18.7,20.65,32.8,67.4,31.0,28.79,80.55,34.0
2021-09-24 14:25:00,18.8,20.82,32.83,66.9,32.0,28.8,80.6,36.0
2021-09-24 14:27:00,17.87,19.6,32.82,67.58,32.0,28.82,80.32,35.0
2021-09-24 14:28:00,18.25,20.13,32.9,67.0,32.0,28.81,80.44,35.0
2021-09-24 14:29:00,19.15,21.15,32.9,67.25,32.0,28.69,80.9,35.0
2021-09-24 14:30:00,18.85,20.95,32.9,66.7,32.0,28.69,80.76,35.0
2021-09-24 14:32:00,19.42,21.4,32.9,67.12,32.0,28.7,80.6,37.0
2021-09-24 14:33:00,20.42,22.35,32.9,66.48,32.0,28.74,80.43,37.0
2021-09-24 14:34:00,20.3,22.15,32.9,67.05,34.0,28.72,80.72,41.0
2021-09-24 14:36:00,20.42,22.4,32.9,66.38,34.0,28.67,80.82,40.0
2021-09-24 14:37:00,20.6,22.5,32.9,66.95,34.0,28.62,81.01,41.0
2021-09-24 14:38:00,19.87,21.85,32.9,66.6,34.0,28.69,81.03,41.0
2021-09-24 14:39:00,19.85,21.75,32.9,67.22,34.0,28.75,80.8,40.0
2021-09-24 14:41:00,20.55,22.52,32.92,66.23,33.0,28.71,80.56,38.0
2021-09-24 14:42:00,19.9,21.85,32.9,66.9,35.0,28.74,80.52,42.0
2021-09-24 14:43:00,19.97,21.95,32.9,66.48,36.0,28.77,80.41,43.0
2021-09-24 14:44:00,20.98,22.95,32.9,66.97,35.0,28.75,80.51,41.0
2021-09-24 14:46:00,20.82,22.77,32.92,66.48,35.0,28.75,80.54,41.0
2021-09-24 14:47:00,20.6,22.5,32.9,67.05,36.0,28.69,80.85,42.0
2021-09-24 14:48:00,21.03,23.13,32.92,66.33,36.0,28.7,80.8,42.0
2021-09-24 14:49:00,22.1,24.2,32.9,66.52,36.0,28.6,80.83,42.0
2021-09-24 14:51:00,20.03,22.02,32.92,66.38,36.0,28.63,80.98,43.0
2021-09-24 14:52:00,20.15,22.05,32.9,66.75,36.0,28.65,80.63,44.0
2021-09-24 14:53:00,20.03,22.05,32.92,66.2,37.0,28.71,80.19,45.0
2021-09-24 14:54:00,19.72,21.7,32.9,66.7,37.0,28.76,79.97,44.0
2021-09-24 14:56:00,20.32,22.32,33.0,66.32,37.0,28.81,79.9,45.0
2021-09-24 14:57:00,20.47,22.4,33.0,66.78,37.0,28.83,79.87,45.0
2021-09-24 14:58:00,20.85,22.88,33.0,66.23,37.0,28.91,79.75,45.0
2021-09-24 14:59:00,20.83,22.88,33.02,66.25,36.0,28.98,79.6,44.0
2021-09-24 15:01:00,21.02,23.1,33.02,66.3,36.0,29.05,79.53,44.0
2021-09-24 15:02:00,21.35,23.45,33.0,66.78,37.0,29.04,79.79,45.0
2021-09-24 15:03:00,20.83,22.85,33.02,66.2,37.0,29.07,79.62,44.0
2021-09-24 15:04:00,20.0,22.03,33.1,66.35,36.0,29.1,79.61,43.0
2021-09-24 15:06:00,19.33,21.48,33.1,66.25,36.0,29.16,79.22,42.0
2021-09-24 15:07:00,20.52,22.45,33.12,66.72,36.0,29.2,78.96,44.0
2021-09-24 15:08:00,20.8,22.88,33.17,66.22,36.0,29.13,79.14,43.0
2021-09-24 15:09:00,20.22,22.25,33.15,66.28,35.0,29.16,79.4,43.0
2021-09-24 15:10:00,20.22,22.15,33.2,66.8,34.0,29.19,79.41,40.0
2021-09-24 15:12:00,18.65,20.73,33.2,66.7,33.0,29.19,79.22,39.0
2021-09-24 15:13:00,19.05,21.23,33.2,66.18,32.0,29.21,79.16,37.0
2021-09-24 15:14:00,20.08,22.1,33.27,66.18,33.0,29.27,79.06,38.0
2021-09-24 15:15:00,20.03,22.0,33.3,66.7,34.0,29.32,79.13,40.0
2021-09-24 15:17:00,20.42,22.35,33.3,66.67,34.0,29.38,79.16,40.0
2021-09-24 15:18:00,20.48,22.5,33.28,66.02,34.0,29.42,79.15,40.0
2021-09-24 15:19:00,19.85,21.95,33.3,66.12,33.0,29.38,79.2,38.0
2021-09-24 15:20:00,19.98,21.98,33.3,66.7,32.0,29.43,79.3,36.0
2021-09-24 15:22:00,19.47,21.62,33.3,66.2,32.0,29.49,79.27,37.0
2021-09-24 15:23:00,19.43,21.5,33.32,66.6,32.0,29.51,79.26,37.0
2021-09-24 15:24:00,19.9,22.03,33.4,65.88,33.0,29.41,79.25,38.0
2021-09-24 15:25:00,19.87,21.95,33.4,66.37,31.0,29.29,79.81,35.0
2021-09-24 15:27:00,19.17,21.43,33.4,65.68,31.0,29.31,79.6,36.0
2021-09-24 15:28:00,19.5,21.7,33.4,66.15,30.0,29.24,79.7,35.0
2021-09-24 15:29:00,19.5,21.68,33.42,65.82,29.0,29.31,79.63,32.0
2021-09-24 15:30:00,19.35,21.53,33.47,65.85,29.0,29.29,79.63,32.0
2021-09-24 15:32:00,18.98,21.28,33.48,65.45,30.0,29.31,79.22,33.0
2021-09-24 15:33:00,19.22,21.4,33.5,66.0,30.0,29.33,79.3,33.0
2021-09-24 15:34:00,18.65,20.98,33.55,65.55,32.0,29.38,79.27,35.0
2021-09-24 15:35:00,19.25,21.5,33.58,65.48,32.0,29.33,79.33,37.0
2021-09-24 15:37:00,18.92,21.23,33.58,65.27,30.0,29.29,79.37,33.0
2021-09-24 15:38:00,18.75,21.05,33.6,65.75,31.0,29.22,79.58,33.0
2021-09-24 15:39:00,19.05,21.33,33.58,65.35,31.0,29.14,79.95,35.0
2021-09-24 15:40:00,19.45,21.7,33.58,65.38,31.0,29.12,80.01,35.0
2021-09-24 15:42:00,18.78,21.08,33.57,65.5,30.0,29.2,80.02,33.0
2021-09-24 15:43:00,18.88,21.1,33.6,65.9,30.0,29.24,79.76,32.0
2021-09-24 15:44:00,18.55,20.88,33.58,65.53,30.0,29.24,79.8,31.0
2021-09-24 15:46:00,20.05,22.15,33.6,65.75,30.0,29.25,79.6,32.0
2021-09-24 15:47:00,18.47,20.83,33.58,65.45,30.0,29.27,79.67,32.0
2021-09-24 15:48:00,18.57,20.85,33.6,65.9,30.0,29.3,79.48,33.0
2021-09-24 15:49:00,18.97,21.23,33.58,65.42,30.0,29.3,79.42,32.0
2021-09-24 15:51:00,18.3,20.4,33.6,66.0,30.0,29.28,79.46,33.0
2021-09-24 15:52:00,18.27,20.48,33.58,65.45,30.0,29.3,79.29,34.0
2021-09-24 15:53:00,18.3,20.4,33.6,65.9,31.0,29.33,79.17,35.0
2021-09-24 15:54:00,18.62,20.93,33.58,65.45,32.0,29.37,79.0,36.0
2021-09-24 15:56:00,18.72,21.0,33.6,65.77,32.0,29.41,78.88,36.0
2021-09-24 15:57:00,18.98,21.28,33.6,65.23,30.0,29.43,78.88,32.0
2021-09-24 15:58:00,18.98,21.25,33.6,65.55,29.0,29.44,78.45,31.0
2021-09-24 16:00:00,18.6,20.98,33.58,65.05,29.0,29.28,79.02,31.0
2021-09-24 16:01:00,19.05,21.35,33.6,65.45,29.0,29.21,79.22,31.0
2021-09-24 16:02:00,18.85,21.18,33.58,65.18,29.0,29.17,79.74,31.0
2021-09-24 16:03:00,19.1,21.35,33.6,65.62,29.0,29.23,79.46,31.0
2021-09-24 16:04:00,19.2,21.5,33.58,65.23,29.0,29.21,79.4,31.0
2021-09-24 16:06:00,18.82,21.1,33.58,65.72,28.0,29.15,79.58,30.0
2021-09-24 16:07:00,18.55,20.88,33.58,65.42,29.0,29.21,79.54,31.0
2021-09-24 16:08:00,18.48,20.83,33.58,65.42,29.0,29.28,79.44,31.0
2021-09-24 16:09:00,19.18,21.4,33.6,65.72,29.0,29.2,79.69,34.0
2021-09-24 16:11:00,19.35,21.55,33.58,65.8,29.0,29.18,79.97,34.0
2021-09-24 16:12:00,18.62,20.98,33.58,65.37,29.0,29.15,79.93,32.0
2021-09-24 16:13:00,18.98,21.3,33.57,65.37,30.0,29.15,80.04,32.0
2021-09-24 16:14:00,19.2,21.45,33.55,65.63,31.0,29.04,80.28,34.0
2021-09-24 16:16:00,18.43,20.68,33.55,65.78,31.0,29.08,79.84,34.0
2021-09-24 16:17:00,18.5,20.88,33.5,65.25,31.0,29.11,79.68,34.0
2021-09-24 16:18:00,18.72,21.08,33.48,65.18,30.0,29.16,79.5,32.0
2021-09-24 16:19:00,18.92,21.2,33.53,65.62,30.0,29.23,79.23,31.0
2021-09-24 16:21:00,19.2,21.45,33.55,65.7,30.0,29.3,79.1,31.0
2021-09-24 16:22:00,18.95,21.3,33.53,65.32,30.0,29.33,79.01,31.0
2021-09-24 16:23:00,18.85,21.18,33.53,65.28,30.0,29.3,79.13,32.0
2021-09-24 16:24:00,19.25,21.5,33.55,65.63,30.0,29.25,79.44,32.0
2021-09-24 16:26:00,18.88,21.15,33.5,65.78,30.0,29.23,79.61,32.0
2021-09-24 16:27:00,19.25,21.53,33.48,65.33,31.0,29.27,79.44,34.0
2021-09-24 16:28:00,19.65,21.9,33.48,65.3,31.0,29.21,79.55,35.0
2021-09-24 16:29:00,19.75,21.95,33.43,65.63,30.0,29.16,79.66,33.0
2021-09-24 16:31:00,19.1,21.33,33.45,65.82,31.0,29.15,79.74,35.0
2021-09-24 16:32:00,18.83,21.12,33.4,65.42,31.0,29.19,79.77,35.0
2021-09-24 16:33:00,19.1,21.42,33.4,65.3,31.0,29.16,79.48,35.0
2021-09-24 16:34:00,19.7,21.9,33.4,65.63,32.0,29.02,79.78,36.0
2021-09-24 16:36:00,19.15,21.45,33.35,65.23,33.0,28.89,80.4,37.0
2021-09-24 16:37:00,19.72,21.92,33.3,65.63,32.0,28.88,80.61,37.0
2021-09-24 16:38:00,19.72,21.98,33.3,65.22,30.0,28.79,80.85,34.0
2021-09-24 16:39:00,19.4,21.6,33.3,65.63,31.0,28.81,80.61,35.0
2021-09-24 16:41:00,19.28,21.5,33.3,65.37,30.0,28.9,80.27,34.0
2021-09-24 16:42:00,18.48,20.7,33.3,65.85,32.0,28.94,79.88,35.0
2021-09-24 16:43:00,18.7,21.0,33.3,65.33,32.0,28.94,79.66,35.0
2021-09-24 16:44:00,19.27,21.47,33.3,65.65,33.0,28.98,79.53,37.0
2021-09-24 16:46:00,18.98,21.25,33.3,65.37,33.0,29.0,79.57,39.0
2021-09-24 16:47:00,19.0,21.2,33.3,65.83,33.0,29.0,79.38,39.0
2021-09-24 16:48:00,17.92,20.02,33.28,65.4,34.0,28.99,79.21,39.0
2021-09-24 16:50:00,19.48,21.7,33.28,65.37,34.0,29.03,79.2,40.0
2021-09-24 16:51:00,19.98,22.15,33.28,65.38,34.0,29.05,79.21,42.0
2021-09-24 16:52:00,19.77,21.9,33.3,65.9,34.0,29.07,79.32,40.0
2021-09-24 16:53:00,19.18,21.45,33.28,65.45,34.0,29.07,79.27,40.0
2021-09-24 16:54:00,18.67,20.9,33.3,65.92,34.0,29.05,79.34,40.0
2021-09-24 16:56:00,17.77,19.87,33.28,65.53,34.0,29.01,79.27,39.0
2021-09-24 16:57:00,18.33,20.48,33.3,65.78,33.0,28.94,79.34,38.0
2021-09-24 16:58:00,19.4,21.7,33.25,64.95,31.0,28.86,79.23,34.0
2021-09-24 17:00:00,18.07,20.35,33.2,65.15,30.0,28.81,79.23,32.0
2021-09-24 17:01:00,18.25,20.58,33.2,65.08,30.0,28.82,79.03,32.0
2021-09-24 17:02:00,17.93,19.95,33.2,65.53,29.0,28.8,78.88,30.0
2021-09-24 17:03:00,17.92,20.0,33.2,65.1,28.0,28.76,79.01,29.0
2021-09-24 17:04:00,17.8,19.9,33.2,65.18,30.0,28.7,79.04,31.0
2021-09-24 17:06:00,17.82,20.05,33.1,65.1,30.0,28.69,79.08,32.0
2021-09-24 17:07:00,18.1,20.3,33.1,65.5,30.0,28.68,79.18,33.0
2021-09-24 17:08:00,18.15,20.4,33.08,65.12,30.0,28.71,79.27,35.0
2021-09-24 17:09:00,18.73,21.05,33.03,65.12,30.0,28.73,79.32,34.0
2021-09-24 17:11:00,19.13,21.4,33.02,65.23,30.0,28.75,79.35,34.0
2021-09-24 17:12:00,19.0,21.2,33.0,65.75,31.0,28.77,79.31,36.0
2021-09-24 17:13:00,18.72,21.0,33.02,65.37,31.0,28.77,79.34,36.0
2021-09-24 17:14:00,18.42,20.75,33.02,65.37,31.0,28.75,79.41,36.0
2021-09-24 17:16:00,18.43,20.75,33.02,65.38,33.0,28.7,79.27,38.0
2021-09-24 17:17:00,18.83,21.05,33.0,65.82,31.0,28.7,79.47,35.0
2021-09-24 17:18:00,18.03,20.2,33.02,65.42,33.0,28.65,79.76,38.0
2021-09-24 17:19:00,18.35,20.7,33.02,65.37,33.0,28.65,79.69,37.0
2021-09-24 17:21:00,19.3,21.5,33.0,65.4,32.0,28.68,79.65,35.0
2021-09-24 17:22:00,19.32,21.5,32.92,65.8,32.0,28.7,79.62,35.0
2021-09-24 17:23:00,18.62,20.95,32.93,65.38,33.0,28.71,79.56,36.0
2021-09-24 17:24:00,18.62,20.9,32.92,65.45,34.0,28.73,79.5,38.0
2021-09-24 17:26:00,19.33,21.55,32.92,65.45,33.0,28.69,79.6,37.0
2021-09-24 17:27:00,18.48,20.75,32.9,65.92,32.0,28.68,79.69,37.0
2021-09-24 17:28:00,18.5,20.8,32.92,65.48,32.0,28.58,80.03,36.0
2021-09-24 17:30:00,18.85,21.05,32.9,65.9,35.0,28.51,80.12,40.0
2021-09-24 17:31:00,19.1,21.35,32.92,65.42,35.0,28.48,80.13,39.0
2021-09-24 17:32:00,19.38,21.55,32.9,65.9,36.0,28.48,80.3,42.0
2021-09-24 17:33:00,19.3,21.5,32.9,65.45,35.0,28.47,80.45,41.0
2021-09-24 17:35:00,19.28,21.45,32.9,65.9,36.0,28.42,80.41,41.0
2021-09-24 17:36:00,19.58,21.8,32.87,65.42,35.0,28.37,80.63,42.0
2021-09-24 17:37:00,19.5,21.65,32.9,65.9,36.0,28.34,80.73,43.0
2021-09-24 17:38:00,19.85,22.0,32.85,65.47,36.0,28.29,81.1,43.0
2021-09-24 17:39:00,19.23,21.42,32.82,65.45,36.0,28.29,80.97,44.0
2021-09-24 17:41:00,19.12,21.37,32.82,65.55,35.0,28.29,81.02,41.0
2021-09-24 17:42:00,19.78,21.9,32.8,66.0,35.0,28.3,80.93,40.0
2021-09-24 17:43:00,20.13,22.25,32.82,65.57,35.0,28.29,81.04,41.0
2021-09-24 17:44:00,19.67,21.82,32.78,65.67,33.0,28.3,81.08,39.0
2021-09-24 17:46:00,19.02,21.2,32.72,65.72,33.0,28.22,81.53,37.0
2021-09-24 17:47:00,19.32,21.4,32.7,66.27,35.0,28.22,81.65,41.0
2021-09-24 17:48:00,19.07,21.3,32.73,65.27,35.0,28.17,81.78,41.0
2021-09-24 17:49:00,19.3,21.45,32.65,65.75,35.0,28.17,81.85,41.0
2021-09-24 17:51:00,19.67,21.75,32.62,65.88,35.0,28.13,82.13,42.0
2021-09-24 17:52:00,20.22,22.15,32.6,66.5,36.0,28.14,82.18,42.0
2021-09-24 17:53:00,20.15,22.15,32.62,66.05,34.0,28.15,82.21,40.0
2021-09-24 17:54:00,20.53,22.5,32.58,66.12,34.0,28.12,82.46,41.0
2021-09-24 17:56:00,20.92,23.0,32.52,66.37,35.0,28.01,82.93,41.0
2021-09-24 17:57:00,20.33,22.23,32.45,66.85,36.0,27.94,83.24,42.0
2021-09-24 17:58:00,19.98,21.97,32.43,66.32,36.0,27.91,83.36,44.0
2021-09-24 18:00:00,21.8,23.8,32.3,67.17,35.0,27.78,83.58,43.0
2021-09-24 18:01:00,20.28,22.25,32.25,66.5,35.0,27.72,84.0,41.0
2021-09-24 18:02:00,19.48,21.55,32.23,66.38,35.0,27.72,83.95,41.0
2021-09-24 18:03:00,19.75,21.68,32.2,66.92,34.0,27.74,83.86,39.0
