datetime,PM2_5,PM10_0,temp,humidity
2021-09-26 16:43:00,16.31,18.48,31.83,65.3
2021-09-26 16:44:00,16.01,18.27,31.86,65.09
2021-09-26 16:45:00,16.91,19.03,31.88,65.27
2021-09-26 16:46:00,16.81,18.9,31.88,65.5
2021-09-26 16:47:00,16.38,18.51,31.92,65.31
2021-09-26 16:48:00,16.76,18.92,31.95,65.19
2021-09-26 16:49:00,16.61,18.74,31.92,65.39
2021-09-26 16:50:00,17.02,19.16,31.93,65.32
2021-09-26 16:51:00,17.22,19.37,31.98,65.11
2021-09-26 16:52:00,17.25,19.36,31.93,65.31
2021-09-26 16:53:00,17.1,19.23,31.96,65.29
2021-09-26 16:54:00,17.16,19.31,32.02,65.05
2021-09-26 16:55:00,17.18,19.35,32.02,65.18
2021-09-26 16:56:00,17.1,19.25,32.02,65.2
2021-09-26 16:57:00,17.02,19.15,32.02,65.18
2021-09-26 16:58:00,16.48,18.72,32.03,64.91
2021-09-26 16:59:00,16.73,18.95,32.02,65.03
2021-09-26 17:00:00,16.4,18.64,32.01,65.03
2021-09-26 17:01:00,16.59,18.85,32.03,64.78
2021-09-26 17:02:00,16.28,18.59,32.02,64.75
2021-09-26 17:03:00,16.18,18.48,32.0,64.74
2021-09-26 17:04:00,16.15,18.46,32.0,64.74
2021-09-26 17:05:00,15.87,18.21,31.96,64.64
2021-09-26 17:06:00,15.56,17.93,31.93,64.6
2021-09-26 17:07:00,16.09,18.38,31.92,64.62
2021-09-26 17:08:00,15.72,18.08,31.92,64.45
2021-09-26 17:09:00,15.88,18.27,31.95,64.17
2021-09-26 17:10:00,16.58,18.81,31.92,64.37
2021-09-26 17:11:00,15.97,18.31,31.92,64.34
2021-09-26 17:12:00,16.31,18.64,31.92,64.17
2021-09-26 17:13:00,17.32,19.71,31.89,64.37
2021-09-26 17:14:00,17.38,19.53,31.85,64.46
2021-09-26 17:15:00,17.2,19.35,31.8,64.6
2021-09-26 17:16:00,16.39,18.71,31.83,64.42
2021-09-26 17:17:00,16.18,18.52,31.85,64.35
2021-09-26 17:18:00,16.6,18.86,31.82,64.61
2021-09-26 17:19:00,16.11,18.4,31.83,64.72
2021-09-26 17:20:00,15.95,18.3,31.85,64.54
2021-09-26 17:21:00,15.54,17.9,31.83,64.78
2021-09-26 17:22:00,15.41,17.8,31.83,64.81
2021-09-26 17:23:00,15.92,18.25,31.83,64.82
2021-09-26 17:24:00,15.57,17.92,31.85,64.63
2021-09-26 17:25:00,15.58,17.92,31.83,64.83
2021-09-26 17:26:00,15.7,18.01,31.81,64.91
2021-09-26 17:27:00,15.75,17.99,31.74,64.91
2021-09-26 17:28:00,15.77,18.04,31.75,64.72
2021-09-26 17:29:00,15.88,18.11,31.72,64.92
2021-09-26 17:30:00,15.72,17.97,31.74,64.91
2021-09-26 17:31:00,16.12,18.36,31.72,64.91
2021-09-26 17:32:00,15.75,18.02,31.76,64.72
2021-09-26 17:33:00,15.98,18.21,31.72,64.91
2021-09-26 17:34:00,15.9,18.13,31.72,64.91
2021-09-26 17:35:00,15.96,18.19,31.73,64.87
2021-09-26 17:36:00,16.15,18.41,31.75,64.69
2021-09-26 17:37:00,16.45,18.68,31.72,64.91
2021-09-26 17:38:00,16.1,18.34,31.74,64.92
2021-09-26 17:39:00,16.12,18.36,31.72,65.02
2021-09-26 17:40:00,16.45,18.7,31.75,64.9
2021-09-26 17:41:00,16.44,18.67,31.72,65.1
2021-09-26 17:42:00,16.25,18.44,31.72,65.12
2021-09-26 17:43:00,15.91,18.17,31.75,64.87
2021-09-26 17:44:00,16.03,18.26,31.72,64.93
2021-09-26 17:45:00,16.36,18.58,31.72,65.02
2021-09-26 17:46:00,16.36,18.59,31.73,64.98
2021-09-26 17:47:00,16.12,18.38,31.75,64.79
2021-09-26 17:48:00,16.18,18.4,31.72,65.02
2021-09-26 17:49:00,16.19,18.41,31.72,65.1
2021-09-26 17:50:00,16.61,18.82,31.72,65.1
2021-09-26 17:51:00,16.34,18.65,31.75,64.9
2021-09-26 17:52:00,16.18,18.39,31.69,65.08
2021-09-26 17:53:00,16.34,18.52,31.67,65.05
2021-09-26 17:54:00,16.22,18.44,31.68,64.84
2021-09-26 17:55:00,16.08,18.28,31.62,65.01
2021-09-26 17:56:00,16.08,18.29,31.63,65.02
2021-09-26 17:57:00,15.98,18.21,31.62,65.09
2021-09-26 17:58:00,16.21,18.42,31.65,64.9
2021-09-26 17:59:00,16.62,18.76,31.62,65.1
2021-09-26 18:00:00,16.44,18.58,31.62,65.13
2021-09-26 18:01:00,15.95,18.18,31.62,65.2
2021-09-26 18:02:00,16.61,18.8,31.65,65.0
2021-09-26 18:03:00,16.4,18.56,31.62,65.2
2021-09-26 18:04:00,16.08,18.28,31.62,65.2
2021-09-26 18:05:00,16.24,18.43,31.62,65.18
2021-09-26 18:06:00,16.42,18.59,31.65,64.97
2021-09-26 18:07:00,16.36,18.48,31.62,65.28
2021-09-26 18:08:00,16.4,18.53,31.62,65.2
2021-09-26 18:09:00,16.11,18.31,31.62,65.1
2021-09-26 18:10:00,16.47,18.64,31.65,64.98
2021-09-26 18:11:00,16.14,18.33,31.62,65.2
2021-09-26 18:12:00,16.04,18.26,31.62,65.2
2021-09-26 18:13:00,16.58,18.75,31.65,65.0
2021-09-26 18:14:00,16.55,18.68,31.62,65.2
2021-09-26 18:15:00,16.65,18.78,31.62,65.2
2021-09-26 18:16:00,16.6,18.73,31.62,65.2
2021-09-26 18:17:00,16.98,19.17,31.65,65.0
2021-09-26 18:18:00,17.38,19.56,31.62,65.18
2021-09-26 18:19:00,16.65,18.78,31.63,65.2
2021-09-26 18:20:00,16.62,18.73,31.66,65.26
2021-09-26 18:21:00,16.38,18.55,31.66,65.02
2021-09-26 18:22:00,16.68,18.82,31.69,65.23
2021-09-26 18:23:00,16.58,18.73,31.7,65.27
2021-09-26 18:24:00,16.47,18.68,31.72,65.23
2021-09-26 18:25:00,16.35,18.6,31.75,65.09
2021-09-26 18:26:00,16.76,18.91,31.72,65.3
2021-09-26 18:27:00,16.87,19.02,31.72,65.28
2021-09-26 18:28:00,16.95,19.12,31.75,65.08
2021-09-26 18:29:00,16.57,18.76,31.72,65.2
2021-09-26 18:30:00,17.12,19.25,31.72,65.2
2021-09-26 18:31:00,16.47,18.68,31.72,65.22
2021-09-26 18:32:00,16.96,19.13,31.75,65.0
2021-09-26 18:33:00,16.9,19.03,31.72,65.2
2021-09-26 18:34:00,17.36,19.48,31.72,65.2
2021-09-26 18:35:00,16.57,18.79,31.75,65.02
2021-09-26 18:36:00,16.8,18.93,31.72,65.29
2021-09-26 18:37:00,16.74,18.91,31.72,65.3
2021-09-26 18:38:00,16.85,18.98,31.72,65.32
2021-09-26 18:39:00,16.92,19.12,31.75,65.17
2021-09-26 18:40:00,16.92,19.06,31.72,65.39
2021-09-26 18:41:00,16.75,18.91,31.72,65.32
2021-09-26 18:42:00,16.72,18.89,31.75,65.1
2021-09-26 18:43:00,17.12,19.26,31.72,65.3
2021-09-26 18:44:00,17.05,19.18,31.72,65.33
2021-09-26 18:45:00,16.78,18.91,31.72,65.39
2021-09-26 18:46:00,16.75,18.92,31.75,65.18
2021-09-26 18:47:00,16.75,18.88,31.72,65.39
2021-09-26 18:48:00,16.63,18.81,31.72,65.3
2021-09-26 18:49:00,16.92,19.06,31.75,65.18
2021-09-26 18:50:00,16.95,19.05,31.7,65.6
2021-09-26 18:51:00,16.47,18.62,31.72,65.39
2021-09-26 18:52:00,16.82,18.95,31.72,65.39
2021-09-26 18:53:00,17.03,19.24,31.75,65.18
2021-09-26 18:54:00,17.08,19.18,31.72,65.34
2021-09-26 18:55:00,16.95,19.08,31.72,65.3
2021-09-26 18:56:00,16.71,18.88,31.72,65.27
2021-09-26 18:57:00,16.69,18.91,31.75,65.08
2021-09-26 18:58:00,16.89,19.03,31.72,65.27
2021-09-26 18:59:00,17.03,19.16,31.72,65.22
2021-09-26 19:00:00,17.02,19.18,31.75,64.9
2021-09-26 19:01:00,16.58,18.8,31.72,65.04
2021-09-26 19:02:00,16.58,18.8,31.72,65.1
2021-09-26 19:03:00,17.27,19.41,31.72,65.06
2021-09-26 19:04:00,16.64,18.94,31.77,64.62
2021-09-26 19:05:00,16.85,19.02,31.72,64.98
2021-09-26 19:06:00,16.65,18.92,31.72,65.08
2021-09-26 19:07:00,16.63,18.9,31.73,65.03
2021-09-26 19:08:00,16.65,18.92,31.75,64.9
2021-09-26 19:09:00,16.91,19.08,31.72,65.1
2021-09-26 19:10:00,17.2,19.33,31.71,65.08
2021-09-26 19:11:00,17.25,19.49,31.75,64.9
2021-09-26 19:12:00,16.69,18.85,31.72,65.12
2021-09-26 19:13:00,16.88,19.01,31.72,65.16
2021-09-26 19:14:00,16.94,19.08,31.71,65.16
2021-09-26 19:15:00,17.31,19.53,31.68,64.92
2021-09-26 19:16:00,17.2,19.32,31.62,65.1
2021-09-26 19:17:00,17.2,19.42,31.62,65.1
2021-09-26 19:18:00,16.74,18.91,31.62,65.1
2021-09-26 19:19:00,16.98,19.13,31.65,64.9
2021-09-26 19:20:00,17.25,19.38,31.62,65.16
2021-09-26 19:21:00,17.01,19.13,31.62,65.19
2021-09-26 19:22:00,16.71,18.91,31.62,65.12
2021-09-26 19:23:00,16.88,19.04,31.65,65.0
2021-09-26 19:24:00,17.04,19.19,31.62,65.2
2021-09-26 19:25:00,16.64,18.78,31.62,65.2
2021-09-26 19:26:00,17.09,19.26,31.65,65.0
2021-09-26 19:27:00,16.58,18.72,31.62,65.27
2021-09-26 19:28:00,16.52,18.66,31.58,65.29
2021-09-26 19:29:00,17.26,19.37,31.58,65.31
2021-09-26 19:30:00,17.18,19.34,31.62,65.11
2021-09-26 19:31:00,16.98,19.06,31.56,65.31
2021-09-26 19:32:00,16.72,18.88,31.62,65.24
2021-09-26 19:33:00,17.24,19.34,31.62,65.1
2021-09-26 19:34:00,17.04,19.13,31.58,65.42
2021-09-26 19:35:00,16.93,19.13,31.6,65.18
2021-09-26 19:36:00,16.62,18.76,31.59,65.2
2021-09-26 19:37:00,16.78,18.92,31.58,65.2
2021-09-26 19:38:00,17.12,19.25,31.62,64.99
2021-09-26 19:39:00,16.96,19.07,31.58,65.18
2021-09-26 19:40:00,16.91,19.03,31.59,65.2
2021-09-26 19:41:00,17.15,19.29,31.62,65.0
2021-09-26 19:42:00,16.71,18.82,31.55,65.2
2021-09-26 19:43:00,16.81,18.92,31.56,65.2
2021-09-26 19:44:00,16.62,18.76,31.53,65.2
2021-09-26 19:45:00,16.38,18.57,31.6,64.95
2021-09-26 19:46:00,16.78,18.92,31.56,65.1
2021-09-26 19:47:00,16.75,18.93,31.55,65.04
2021-09-26 19:48:00,16.47,18.72,31.62,64.77
2021-09-26 19:49:00,16.46,18.63,31.52,65.12
2021-09-26 19:50:00,16.83,18.97,31.56,64.92
2021-09-26 19:51:00,16.47,18.71,31.55,64.97
2021-09-26 19:52:00,16.33,18.57,31.59,64.83
2021-09-26 19:53:00,16.64,18.78,31.57,65.02
2021-09-26 19:54:00,16.82,18.98,31.54,65.02
2021-09-26 19:55:00,16.72,18.86,31.53,65.02
2021-09-26 19:56:00,16.65,18.82,31.57,64.9
2021-09-26 19:57:00,16.58,18.73,31.53,65.09
2021-09-26 19:58:00,17.09,19.18,31.53,65.01
2021-09-26 19:59:00,16.68,18.87,31.57,64.82
2021-09-26 20:00:00,16.8,18.93,31.53,65.01
2021-09-26 20:01:00,16.66,18.81,31.52,65.0
2021-09-26 20:02:00,16.69,18.83,31.52,65.0
2021-09-26 20:03:00,16.68,18.84,31.53,64.86
2021-09-26 20:04:00,16.95,19.08,31.47,65.04
2021-09-26 20:05:00,16.49,18.68,31.44,64.96
2021-09-26 20:06:00,16.62,18.78,31.43,65.08
2021-09-26 20:07:00,16.9,19.09,31.47,64.9
2021-09-26 20:08:00,16.86,19.01,31.43,65.12
2021-09-26 20:09:00,16.65,18.8,31.42,65.18
2021-09-26 20:10:00,16.75,18.92,31.45,65.0
2021-09-26 20:11:00,,,,
2021-09-26 20:12:00,,,,
2021-09-26 20:13:00,,,,
2021-09-26 20:14:00,,,,
2021-09-26 20:15:00,,,,
2021-09-26 20:16:00,,,,
2021-09-26 20:17:00,,,,
2021-09-26 20:18:00,,,,
2021-09-26 20:19:00,,,,
2021-09-26 20:20:00,,,,
2021-09-26 20:21:00,,,,
2021-09-26 20:22:00,,,,
2021-09-26 20:23:00,,,,
2021-09-26 20:24:00,,,,
2021-09-26 20:25:00,,,,
2021-09-26 20:26:00,,,,
2021-09-26 20:27:00,,,,
2021-09-26 20:28:00,17.26,19.4,31.38,65.02
2021-09-26 20:29:00,17.1,19.17,31.33,65.3
2021-09-26 20:30:00,16.85,18.96,31.33,65.36
2021-09-26 20:31:00,17.08,19.15,31.36,65.18
2021-09-26 20:32:00,16.97,19.02,31.29,65.39
2021-09-26 20:33:00,16.68,18.76,31.28,65.38
2021-09-26 20:34:00,17.03,19.12,31.32,65.18
2021-09-26 20:35:00,17.01,19.03,31.29,65.41
2021-09-26 20:36:00,16.88,18.91,31.27,65.44
2021-09-26 20:37:00,17.18,19.17,31.24,65.5
2021-09-26 20:38:00,16.92,19.04,31.27,65.19
2021-09-26 20:39:00,17.05,19.06,31.23,65.39
2021-09-26 20:40:00,16.96,19.01,31.23,65.39
2021-09-26 20:41:00,16.92,18.99,31.27,65.18
2021-09-26 20:42:00,16.71,18.76,31.23,65.39
2021-09-26 20:43:00,16.56,18.63,31.21,65.39
2021-09-26 20:44:00,16.65,18.76,31.21,65.37
2021-09-26 20:45:00,16.71,18.82,31.23,65.18
2021-09-26 20:46:00,16.5,18.63,31.14,65.39
2021-09-26 20:47:00,16.16,18.32,31.14,65.38
2021-09-26 20:48:00,15.88,18.12,31.14,65.3
2021-09-26 20:49:00,16.4,18.59,31.18,65.12
2021-09-26 20:50:00,16.64,18.73,31.1,65.56
2021-09-26 20:51:00,16.58,18.73,31.14,65.35
2021-09-26 20:52:00,15.93,18.09,31.14,65.39
2021-09-26 20:53:00,15.98,18.18,31.18,65.18
2021-09-26 20:54:00,16.24,18.38,31.14,65.4
2021-09-26 20:55:00,16.01,18.2,31.14,65.39
2021-09-26 20:56:00,16.25,18.42,31.18,65.18
2021-09-26 20:57:00,16.06,18.2,31.13,65.39
2021-09-26 20:58:00,16.32,18.46,31.13,65.39
2021-09-26 20:59:00,16.28,18.38,31.13,65.39
2021-09-26 21:00:00,16.25,18.33,31.17,65.18
2021-09-26 21:01:00,16.14,18.24,31.13,65.39
2021-09-26 21:02:00,16.38,18.49,31.1,65.6
2021-09-26 21:03:00,16.12,18.28,31.13,65.32
2021-09-26 21:04:00,16.42,18.6,31.17,65.1
2021-09-26 21:05:00,16.28,18.42,31.13,65.3
2021-09-26 21:06:00,16.15,18.29,31.13,65.31
2021-09-26 21:07:00,16.0,18.14,31.13,65.3
2021-09-26 21:08:00,15.98,18.16,31.14,65.12
2021-09-26 21:09:00,15.73,17.92,31.08,65.34
2021-09-26 21:10:00,15.95,18.16,31.05,65.3
2021-09-26 21:11:00,16.09,18.21,31.06,65.37
2021-09-26 21:12:00,16.18,18.33,31.1,65.19
2021-09-26 21:13:00,16.03,18.17,31.08,65.38
2021-09-26 21:14:00,15.78,17.93,31.04,65.38
2021-09-26 21:15:00,15.87,18.01,31.06,65.32
2021-09-26 21:16:00,15.45,17.72,31.07,65.18
2021-09-26 21:17:00,16.09,18.21,31.03,65.39
2021-09-26 21:18:00,16.11,18.25,31.04,65.35
2021-09-26 21:19:00,16.29,18.39,31.04,65.37
2021-09-26 21:20:00,15.92,18.13,31.09,65.03
2021-09-26 21:21:00,15.93,18.08,31.03,65.39
2021-09-26 21:22:00,16.03,18.16,31.03,65.39
2021-09-26 21:23:00,16.03,18.16,31.03,65.39
2021-09-26 21:24:00,15.98,18.14,31.07,65.18
2021-09-26 21:25:00,16.61,18.67,31.03,65.48
2021-09-26 21:26:00,16.13,18.26,31.03,65.55
2021-09-26 21:27:00,16.25,18.36,31.03,65.58
2021-09-26 21:28:00,16.49,18.58,31.07,65.37
2021-09-26 21:29:00,16.32,18.43,31.03,65.54
2021-09-26 21:30:00,16.05,18.18,31.03,65.39
2021-09-26 21:31:00,16.48,18.56,31.04,65.31
2021-09-26 21:32:00,16.52,18.59,31.04,65.32
2021-09-26 21:33:00,16.54,18.62,31.03,65.39
2021-09-26 21:34:00,16.42,18.54,31.02,65.39
2021-09-26 21:35:00,16.21,18.33,31.02,65.38
2021-09-26 21:36:00,16.0,18.2,31.03,65.15
2021-09-26 21:37:00,16.01,18.18,30.96,65.39
2021-09-26 21:38:00,16.48,18.61,30.96,65.39
2021-09-26 21:39:00,16.58,18.66,30.95,65.4
2021-09-26 21:40:00,16.62,18.69,30.98,65.22
2021-09-26 21:41:00,16.6,18.68,30.94,65.44
2021-09-26 21:42:00,16.78,18.81,30.94,65.52
2021-09-26 21:43:00,16.58,18.67,30.98,65.37
2021-09-26 21:44:00,16.66,18.7,30.95,65.54
2021-09-26 21:45:00,16.81,18.85,30.95,65.56
2021-09-26 21:46:00,16.14,18.26,30.94,65.58
2021-09-26 21:47:00,15.96,18.12,30.97,65.36
2021-09-26 21:48:00,15.81,18.0,30.93,65.38
2021-09-26 21:49:00,15.42,17.66,30.94,65.39
2021-09-26 21:50:00,15.61,17.87,30.98,65.16
2021-09-26 21:51:00,15.78,18.01,30.94,65.39
2021-09-26 21:52:00,15.88,18.08,30.93,65.32
2021-09-26 21:53:00,15.85,18.06,30.94,65.3
2021-09-26 21:54:00,15.74,17.99,30.98,65.09
2021-09-26 21:55:00,15.78,17.99,30.92,65.22
2021-09-26 21:56:00,15.78,17.95,30.88,65.17
2021-09-26 21:57:00,15.78,17.98,30.89,64.92
2021-09-26 21:58:00,15.64,17.84,30.84,65.06
2021-09-26 21:59:00,15.9,18.08,30.84,65.09
2021-09-26 22:00:00,15.58,17.77,30.84,65.1
2021-09-26 22:01:00,15.4,17.66,30.88,64.82
2021-09-26 22:02:00,15.52,17.74,30.84,65.01
2021-09-26 22:03:00,15.97,18.19,30.84,64.99
2021-09-26 22:04:00,15.0,17.27,30.84,64.91
2021-09-26 22:05:00,14.83,17.08,30.86,64.72
2021-09-26 22:06:00,14.93,17.2,30.76,64.81
2021-09-26 22:07:00,15.05,17.33,30.76,64.84
2021-09-26 22:08:00,14.58,16.71,30.74,64.81
2021-09-26 22:09:00,14.68,16.84,30.78,64.63
2021-09-26 22:10:00,15.4,17.6,30.7,65.05
