datetime,PM2_5,PM10,temp,humidity,CO,NO2,SO2
2022-02-01 18:15:00,12.960000000000003,16.72,22.02,54.61999999999999,-2.2,-0.4600000000000001,0.16
2022-02-01 18:16:00,13.38,17.03,22.45,55.02,-2.28,-0.46,0.14
2022-02-01 18:17:00,13.270000000000001,16.93,22.429999999999996,55.03,-2.13,-0.46,0.14
2022-02-01 18:18:00,12.93,16.65,22.070000000000004,54.669999999999995,-2.17,-0.46,0.15
2022-02-01 18:19:00,13.03,16.73,22.429999999999996,55.080000000000005,-2.17,-0.46,0.13
2022-02-01 18:20:00,13.32,16.98,22.399999999999995,55.080000000000005,-2.24,-0.46,0.13
2022-02-01 18:21:00,12.949999999999998,16.7,22.02,54.70000000000001,-2.23,-0.46,0.17
2022-02-01 18:22:00,13.050000000000002,16.73,22.42,55.12,-2.22,-0.46,0.14
2022-02-01 18:23:00,13.12,16.73,22.429999999999996,55.18,-2.18,-0.46,0.14
2022-02-01 18:24:00,12.770000000000001,16.4,22.02,54.79999999999999,-2.19,-0.46,0.16
2022-02-01 18:25:00,12.770000000000001,16.23,22.429999999999996,55.18,-2.21,-0.46,0.13
2022-02-01 18:26:00,13.58,17.2,22.47,55.18,-2.19,-0.46,0.14
2022-02-01 18:27:00,13.449999999999998,17.1,22.08,54.79999999999999,-2.19,-0.46,0.16
2022-02-01 18:28:00,13.5,17.13,22.45,55.18,-2.25,-0.46,0.13
2022-02-01 18:29:00,13.35,17.0,22.45,55.169999999999995,-2.23,-0.46,0.14
2022-02-01 18:30:00,13.199999999999998,16.9,22.03,54.78,-2.24,-0.46,0.16
2022-02-01 18:31:00,13.08,16.73,22.45,55.18,-2.19,-0.46,0.13
2022-02-01 18:32:00,13.32,17.0,22.070000000000004,54.79999999999999,-2.18,-0.46,0.16
2022-02-01 18:33:00,13.449999999999998,17.1,22.45,55.18,-2.15,-0.46,0.15
2022-02-01 18:34:00,13.33,16.98,22.45,55.18,-2.15,-0.46,0.14
2022-02-01 18:35:00,13.270000000000001,16.95,22.05,54.79999999999999,-2.21,-0.46,0.16
2022-02-01 18:36:00,13.4,17.05,22.48,55.18,-2.29,-0.46,0.14
2022-02-01 18:37:00,13.38,17.03,22.45,55.18,-2.31,-0.46,0.14
2022-02-01 18:38:00,12.949999999999998,16.65,22.05,54.79999999999999,-2.3,-0.46,0.17
2022-02-01 18:39:00,13.38,17.03,22.45,55.18,-2.29,-0.46,0.14
2022-02-01 18:40:00,13.4,17.05,22.429999999999996,55.18,-2.28,-0.46,0.14
2022-02-01 18:41:00,13.050000000000002,16.75,22.05,54.79999999999999,-2.29,-0.46,0.16
2022-02-01 18:42:00,13.050000000000002,16.73,22.429999999999996,55.15,-2.34,-0.46,0.13
2022-02-01 18:43:00,13.050000000000002,16.73,22.45,55.13,-2.41,-0.46,0.14
2022-02-01 18:44:00,12.92,16.65,22.05,54.73,-2.37,-0.46,0.16
2022-02-01 18:45:00,12.82,16.33,22.42,55.13,-2.37,-0.46,0.13
2022-02-01 18:46:00,12.82,16.6,22.02,54.72,-2.42,-0.46,0.16
2022-02-01 18:47:00,12.9,16.53,22.399999999999995,55.1,-2.43,-0.46,0.13
2022-02-01 18:48:00,13.08,16.73,22.399999999999995,55.18,-2.43,-0.46,0.13
2022-02-01 18:49:00,12.9,16.6,22.0,54.8,-2.41,-0.46,0.16
2022-02-01 18:50:00,13.080000000000002,16.78,22.0,54.8,-2.29,-0.4600000000000001,0.17
2022-02-01 18:51:00,13.35,16.98,22.399999999999995,55.22,-2.26,-0.46,0.13
2022-02-01 18:52:00,13.1,16.8,22.0,54.919999999999995,-2.28,-0.46,0.17
2022-02-01 18:53:00,13.300000000000002,16.93,22.399999999999995,55.28,-2.32,-0.46,0.13
2022-02-01 18:54:00,13.08,16.73,22.399999999999995,55.35,-2.3,-0.46,0.14
2022-02-01 18:55:00,13.0,16.7,22.0,55.0,-2.32,-0.46,0.16
2022-02-01 18:56:00,13.6,17.18,22.399999999999995,55.37,-2.32,-0.46,0.14
2022-02-01 18:57:00,13.300000000000002,16.93,22.399999999999995,55.37,-2.32,-0.46,0.13
2022-02-01 18:58:00,13.050000000000002,16.75,22.0,55.0,-2.33,-0.46,0.16
2022-02-01 18:59:00,13.4,17.03,22.399999999999995,55.37,-2.28,-0.46,0.14
2022-02-01 19:00:00,13.28,16.93,22.399999999999995,55.37,-2.3,-0.46,0.13
2022-02-01 19:01:00,12.949999999999998,16.65,22.0,54.919999999999995,-2.33,-0.46,0.16
2022-02-01 19:02:00,13.08,16.73,22.399999999999995,55.32,-2.36,-0.46,0.12
2022-02-01 19:03:00,13.4,17.03,22.399999999999995,55.37,-2.38,-0.46,0.13
2022-02-01 19:04:00,13.270000000000001,16.95,22.0,55.0,-2.33,-0.46,0.16
2022-02-01 19:05:00,13.78,17.33,22.399999999999995,55.37,-2.37,-0.46,0.14
2022-02-01 19:06:00,13.6,17.18,22.399999999999995,55.37,-2.36,-0.46,0.13
2022-02-01 19:07:00,13.6,17.2,22.0,55.0,-2.33,-0.46,0.16
2022-02-01 19:08:00,13.4,17.03,22.399999999999995,55.37,-2.29,-0.46,0.14
2022-02-01 19:09:00,13.4,17.03,22.399999999999995,55.37,-2.29,-0.46,0.13
2022-02-01 19:10:00,12.88,16.55,22.0,55.0,-2.31,-0.46,0.16
2022-02-01 19:11:00,13.25,16.83,22.399999999999995,55.37,-2.33,-0.46,0.13
2022-02-01 19:12:00,13.43,17.03,22.399999999999995,55.37,-2.35,-0.46,0.14
2022-02-01 19:13:00,12.949999999999998,16.65,22.0,55.0,-2.37,-0.46,0.15
2022-02-01 19:14:00,13.13,16.78,22.399999999999995,55.37,-2.33,-0.46,0.14
2022-02-01 19:15:00,13.479999999999999,17.08,22.399999999999995,55.37,-2.36,-0.46,0.14
2022-02-01 19:16:00,13.229999999999999,16.9,22.0,55.0,-2.38,-0.46,0.16
2022-02-01 19:17:00,13.13,16.78,22.399999999999995,55.37,-2.39,-0.46,0.13
2022-02-01 19:18:00,13.35,16.98,22.399999999999995,55.37,-2.42,-0.46,0.13
2022-02-01 19:19:00,13.1,16.8,22.0,55.0,-2.43,-0.46,0.15
2022-02-01 19:20:00,13.4,17.03,22.399999999999995,55.37,-2.39,-0.46,0.14
2022-02-01 19:21:00,13.4,17.03,22.399999999999995,55.37,-2.39,-0.46,0.13
2022-02-01 19:22:00,13.22,16.9,22.0,55.0,-2.34,-0.46,0.16
2022-02-01 19:23:00,13.47,17.08,22.399999999999995,55.38,-2.36,-0.46,0.12
2022-02-01 19:24:00,13.58,17.18,22.399999999999995,55.419999999999995,-2.34,-0.46,0.14
2022-02-01 19:25:00,13.53,17.15,22.0,55.02,-2.3,-0.46,0.15
2022-02-01 19:26:00,13.58,17.18,22.399999999999995,55.43,-2.37,-0.46,0.13
2022-02-01 19:27:00,13.58,17.18,22.399999999999995,55.43,-2.4,-0.46,0.14
2022-02-01 19:28:00,13.6,17.2,22.0,55.02,-2.43,-0.46,0.16
2022-02-01 19:29:00,13.58,17.18,22.38,55.37,-2.4,-0.46,0.14
2022-02-01 19:30:00,13.58,17.18,22.38,55.37,-2.42,-0.46,0.13
2022-02-01 19:31:00,13.33,17.0,22.0,54.95000000000001,-2.4,-0.46,0.16
2022-02-01 19:32:00,13.270000000000001,16.92,22.38,55.27,-2.38,-0.46,0.13
2022-02-01 19:33:00,13.53,17.18,22.38,55.27,-2.36,-0.46,0.13
2022-02-01 19:34:00,13.449999999999998,17.15,22.0,54.9,-2.37,-0.46,0.16
2022-02-01 19:35:00,13.65,17.33,22.38,55.27,-2.35,-0.46,0.14
2022-02-01 19:36:00,13.38,17.03,22.38,55.27,-2.4,-0.46,0.14
2022-02-01 19:37:00,13.199999999999998,16.9,22.0,54.9,-2.4,-0.46,0.16
2022-02-01 19:38:00,13.32,16.97,22.38,55.27,-2.4,-0.46,0.14
2022-02-01 19:39:00,13.13,16.78,22.350000000000005,55.23,-2.41,-0.46,0.13
2022-02-01 19:40:00,13.07,16.77,22.0,54.82,-2.44,-0.46,0.16
2022-02-01 19:41:00,13.13,16.73,22.38,55.18,-2.41,-0.46,0.12
2022-02-01 19:42:00,12.9,16.45,22.38,55.12,-2.45,-0.46,0.13
2022-02-01 19:43:00,13.18,16.88,21.98,54.70000000000001,-2.49,-0.46,0.15
2022-02-01 19:44:00,13.17,16.82,22.320000000000004,55.080000000000005,-2.45,-0.46,0.13
2022-02-01 19:45:00,12.92,16.55,22.3,55.080000000000005,-2.45,-0.46,0.14
2022-02-01 19:46:00,12.800000000000002,16.5,21.899999999999995,54.70000000000001,-2.44,-0.46,0.16
