datetime,PM2_5,PM10,temp,humidity,CO,NO2,SO2
2022-02-01 18:15:00,13.5,15.9,19.9,62.4,-2.67,-0.43,0.25
2022-02-01 18:16:00,13.4,15.72,20.37,62.22,-2.68,-0.43,0.25
2022-02-01 18:17:00,14.22,16.62,20.35,62.20000000000001,-2.73,-0.43,0.25
2022-02-01 18:18:00,14.02,16.38,19.88,62.4,-2.75,-0.43,0.24
2022-02-01 18:19:00,13.33,15.699999999999998,19.83,62.4,-2.77,-0.43,0.24
2022-02-01 18:20:00,12.1,14.3,19.8,62.4,-2.76,-0.43,0.25
2022-02-01 20:36:00,13.25,15.4,19.3,63.3,-2.9,-0.43,0.25
2022-02-01 20:37:00,13.729999999999999,15.97,19.78,63.04999999999999,-2.9,-0.43,0.24
2022-02-01 20:38:00,13.729999999999999,15.949999999999998,19.3,63.29999999999999,-2.89,-0.43,0.24
2022-02-01 20:39:00,13.42,15.67,19.78,63.04999999999999,-2.9,-0.43,0.24
2022-02-01 20:40:00,13.8,16.0,19.3,63.3,-2.88,-0.43,0.24
2022-02-02 01:02:00,12.78,14.449999999999998,18.8,65.73,-3.17,-0.43,0.23
2022-02-02 01:03:00,12.55,14.2,18.3,66.15,-3.2,-0.43,0.23
2022-02-02 01:05:00,13.4,15.5,21.4,63.4,-3.2,-0.43,0.22
2022-02-02 01:06:00,13.050000000000002,14.6,18.3,66.2,-3.16,-0.43,0.23
2022-02-02 01:07:00,12.58,14.319999999999999,18.92,65.58,-3.19,-0.43,0.23000000000000004
2022-02-02 01:08:00,12.5,14.2,18.3,66.1,-3.12,-0.43,0.23
2022-02-02 01:14:00,12.35,14.0,18.3,66.08,-3.15,-0.43,0.23
2022-02-02 01:15:00,12.9,14.64,18.92,65.56,-3.14,-0.43,0.23000000000000004
2022-02-02 01:16:00,13.14,14.709999999999999,18.3,66.13,-3.15,-0.43,0.23
2022-02-02 18:27:00,9.2,11.4,19.4,62.9,-2.85,-0.43,0.25
2022-02-02 18:29:00,9.2,11.4,19.33,62.9,-2.78,-0.43,0.25
2022-02-02 18:30:00,9.22,11.47,19.8,62.70000000000001,-2.7900000000000005,-0.43,0.24
2022-02-02 18:31:00,9.02,11.270000000000001,19.82,62.73,-2.78,-0.43,0.25
2022-02-02 18:32:00,9.05,11.25,19.32,63.0,-2.77,-0.43,0.24
2022-02-02 18:33:00,9.22,11.47,19.78,62.77,-2.76,-0.43,0.24
2022-02-02 18:34:00,9.07,11.32,19.78,62.77,-2.78,-0.43,0.25
2022-02-02 18:35:00,8.9,11.1,19.34,63.0,-2.78,-0.43,0.25
2022-02-02 18:36:00,9.2,11.4,19.3,63.0,-2.83,-0.43,0.24
2022-02-02 18:37:00,9.2,11.4,19.35,63.0,-2.83,-0.43,0.24
2022-02-02 18:38:00,9.07,11.32,19.83,62.78,-2.83,-0.43,0.25
2022-02-02 18:39:00,9.18,11.42,19.85,62.79999999999999,-2.83,-0.43,0.25
2022-02-02 18:40:00,9.33,11.5,19.37,63.0,-2.7999999999999994,-0.43,0.24
2022-02-02 18:41:00,9.27,11.520000000000001,19.87,62.78,-2.81,-0.43,0.24
2022-02-02 18:42:00,9.07,11.32,19.87,62.78,-2.81,-0.43,0.24
2022-02-02 18:43:00,9.25,11.449999999999998,19.38,62.919999999999995,-2.7999999999999994,-0.43,0.25
2022-02-02 18:44:00,9.38,11.62,19.87,62.75,-2.81,-0.43,0.24
2022-02-02 18:45:00,9.27,11.449999999999998,19.4,62.919999999999995,-2.7999999999999994,-0.43,0.25
2022-02-02 18:46:00,9.32,11.57,19.88,62.77,-2.81,-0.43,0.24
2022-02-02 18:47:00,9.17,11.42,19.85,62.78,-2.7900000000000005,-0.43,0.25
2022-02-02 18:48:00,9.18,11.35,19.4,63.03,-2.78,-0.43,0.24
2022-02-02 18:49:00,9.38,11.57,19.87,62.85,-2.77,-0.43,0.24
2022-02-02 18:50:00,9.1,11.25,19.4,63.1,-2.77,-0.43,0.25
2022-02-02 18:51:00,9.55,11.72,19.88,62.87,-2.78,-0.43,0.24
2022-02-02 18:52:00,9.45,11.62,19.87,62.87,-2.78,-0.43,0.25
2022-02-02 18:53:00,9.3,11.4,19.4,63.1,-2.77,-0.43,0.25
2022-02-02 18:54:00,9.4,11.57,19.88,62.88,-2.78,-0.43,0.24
2022-02-02 18:55:00,9.3,11.4,19.4,63.20000000000001,-2.76,-0.43,0.24
2022-02-02 18:56:00,9.47,11.62,19.88,62.95000000000001,-2.76,-0.43,0.24
2022-02-02 18:57:00,9.42,11.57,19.88,62.95000000000001,-2.77,-0.43,0.24
2022-02-02 18:58:00,9.4,11.5,19.4,63.12,-2.78,-0.43,0.25
2022-02-02 18:59:00,9.72,11.87,19.88,62.87,-2.77,-0.43,0.24
2022-02-02 19:00:00,9.35,11.449999999999998,19.38,63.169999999999995,-2.76,-0.43,0.24
2022-02-02 19:01:00,9.72,11.92,19.83,62.919999999999995,-2.75,-0.43,0.24
2022-02-02 19:02:00,9.78,11.92,19.82,62.9,-2.73,-0.43,0.25
2022-02-02 19:03:00,9.35,11.5,19.32,63.20000000000001,-2.73,-0.43,0.25
2022-02-02 19:04:00,9.52,11.72,19.78,62.95000000000001,-2.73,-0.43,0.25
2022-02-02 19:05:00,9.72,11.87,19.78,62.95000000000001,-2.74,-0.43,0.25
2022-02-02 19:06:00,9.6,11.699999999999998,19.32,63.22,-2.72,-0.43,0.25
2022-02-02 19:07:00,9.72,11.87,19.78,62.95000000000001,-2.73,-0.43,0.24
2022-02-02 19:08:00,9.6,11.699999999999998,19.3,63.22,-2.74,-0.43,0.25
2022-02-02 19:09:00,9.37,11.57,19.78,63.0,-2.75,-0.43,0.25
2022-02-02 19:10:00,9.65,11.82,19.78,62.93,-2.7900000000000005,-0.43,0.24
2022-02-02 19:11:00,9.85,11.949999999999998,19.3,63.1,-2.7900000000000005,-0.43,0.24
2022-02-02 19:12:00,9.87,12.020000000000001,19.78,62.95000000000001,-2.7999999999999994,-0.43,0.25
2022-02-02 19:13:00,9.6,11.699999999999998,19.3,63.20000000000001,-2.82,-0.43,0.25
2022-02-02 19:14:00,9.72,11.87,19.78,63.02,-2.81,-0.43,0.24
2022-02-02 19:15:00,9.6,11.699999999999998,19.3,63.27,-2.81,-0.43,0.25
2022-02-03 10:40:00,11.4,14.6,20.5,56.6,-3.0,-0.43,0.24
2022-02-03 20:31:00,12.67,15.199999999999998,21.0,60.29999999999999,-2.46,-0.43,0.26
2022-02-04 01:10:00,12.5,14.95,20.4,60.8,-3.04,-0.43,0.24
2022-02-04 01:11:00,12.3,14.8,20.4,60.8,-3.02,-0.43,0.25
2022-02-05 15:44:00,11.9,15.6,22.7,54.2,-2.81,-0.43,0.06
2022-02-06 07:01:00,23.5,25.8,22.4,63.5,-3.06,-0.43,0.25
2022-02-06 07:02:00,23.1,24.8,19.4,66.4,-3.08,-0.43,0.25
2022-02-06 09:58:00,23.0,24.5,19.3,68.27,-2.91,-0.43,0.25
2022-02-11 14:51:00,21.72,23.32,24.32,68.28,-1.85,-0.42000000000000004,0.1
2022-02-11 14:52:00,22.25,23.679999999999996,23.899999999999995,69.15,-1.8500000000000003,-0.43,0.10000000000000002
2022-02-11 14:53:00,21.1,22.649999999999995,24.23,68.58,-1.82,-0.43,0.10000000000000002
2022-02-11 14:54:00,21.98,23.53,24.23,68.57,-1.8099999999999998,-0.43,0.10000000000000002
2022-02-11 14:55:00,23.88,25.350000000000005,23.899999999999995,69.13,-1.78,-0.43,0.10000000000000002
2022-02-11 14:56:00,23.429999999999996,25.0,24.22,68.4,-1.74,-0.43,0.10000000000000002
2022-02-11 14:57:00,22.820000000000004,24.3,24.22,68.5,-1.74,-0.43,0.10000000000000002
2022-02-11 14:58:00,22.28,23.7,23.899999999999995,69.22,-1.74,-0.43,0.10000000000000002
2022-02-11 14:59:00,22.33,23.820000000000004,24.22,68.6,-1.7700000000000002,-0.43,0.10000000000000002
2022-02-11 15:00:00,22.929999999999996,24.38,24.22,68.55,-1.79,-0.43,0.10000000000000002
2022-02-11 15:01:00,21.77,23.149999999999995,23.899999999999995,69.3,-1.8099999999999998,-0.43,0.10000000000000002
2022-02-11 15:02:00,20.47,21.929999999999996,24.22,68.65,-1.8099999999999998,-0.43,0.10000000000000002
2022-02-11 15:03:00,20.82,22.23,23.88,69.4,-1.74,-0.43,0.10000000000000002
2022-02-11 15:04:00,19.57,21.07,24.2,68.7,-1.72,-0.43,0.10000000000000002
2022-02-11 15:05:00,19.83,21.27,24.13,68.78,-1.6900000000000002,-0.43,0.10000000000000002
2022-02-11 15:06:00,20.3,21.600000000000005,23.8,69.4,-1.71,-0.43,0.10000000000000002
2022-02-11 15:07:00,19.45,20.95,24.12,68.8,-1.71,-0.43,0.10000000000000002
2022-02-11 15:08:00,19.4,20.8,23.8,69.5,-1.72,-0.43,0.10000000000000002
2022-02-11 15:09:00,18.52,20.07,24.12,68.8,-1.7299999999999998,-0.43,0.10000000000000002
2022-02-11 15:10:00,17.22,18.6,24.12,68.87,-1.71,-0.43,0.10000000000000002
2022-02-11 15:11:00,17.73,18.9,23.8,69.65,-1.7299999999999998,-0.43,0.10000000000000002
2022-02-11 15:12:00,17.3,18.67,24.12,68.98,-1.7299999999999998,-0.43,0.10000000000000002
2022-02-11 15:13:00,15.949999999999998,17.4,24.12,69.07,-1.72,-0.43,0.11
2022-02-11 15:14:00,15.25,16.48,23.88,69.82,-1.7299999999999998,-0.43,0.11
2022-02-11 15:15:00,15.479999999999999,16.75,24.22,69.17,-1.71,-0.43,0.10000000000000002
2022-02-11 15:16:00,15.050000000000002,16.25,23.899999999999995,69.9,-1.7,-0.43,0.10000000000000002
2022-02-11 15:17:00,14.67,16.0,24.22,69.17,-1.68,-0.43,0.11
2022-02-11 15:18:00,14.479999999999999,15.82,24.22,69.17,-1.7,-0.43,0.11
2022-02-11 15:19:00,14.449999999999998,15.65,23.899999999999995,70.0,-1.71,-0.43,0.10000000000000002
2022-02-11 15:20:00,13.6,14.92,24.22,69.3,-1.7,-0.43,0.11
2022-02-11 15:21:00,13.58,15.0,24.22,69.35,-1.7,-0.43,0.11
2022-02-11 15:22:00,13.520000000000001,14.699999999999998,23.899999999999995,70.1,-1.7,-0.43,0.11
2022-02-11 15:23:00,13.270000000000001,14.4,24.22,69.35,-1.7,-0.43,0.11
2022-02-11 15:24:00,12.85,13.9,23.899999999999995,70.15,-1.71,-0.43,0.11
2022-02-11 15:25:00,12.83,14.0,24.23,69.43,-1.7,-0.43,0.11
2022-02-11 15:26:00,13.93,15.270000000000001,24.23,69.43,-1.7,-0.43,0.11
2022-02-11 15:27:00,13.75,14.97,23.899999999999995,70.2,-1.7,-0.43,0.11
2022-02-11 15:28:00,14.300000000000002,15.63,24.23,69.43,-1.68,-0.43,0.11
2022-02-11 15:29:00,14.85,16.15,24.23,69.43,-1.67,-0.43,0.11
2022-02-11 15:30:00,15.9,17.0,23.899999999999995,70.27,-1.64,-0.43,0.11
2022-02-11 15:31:00,16.73,18.13,24.23,69.43,-1.66,-0.43,0.11
2022-02-11 15:32:00,17.3,18.65,24.23,69.43,-1.6499999999999997,-0.43,0.11
2022-02-11 15:33:00,17.7,18.85,23.899999999999995,70.18,-1.67,-0.43,0.11
2022-02-11 15:34:00,16.45,17.85,24.23,69.43,-1.67,-0.43,0.11
2022-02-11 15:35:00,17.18,18.38,23.899999999999995,70.2,-1.66,-0.43,0.11
2022-02-11 15:36:00,17.87,19.15,24.23,69.35,-1.64,-0.43,0.10000000000000002
2022-02-11 15:37:00,17.2,18.55,24.23,69.4,-1.62,-0.43,0.11
2022-02-11 15:38:00,18.08,19.25,23.899999999999995,70.15,-1.63,-0.43,0.11
2022-02-11 15:39:00,19.6,20.9,23.9,70.1,-1.63,-0.43,0.11
2022-02-11 15:42:00,17.92,19.24,24.3,69.2,-1.6,-0.43,0.11000000000000001
2022-02-11 15:43:00,18.0,19.15,23.899999999999995,70.1,-1.6000000000000003,-0.43,0.11
2022-02-11 15:44:00,17.52,18.85,24.23,69.37,-1.59,-0.43,0.11
2022-02-11 15:45:00,17.07,18.45,24.23,69.38,-1.59,-0.43,0.11
2022-02-11 15:46:00,16.93,18.17,23.899999999999995,70.2,-1.59,-0.43,0.11
2022-02-11 15:47:00,15.979999999999999,17.32,24.23,69.43,-1.59,-0.43,0.11
2022-02-11 15:48:00,15.58,16.8,24.23,69.52,-1.59,-0.43,0.11
2022-02-11 15:49:00,15.25,16.4,23.899999999999995,70.3,-1.57,-0.43,0.11
