datetime,PM2_5,PM10,temp,humidity,CO,NO2,SO2
2021-12-25 23:57:00,14.6,18.6,27.87,53.79999999999999,-3.0400000000000005,-0.5,0.15
2021-12-25 23:58:00,14.33,18.07,27.98,54.25,-3.06,-0.5,0.15
2021-12-25 23:59:00,14.53,18.5,27.820000000000004,53.79999999999999,-3.07,-0.5,0.15
2021-12-26 00:00:00,14.979999999999999,18.92,28.02,54.25,-3.07,-0.5,0.14
2021-12-26 00:01:00,14.53,18.37,28.02,54.25,-3.08,-0.5,0.14
2021-12-26 00:02:00,14.65,18.65,27.83,53.79999999999999,-3.09,-0.5,0.14
2021-12-26 00:03:00,14.67,18.57,27.98,54.25,-3.09,-0.51,0.14
2021-12-26 00:04:00,14.35,18.07,28.03,54.25,-3.1,-0.5,0.14
2021-12-26 00:05:00,14.1,17.9,27.8,53.79999999999999,-3.11,-0.5,0.14
2021-12-26 00:06:00,14.35,18.07,28.03,54.23,-3.1199999999999997,-0.5,0.14
2021-12-26 00:07:00,14.479999999999999,18.5,27.8,53.75,-3.1199999999999997,-0.5,0.14
2021-12-26 00:08:00,14.63,18.57,28.0,54.20000000000001,-3.1300000000000003,-0.5,0.14
2021-12-26 00:09:00,14.33,18.07,27.98,54.20000000000001,-3.14,-0.5,0.14
2021-12-26 00:10:00,14.53,18.6,27.8,53.73,-3.15,-0.5,0.14
2021-12-26 00:11:00,14.6,18.47,28.03,54.23,-3.15,-0.5,0.14
2021-12-26 00:12:00,14.33,18.07,28.0,54.18,-3.16,-0.5,0.14
2021-12-26 00:13:00,14.32,18.2,27.83,53.73,-3.17,-0.51,0.14
2021-12-26 00:14:00,14.550000000000002,18.52,27.98,54.169999999999995,-3.17,-0.5,0.14
2021-12-26 00:15:00,14.37,18.3,27.820000000000004,53.72,-3.18,-0.5,0.14
2021-12-26 00:16:00,14.65,18.67,27.98,54.169999999999995,-3.18,-0.5,0.14
2021-12-26 00:17:00,14.85,18.82,27.98,54.169999999999995,-3.19,-0.5,0.13
2021-12-26 00:18:00,14.42,18.4,27.820000000000004,53.72,-3.2000000000000006,-0.5,0.13
2021-12-26 00:19:00,14.62,18.57,28.0,54.18,-3.2000000000000006,-0.5,0.13
2021-12-26 00:20:00,14.699999999999998,18.75,27.820000000000004,53.72,-3.2099999999999995,-0.5,0.13
2021-12-26 00:21:00,15.15,19.08,28.0,54.18,-3.22,-0.5,0.13
2021-12-26 00:22:00,14.88,18.83,28.03,54.20000000000001,-3.22,-0.5,0.13
2021-12-26 00:23:00,14.699999999999998,18.75,27.8,53.70000000000001,-3.23,-0.5,0.13
2021-12-26 00:24:00,14.65,18.67,27.98,54.169999999999995,-3.23,-0.5,0.13
2021-12-26 00:25:00,14.699999999999998,18.75,27.8,53.70000000000001,-3.24,-0.5,0.13
2021-12-26 00:26:00,14.550000000000002,18.42,27.98,54.169999999999995,-3.25,-0.5,0.13
2021-12-26 00:27:00,14.770000000000001,18.77,27.98,54.169999999999995,-3.26,-0.5,0.13
2021-12-26 00:28:00,14.770000000000001,18.8,27.8,53.70000000000001,-3.26,-0.5,0.13
2021-12-26 00:29:00,14.550000000000002,18.47,27.98,54.169999999999995,-3.26,-0.5,0.13
2021-12-26 00:30:00,14.83,18.85,27.8,53.70000000000001,-3.26,-0.5,0.13
2021-12-26 00:31:00,15.18,19.12,27.98,54.169999999999995,-3.27,-0.5,0.13
2021-12-26 00:32:00,15.08,19.02,27.98,54.169999999999995,-3.27,-0.5,0.13
2021-12-26 00:33:00,14.83,18.85,27.8,53.70000000000001,-3.28,-0.5,0.13
2021-12-26 00:34:00,14.770000000000001,18.77,27.98,54.169999999999995,-3.2900000000000005,-0.5,0.13
2021-12-26 00:35:00,15.12,19.08,27.98,54.169999999999995,-3.2900000000000005,-0.5,0.13
2021-12-26 00:36:00,15.07,19.1,27.8,53.70000000000001,-3.2900000000000005,-0.5,0.13
2021-12-26 00:37:00,15.199999999999998,19.13,27.98,54.169999999999995,-3.2999999999999994,-0.5,0.13
2021-12-26 00:38:00,14.93,18.95,27.8,53.70000000000001,-3.2999999999999994,-0.5,0.12
2021-12-26 00:39:00,14.6,18.57,27.98,54.18,-3.31,-0.5,0.12
2021-12-26 00:40:00,15.199999999999998,19.13,27.98,54.169999999999995,-3.31,-0.5,0.12
2021-12-26 00:41:00,14.949999999999998,18.95,27.8,53.72,-3.31,-0.5,0.12
2021-12-26 00:42:00,14.92,18.87,27.98,54.169999999999995,-3.32,-0.5,0.12
2021-12-26 00:43:00,14.65,18.7,27.8,53.72,-3.31,-0.5,0.12
2021-12-26 00:44:00,15.03,18.97,27.98,54.18,-3.32,-0.5,0.12
2021-12-26 00:45:00,15.42,19.33,27.98,54.18,-3.32,-0.5,0.12
2021-12-26 00:46:00,15.12,19.1,27.8,53.73,-3.33,-0.5,0.12
2021-12-26 00:47:00,15.300000000000002,19.18,27.98,54.25,-3.33,-0.5,0.12
2021-12-26 00:48:00,15.25,19.2,27.8,53.75,-3.33,-0.5,0.12
2021-12-26 00:49:00,15.22,19.13,27.98,54.23,-3.34,-0.5,0.12
2021-12-26 00:50:00,15.32,19.23,27.97,54.18,-3.34,-0.5,0.12
2021-12-26 00:51:00,15.32,19.25,27.8,53.75,-3.35,-0.5,0.12
2021-12-26 00:52:00,15.35,19.23,27.97,54.22,-3.35,-0.5,0.12
2021-12-26 00:53:00,15.13,19.07,27.95,54.15,-3.35,-0.5,0.12
2021-12-26 00:54:00,15.53,19.45,27.75,53.70000000000001,-3.35,-0.5,0.12
2021-12-26 00:55:00,15.729999999999999,19.58,27.929999999999996,54.169999999999995,-3.36,-0.5,0.12
2021-12-26 00:56:00,15.75,19.72,27.78,53.72,-3.36,-0.5,0.12
2021-12-26 00:57:00,15.729999999999999,19.58,27.95,54.18,-3.36,-0.5,0.12
2021-12-26 00:58:00,15.729999999999999,19.57,27.95,54.15,-3.3699999999999997,-0.5,0.12
2021-12-26 00:59:00,15.53,19.45,27.73,53.70000000000001,-3.3699999999999997,-0.5,0.12
2021-12-26 01:00:00,15.35,19.27,27.95,54.169999999999995,-3.3699999999999997,-0.5,0.12
2021-12-26 01:01:00,15.42,19.33,27.929999999999996,54.169999999999995,-3.3699999999999997,-0.5,0.12
2021-12-26 01:02:00,15.199999999999998,19.2,27.72,53.70000000000001,-3.3800000000000003,-0.5,0.12
2021-12-26 01:03:00,15.4,19.32,27.929999999999996,54.15,-3.3800000000000003,-0.5,0.12
2021-12-26 01:04:00,15.47,19.4,27.75,53.70000000000001,-3.3800000000000003,-0.5,0.12
2021-12-26 01:05:00,15.33,19.27,27.92,54.15,-3.39,-0.5,0.12
2021-12-26 01:06:00,15.53,19.42,27.92,54.15,-3.39,-0.5,0.12
2021-12-26 01:07:00,15.4,19.35,27.73,53.70000000000001,-3.39,-0.5,0.12
2021-12-26 01:08:00,15.28,19.22,27.899999999999995,54.15,-3.39,-0.5,0.12
2021-12-26 01:09:00,15.300000000000002,19.22,27.899999999999995,54.15,-3.4,-0.5,0.12
2021-12-26 01:10:00,14.9,18.9,27.7,53.70000000000001,-3.4,-0.5,0.11
2021-12-26 01:11:00,15.28,19.22,27.92,54.15,-3.4,-0.5,0.12
2021-12-26 01:12:00,15.020000000000001,19.0,27.73,53.72,-3.4,-0.5,0.11
2021-12-26 01:13:00,15.35,19.27,27.899999999999995,54.169999999999995,-3.41,-0.5,0.11
2021-12-26 01:14:00,15.300000000000002,19.27,27.899999999999995,54.169999999999995,-3.41,-0.5,0.11
2021-12-26 01:15:00,15.22,19.2,27.7,53.70000000000001,-3.41,-0.5,0.11
2021-12-26 01:16:00,15.300000000000002,19.22,27.899999999999995,54.169999999999995,-3.41,-0.5,0.11
2021-12-26 01:17:00,15.33,19.3,27.7,53.70000000000001,-3.41,-0.5,0.11
2021-12-26 01:18:00,15.01,18.96,27.87,54.1,-3.41,-0.5,0.11
2021-12-26 01:19:00,15.059999999999999,18.98,27.940000000000005,54.260000000000005,-3.41,-0.5,0.11000000000000001
2021-12-26 01:20:00,15.070000000000002,19.07,27.7,53.7,-3.41,-0.5,0.11
2021-12-26 01:21:00,15.26,19.16,27.940000000000005,54.260000000000005,-3.41,-0.51,0.11000000000000001
2021-12-26 01:22:00,15.14,19.09,27.87,54.1,-3.41,-0.5,0.11
2021-12-26 01:23:00,14.819999999999999,18.84,27.7,53.7,-3.41,-0.51,0.11000000000000001
2021-12-26 01:24:00,15.2,19.140000000000004,27.890000000000004,54.11,-3.41,-0.5,0.11
2021-12-26 01:25:00,15.02,19.02,27.7,53.7,-3.41,-0.5,0.11000000000000001
2021-12-26 01:26:00,15.31,19.26,27.87,54.089999999999996,-3.41,-0.5,0.11
2021-12-26 01:27:00,15.3,19.22,27.940000000000005,54.239999999999995,-3.4200000000000004,-0.5,0.11000000000000001
2021-12-26 01:28:00,15.16,19.16,27.7,53.7,-3.41,-0.5,0.11
2021-12-26 01:29:00,15.3,19.22,27.940000000000005,54.239999999999995,-3.4200000000000004,-0.51,0.11000000000000001
2021-12-26 01:30:00,15.23,19.169999999999998,27.87,54.089999999999996,-3.4199999999999995,-0.5,0.11
2021-12-26 01:31:00,14.580000000000002,18.66,27.7,53.7,-3.4200000000000004,-0.5,0.11000000000000001
2021-12-26 01:32:00,14.959999999999999,18.91,27.87,54.089999999999996,-3.4199999999999995,-0.5,0.11
2021-12-26 01:33:00,15.12,19.04,27.940000000000005,54.239999999999995,-3.4300000000000006,-0.5,0.11000000000000001
2021-12-26 01:34:00,14.99,18.99,27.7,53.7,-3.43,-0.5,0.11
2021-12-26 01:35:00,14.9,18.86,27.940000000000005,54.239999999999995,-3.44,-0.5,0.11000000000000001
2021-12-26 01:36:00,15.1,19.04,27.87,54.089999999999996,-3.43,-0.5,0.11
2021-12-26 01:37:00,15.080000000000002,19.08,27.7,53.7,-3.45,-0.51,0.11000000000000001
2021-12-26 01:38:00,15.19,19.13,27.87,54.089999999999996,-3.44,-0.5,0.11
2021-12-26 01:39:00,14.9,18.9,27.7,53.7,-3.44,-0.5,0.11000000000000001
2021-12-26 01:40:00,15.01,18.96,27.87,54.089999999999996,-3.45,-0.5,0.11
2021-12-26 01:41:00,15.24,19.16,27.940000000000005,54.239999999999995,-3.45,-0.51,0.11000000000000001
2021-12-26 01:42:00,15.540000000000001,19.46,27.7,53.7,-3.45,-0.5,0.11
2021-12-26 01:43:00,15.52,19.4,27.940000000000005,54.239999999999995,-3.46,-0.5,0.11000000000000001
2021-12-26 01:44:00,15.5,19.390000000000004,27.87,54.089999999999996,-3.46,-0.5,0.11
2021-12-26 01:45:00,15.2,19.2,27.7,53.7,-3.46,-0.51,0.11000000000000001
2021-12-26 01:46:00,15.31,19.26,27.87,54.089999999999996,-3.47,-0.5,0.11
2021-12-26 01:47:00,15.080000000000002,19.08,27.7,53.7,-3.47,-0.51,0.11000000000000001
2021-12-26 01:48:00,15.01,18.96,27.87,54.089999999999996,-3.47,-0.5,0.11
2021-12-26 01:49:00,15.3,19.22,27.940000000000005,54.239999999999995,-3.4799999999999995,-0.51,0.11000000000000001
2021-12-26 01:50:00,15.49,19.46,27.7,53.64,-3.48,-0.5,0.1
2021-12-26 01:51:00,15.52,19.4,27.940000000000005,54.2,-3.4799999999999995,-0.5,0.11000000000000001
2021-12-26 01:52:00,15.31,19.26,27.87,54.04,-3.4899999999999998,-0.5,0.11
2021-12-26 01:53:00,15.48,19.44,27.7,53.64,-3.5,-0.51,0.1
2021-12-26 01:54:00,15.31,19.26,27.87,54.03000000000001,-3.5,-0.5,0.1
2021-12-26 01:55:00,15.38,19.38,27.7,53.6,-3.5099999999999993,-0.51,0.1
