O3-PreScaled,O3-PreScaledFlags,O3-Unit,O3-Slope,O3-Offset,PM2.5-PreScaled,PM2.5-PreScaledFlags,PM2.5-Unit,PM2.5-Slope,PM2.5-Offset,TEMP-PreScaled,TEMP-PreScaledFlags,TEMP-Unit,TEMP-Slope,TEMP-Offset,NO2-PreScaled,NO2-PreScaledFlags,NO2-Unit,NO2-Slope,NO2-Offset,HUM-PreScaled,HUM-PreScaledFlags,HUM-Unit,HUM-Slope,HUM-Offset,datetime,PM2_5,humidity,temp,NO2,O3
,Optimising,,,,,Unknown Error,,,,25.1,Valid,C,1,0,,Optimising,,,,74.0,Valid,%,1,0,2021-02-22 17:30:00,,74.0,25.1,,
,Optimising,,,,30.01,Valid,ug/m3,2.155,0.0,25.0,Valid,C,1,0,,Optimising,,,,74.4,Valid,%,1,0,2021-02-22 17:45:00,64.67155,74.4,25.0,,
,Optimising,,,,28.29,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.6,Valid,C,1,0,,Optimising,,,,74.7,Valid,%,1,0,2021-02-22 18:00:00,60.964949999999995,74.7,24.6,,
,Optimising,,,,25.11,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.3,Valid,C,1,0,,Optimising,,,,74.8,Valid,%,1,0,2021-02-22 18:15:00,54.112049999999996,74.8,24.3,,
116.9,Valid,ug/m3,1.0,5.0,24.86,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.1,Valid,C,1,0,8.9,Valid,ug/m3,1.0,0.0,75.2,Valid,%,1,0,2021-02-22 18:30:00,53.573299999999996,75.2,24.1,8.9,121.9
,Stabilising,,,,25.98,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.9,Valid,C,1,0,,Stabilising,,,,75.7,Valid,%,1,0,2021-02-22 18:45:00,55.9869,75.7,23.9,,
,Stabilising,,,,25.17,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.7,Valid,C,1,0,,Stabilising,,,,76.1,Valid,%,1,0,2021-02-22 19:00:00,54.24135,76.1,23.7,,
,Stabilising,,,,23.08,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.6,Valid,C,1,0,,Stabilising,,,,76.4,Valid,%,1,0,2021-02-22 19:15:00,49.737399999999994,76.4,23.6,,
,Stabilising,,,,22.22,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.4,Valid,C,1,0,,Stabilising,,,,76.8,Valid,%,1,0,2021-02-22 19:30:00,47.8841,76.8,23.4,,
,Stabilising,,,,22.01,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.3,Valid,C,1,0,,Stabilising,,,,77.1,Valid,%,1,0,2021-02-22 19:45:00,47.43155,77.1,23.3,,
,Stabilising,,,,22.62,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.3,Valid,C,1,0,,Stabilising,,,,77.4,Valid,%,1,0,2021-02-22 20:00:00,48.7461,77.4,23.3,,
,Stabilising,,,,22.87,Valid,ug/m3,2.155,0.0,23.2,Valid,C,1,0,,Stabilising,,,,77.7,Valid,%,1,0,2021-02-22 20:15:00,49.28485,77.7,23.2,,
,Stabilising,,,,21.78,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.1,Valid,C,1,0,,Stabilising,,,,78.1,Valid,%,1,0,2021-02-22 20:30:00,46.9359,78.1,23.1,,
,Stabilising,,,,21.63,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.0,Valid,C,1,0,,Stabilising,,,,78.4,Valid,%,1,0,2021-02-22 20:45:00,46.612649999999995,78.4,23.0,,
,Stabilising,,,,22.3,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.9,Valid,C,1,0,,Stabilising,,,,78.7,Valid,%,1,0,2021-02-22 21:00:00,48.0565,78.7,22.9,,
,Stabilising,,,,22.97,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.9,Valid,C,1,0,,Stabilising,,,,79.0,Valid,%,1,0,2021-02-22 21:15:00,49.50034999999999,79.0,22.9,,
,Stabilising,,,,25.68,Deliquescence,ug/m3,2.155,0.0,22.9,Valid,C,1,0,,Stabilising,,,,79.2,Valid,%,1,0,2021-02-22 21:30:00,55.340399999999995,79.2,22.9,,
,Stabilising,,,,25.82,Deliquescence,ug/m3,2.155,0.0,22.8,Valid,C,1,0,,Stabilising,,,,79.4,Valid,%,1,0,2021-02-22 21:45:00,55.64209999999999,79.4,22.8,,
,Stabilising,,,,25.93,Valid,ug/m3,2.155,0.0,22.8,Valid,C,1,0,,Stabilising,,,,79.7,Valid,%,1,0,2021-02-22 22:00:00,55.879149999999996,79.7,22.8,,
,Stabilising,,,,24.51,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.8,Valid,C,1,0,,Stabilising,,,,80.1,Valid,%,1,0,2021-02-22 22:15:00,52.81905,80.1,22.8,,
,Stabilising,,,,23.83,Deliquescence,ug/m3,2.155,0.0,22.7,Valid,C,1,0,,Stabilising,,,,80.6,Valid,%,1,0,2021-02-22 22:30:00,51.353649999999995,80.6,22.7,,
,Stabilising,,,,23.24,Deliquescence,ug/m3,2.155,0.0,22.6,Valid,C,1,0,,Stabilising,,,,80.9,Valid,%,1,0,2021-02-22 22:45:00,50.08219999999999,80.9,22.6,,
,Stabilising,,,,22.5,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.5,Valid,C,1,0,,Stabilising,,,,81.1,Valid,%,1,0,2021-02-22 23:00:00,48.4875,81.1,22.5,,
,Stabilising,,,,25.75,Valid,ug/m3,2.155,0.0,22.5,Valid,C,1,0,,Stabilising,,,,81.4,Valid,%,1,0,2021-02-22 23:15:00,55.491249999999994,81.4,22.5,,
,Stabilising,,,,27.18,Valid,ug/m3,2.155,0.0,22.4,Valid,C,1,0,,Stabilising,,,,81.8,Valid,%,1,0,2021-02-22 23:30:00,58.5729,81.8,22.4,,
,Stabilising,,,,27.68,Deliquescence,ug/m3,2.155,0.0,22.3,Valid,C,1,0,,Stabilising,,,,82.0,Valid,%,1,0,2021-02-22 23:45:00,59.65039999999999,82.0,22.3,,
,Stabilising,,,,25.48,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.2,Valid,C,1,0,,Stabilising,,,,82.3,Valid,%,1,0,2021-02-23 00:00:00,54.9094,82.3,22.2,,
,Stabilising,,,,25.54,Valid,ug/m3,2.155,0.0,22.1,Valid,C,1,0,,Stabilising,,,,82.6,Valid,%,1,0,2021-02-23 00:15:00,55.03869999999999,82.6,22.1,,
,Stabilising,,,,25.55,Deliquescence,ug/m3,2.155,0.0,22.0,Valid,C,1,0,,Stabilising,,,,83.0,Valid,%,1,0,2021-02-23 00:30:00,55.060249999999996,83.0,22.0,,
,Stabilising,,,,23.86,Valid,ug/m3,2.155,0.0,21.9,Valid,C,1,0,,Stabilising,,,,83.3,Valid,%,1,0,2021-02-23 00:45:00,51.418299999999995,83.3,21.9,,
,Stabilising,,,,23.52,Valid,ug/m3,2.155,0.0,21.9,Valid,C,1,0,,Stabilising,,,,83.4,Valid,%,1,0,2021-02-23 01:00:00,50.685599999999994,83.4,21.9,,
,Stabilising,,,,22.4,Valid,ug/m3,2.155,0.0,21.8,Valid,C,1,0,,Stabilising,,,,83.5,Valid,%,1,0,2021-02-23 01:15:00,48.27199999999999,83.5,21.8,,
,Stabilising,,,,22.24,Valid,ug/m3,2.155,0.0,21.7,Valid,C,1,0,,Stabilising,,,,83.7,Valid,%,1,0,2021-02-23 01:30:00,47.92719999999999,83.7,21.7,,
,Stabilising,,,,22.73,Valid,ug/m3,2.155,0.0,21.6,Valid,C,1,0,,Stabilising,,,,83.8,Valid,%,1,0,2021-02-23 01:45:00,48.983149999999995,83.8,21.6,,
,Stabilising,,,,23.45,PM25 Greater Than PM10,ug/m3,2.155,0.0,21.5,Valid,C,1,0,,Stabilising,,,,83.9,Valid,%,1,0,2021-02-23 02:00:00,50.534749999999995,83.9,21.5,,
,Stabilising,,,,24.1,PM25 Greater Than PM10,ug/m3,2.155,0.0,21.4,Valid,C,1,0,,Stabilising,,,,84.2,Valid,%,1,0,2021-02-23 02:15:00,51.9355,84.2,21.4,,
,Stabilising,,,,25.91,Deliquescence,ug/m3,2.155,0.0,21.2,Valid,C,1,0,,Stabilising,,,,84.7,Valid,%,1,0,2021-02-23 02:30:00,55.83604999999999,84.7,21.2,,
,Stabilising,,,,26.65,Deliquescence,ug/m3,2.155,0.0,21.1,Valid,C,1,0,,Stabilising,,,,85.1,Valid,%,1,0,2021-02-23 02:45:00,57.43074999999999,85.1,21.1,,
,Stabilising,,,,27.83,Valid,ug/m3,2.155,0.0,21.0,Valid,C,1,0,,Stabilising,,,,85.4,Valid,%,1,0,2021-02-23 03:00:00,59.97364999999999,85.4,21.0,,
,Stabilising,,,,28.84,Valid,ug/m3,2.155,0.0,21.0,Valid,C,1,0,,Stabilising,,,,85.6,Valid,%,1,0,2021-02-23 03:15:00,62.15019999999999,85.6,21.0,,
,Stabilising,,,,29.02,PM25 Greater Than PM10,ug/m3,2.155,0.0,21.0,Valid,C,1,0,,Stabilising,,,,85.5,Valid,%,1,0,2021-02-23 03:30:00,62.53809999999999,85.5,21.0,,
,Stabilising,,,,29.95,PM25 Greater Than PM10,ug/m3,2.155,0.0,21.0,Valid,C,1,0,,Stabilising,,,,85.5,Valid,%,1,0,2021-02-23 03:45:00,64.54225,85.5,21.0,,
,Stabilising,,,,29.28,PM25 Greater Than PM10,ug/m3,2.155,0.0,21.1,Valid,C,1,0,,Stabilising,,,,85.3,Valid,%,1,0,2021-02-23 04:00:00,63.0984,85.3,21.1,,
,Stabilising,,,,27.38,PM25 Greater Than PM10,ug/m3,2.155,0.0,21.1,Valid,C,1,0,,Stabilising,,,,85.3,Valid,%,1,0,2021-02-23 04:15:00,59.003899999999994,85.3,21.1,,
,Stabilising,,,,27.36,PM25 Greater Than PM10,ug/m3,2.155,0.0,21.0,Valid,C,1,0,,Stabilising,,,,85.6,Valid,%,1,0,2021-02-23 04:30:00,58.96079999999999,85.6,21.0,,
,Stabilising,,,,27.77,PM25 Greater Than PM10,ug/m3,2.155,0.0,20.9,Valid,C,1,0,,Stabilising,,,,86.0,Valid,%,1,0,2021-02-23 04:45:00,59.84434999999999,86.0,20.9,,
,Stabilising,,,,28.46,PM25 Greater Than PM10,ug/m3,2.155,0.0,20.9,Valid,C,1,0,,Stabilising,,,,86.3,Valid,%,1,0,2021-02-23 05:00:00,61.3313,86.3,20.9,,
,Stabilising,,,,29.98,Deliquescence,ug/m3,2.155,0.0,20.9,Valid,C,1,0,,Stabilising,,,,86.6,Valid,%,1,0,2021-02-23 05:15:00,64.6069,86.6,20.9,,
,Stabilising,,,,32.86,Valid,ug/m3,2.155,0.0,20.9,Valid,C,1,0,,Stabilising,,,,86.7,Valid,%,1,0,2021-02-23 05:30:00,70.8133,86.7,20.9,,
,Stabilising,,,,35.77,Valid,ug/m3,2.155,0.0,20.8,Valid,C,1,0,,Stabilising,,,,86.8,Valid,%,1,0,2021-02-23 05:45:00,77.08435,86.8,20.8,,
,Stabilising,,,,32.27,Valid,ug/m3,2.155,0.0,20.9,Valid,C,1,0,,Stabilising,,,,86.8,Valid,%,1,0,2021-02-23 06:00:00,69.54185,86.8,20.9,,
,Stabilising,,,,30.81,PM25 Greater Than PM10,ug/m3,2.155,0.0,20.9,Valid,C,1,0,,Stabilising,,,,86.8,Valid,%,1,0,2021-02-23 06:15:00,66.39554999999999,86.8,20.9,,
,Stabilising,,,,30.86,PM25 Greater Than PM10,ug/m3,2.155,0.0,20.9,Valid,C,1,0,,Stabilising,,,,86.8,Valid,%,1,0,2021-02-23 06:30:00,66.5033,86.8,20.9,,
,Stabilising,,,,32.63,Deliquescence,ug/m3,2.155,0.0,20.9,Valid,C,1,0,,Stabilising,,,,86.9,Valid,%,1,0,2021-02-23 06:45:00,70.31765,86.9,20.9,,
,Stabilising,,,,34.06,Valid,ug/m3,2.155,0.0,20.9,Valid,C,1,0,,Stabilising,,,,86.9,Valid,%,1,0,2021-02-23 07:00:00,73.3993,86.9,20.9,,
,Stabilising,,,,33.08,Valid,ug/m3,2.155,0.0,21.0,Valid,C,1,0,,Stabilising,,,,86.9,Valid,%,1,0,2021-02-23 07:15:00,71.28739999999999,86.9,21.0,,
,Stabilising,,,,32.77,PM25 Greater Than PM10,ug/m3,2.155,0.0,21.0,Valid,C,1,0,,Stabilising,,,,87.1,Valid,%,1,0,2021-02-23 07:30:00,70.61935,87.1,21.0,,
,Stabilising,,,,33.84,Valid,ug/m3,2.155,0.0,21.0,Valid,C,1,0,,Stabilising,,,,87.3,Valid,%,1,0,2021-02-23 07:45:00,72.9252,87.3,21.0,,
,Stabilising,,,,34.31,Valid,ug/m3,2.155,0.0,21.2,Valid,C,1,0,,Stabilising,,,,87.3,Valid,%,1,0,2021-02-23 08:00:00,73.93805,87.3,21.2,,
,Stabilising,,,,33.96,PM25 Greater Than PM10,ug/m3,2.155,0.0,21.4,Valid,C,1,0,,Stabilising,,,,87.1,Valid,%,1,0,2021-02-23 08:15:00,73.18379999999999,87.1,21.4,,
,Stabilising,,,,32.81,Valid,ug/m3,2.155,0.0,21.6,Valid,C,1,0,,Stabilising,,,,86.6,Valid,%,1,0,2021-02-23 08:30:00,70.70555,86.6,21.6,,
,Stabilising,,,,33.55,Valid,ug/m3,2.155,0.0,21.9,Valid,C,1,0,,Stabilising,,,,85.9,Valid,%,1,0,2021-02-23 08:45:00,72.30024999999999,85.9,21.9,,
,Stabilising,,,,37.76,Deliquescence,ug/m3,2.155,0.0,22.0,Valid,C,1,0,,Stabilising,,,,85.3,Valid,%,1,0,2021-02-23 09:00:00,81.37279999999998,85.3,22.0,,
,Stabilising,,,,40.39,Valid,ug/m3,2.155,0.0,22.2,Valid,C,1,0,,Stabilising,,,,85.0,Valid,%,1,0,2021-02-23 09:15:00,87.04044999999999,85.0,22.2,,
,Stabilising,,,,44.44,Valid,ug/m3,2.155,0.0,22.2,Valid,C,1,0,,Stabilising,,,,85.0,Valid,%,1,0,2021-02-23 09:30:00,95.7682,85.0,22.2,,
,Stabilising,,,,43.83,Valid,ug/m3,2.155,0.0,22.4,Valid,C,1,0,,Stabilising,,,,85.0,Valid,%,1,0,2021-02-23 09:45:00,94.45364999999998,85.0,22.4,,
,Stabilising,,,,44.03,Valid,ug/m3,2.155,0.0,22.8,Valid,C,1,0,,Stabilising,,,,84.7,Valid,%,1,0,2021-02-23 10:00:00,94.88465,84.7,22.8,,
,Stabilising,,,,42.55,Valid,ug/m3,2.155,0.0,23.4,Valid,C,1,0,,Stabilising,,,,83.9,Valid,%,1,0,2021-02-23 10:15:00,91.69524999999999,83.9,23.4,,
,Stabilising,,,,37.19,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.0,Valid,C,1,0,,Stabilising,,,,81.9,Valid,%,1,0,2021-02-23 10:30:00,80.14444999999999,81.9,24.0,,
,Stabilising,,,,34.05,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.6,Valid,C,1,0,,Stabilising,,,,80.0,Valid,%,1,0,2021-02-23 10:45:00,73.37774999999999,80.0,24.6,,
,Stabilising,,,,34.35,PM25 Greater Than PM10,ug/m3,2.155,0.0,25.0,Valid,C,1,0,,Stabilising,,,,78.8,Valid,%,1,0,2021-02-23 11:00:00,74.02425,78.8,25.0,,
,Stabilising,,,,30.13,PM25 Greater Than PM10,ug/m3,2.155,0.0,25.5,Valid,C,1,0,,Stabilising,,,,77.8,Valid,%,1,0,2021-02-23 11:15:00,64.93015,77.8,25.5,,
,Stabilising,,,,28.38,PM25 Greater Than PM10,ug/m3,2.155,0.0,25.9,Valid,C,1,0,,Stabilising,,,,76.8,Valid,%,1,0,2021-02-23 11:30:00,61.158899999999996,76.8,25.9,,
,Stabilising,,,,24.2,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.3,Valid,C,1,0,,Stabilising,,,,75.0,Valid,%,1,0,2021-02-23 11:45:00,52.150999999999996,75.0,26.3,,
,Stabilising,,,,27.2,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.7,Valid,C,1,0,,Stabilising,,,,73.6,Valid,%,1,0,2021-02-23 12:00:00,58.61599999999999,73.6,26.7,,
,Stabilising,,,,27.13,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.0,Valid,C,1,0,,Stabilising,,,,72.9,Valid,%,1,0,2021-02-23 12:15:00,58.465149999999994,72.9,27.0,,
,Stabilising,,,,28.44,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.3,Valid,C,1,0,,Stabilising,,,,71.6,Valid,%,1,0,2021-02-23 12:30:00,61.288199999999996,71.6,27.3,,
,Stabilising,,,,29.64,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.5,Valid,C,1,0,,Stabilising,,,,71.5,Valid,%,1,0,2021-02-23 12:45:00,63.874199999999995,71.5,27.5,,
,Stabilising,,,,30.62,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.8,Valid,C,1,0,,Stabilising,,,,70.4,Valid,%,1,0,2021-02-23 13:00:00,65.9861,70.4,27.8,,
,Stabilising,,,,31.34,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.9,Valid,C,1,0,,Stabilising,,,,69.9,Valid,%,1,0,2021-02-23 13:15:00,67.53769999999999,69.9,27.9,,
,Stabilising,,,,32.18,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.8,Valid,C,1,0,,Stabilising,,,,69.8,Valid,%,1,0,2021-02-23 13:30:00,69.3479,69.8,27.8,,
,Stabilising,,,,30.97,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.7,Valid,C,1,0,,Stabilising,,,,69.7,Valid,%,1,0,2021-02-23 13:45:00,66.74034999999999,69.7,27.7,,
,Stabilising,,,,32.86,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.6,Valid,C,1,0,,Stabilising,,,,69.6,Valid,%,1,0,2021-02-23 14:00:00,70.8133,69.6,27.6,,
,Stabilising,,,,33.16,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.4,Valid,C,1,0,,Stabilising,,,,69.7,Valid,%,1,0,2021-02-23 14:15:00,71.45979999999999,69.7,27.4,,
,Stabilising,,,,33.19,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.0,Valid,C,1,0,,Stabilising,,,,70.2,Valid,%,1,0,2021-02-23 14:30:00,71.52444999999999,70.2,27.0,,
,Stabilising,,,,33.06,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.6,Valid,C,1,0,,Stabilising,,,,71.0,Valid,%,1,0,2021-02-23 14:45:00,71.2443,71.0,26.6,,
,Stabilising,,,,34.24,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.4,Valid,C,1,0,,Stabilising,,,,71.4,Valid,%,1,0,2021-02-23 15:00:00,73.7872,71.4,26.4,,
,Stabilising,,,,34.38,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.3,Valid,C,1,0,,Stabilising,,,,71.7,Valid,%,1,0,2021-02-23 15:15:00,74.0889,71.7,26.3,,
,Stabilising,,,,34.29,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.3,Valid,C,1,0,,Stabilising,,,,72.0,Valid,%,1,0,2021-02-23 15:30:00,73.89495,72.0,26.3,,
,Stabilising,,,,35.45,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.3,Valid,C,1,0,,Stabilising,,,,71.9,Valid,%,1,0,2021-02-23 15:45:00,76.39475,71.9,26.3,,
,Stabilising,,,,35.81,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.3,Valid,C,1,0,,Stabilising,,,,71.6,Valid,%,1,0,2021-02-23 16:00:00,77.17054999999999,71.6,26.3,,
,Stabilising,,,,36.58,"Deliquescence,PM25 Greater Than PM10",ug/m3,2.155,0.0,26.2,Valid,C,1,0,,Stabilising,,,,71.8,Valid,%,1,0,2021-02-23 16:15:00,78.8299,71.8,26.2,,
,Stabilising,,,,36.84,Deliquescence,ug/m3,2.155,0.0,26.2,Valid,C,1,0,,Stabilising,,,,72.0,Valid,%,1,0,2021-02-23 16:30:00,79.39020000000001,72.0,26.2,,
,Stabilising,,,,37.08,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.2,Valid,C,1,0,,Stabilising,,,,71.9,Valid,%,1,0,2021-02-23 16:45:00,79.9074,71.9,26.2,,
,Stabilising,,,,30.05,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.2,Valid,C,1,0,,Stabilising,,,,71.8,Valid,%,1,0,2021-02-23 17:00:00,64.75775,71.8,26.2,,
,Stabilising,,,,30.31,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.3,Valid,C,1,0,,Stabilising,,,,71.7,Valid,%,1,0,2021-02-23 17:15:00,65.31804999999999,71.7,26.3,,
,Stabilising,,,,32.28,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.2,Valid,C,1,0,,Stabilising,,,,71.8,Valid,%,1,0,2021-02-23 17:30:00,69.5634,71.8,26.2,,
,Stabilising,,,,32.58,Valid,ug/m3,2.155,0.0,26.1,Valid,C,1,0,,Stabilising,,,,71.9,Valid,%,1,0,2021-02-23 17:45:00,70.20989999999999,71.9,26.1,,
,Stabilising,,,,31.75,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.0,Valid,C,1,0,,Stabilising,,,,71.9,Valid,%,1,0,2021-02-23 18:00:00,68.42125,71.9,26.0,,
,Stabilising,,,,35.89,Valid,ug/m3,2.155,0.0,25.9,Valid,C,1,0,,Stabilising,,,,72.1,Valid,%,1,0,2021-02-23 18:15:00,77.34294999999999,72.1,25.9,,
,Stabilising,,,,42.04,Deliquescence,ug/m3,2.155,0.0,25.7,Valid,C,1,0,,Stabilising,,,,72.5,Valid,%,1,0,2021-02-23 18:30:00,90.5962,72.5,25.7,,
,Stabilising,,,,41.37,Valid,ug/m3,2.155,0.0,25.6,Valid,C,1,0,,Stabilising,,,,72.9,Valid,%,1,0,2021-02-23 18:45:00,89.15234999999998,72.9,25.6,,
,Stabilising,,,,40.55,Deliquescence,ug/m3,2.155,0.0,25.5,Valid,C,1,0,,Stabilising,,,,73.2,Valid,%,1,0,2021-02-23 19:00:00,87.38524999999998,73.2,25.5,,
,Stabilising,,,,41.56,Valid,ug/m3,2.155,0.0,25.4,Valid,C,1,0,,Stabilising,,,,73.5,Valid,%,1,0,2021-02-23 19:15:00,89.56179999999999,73.5,25.4,,
,Stabilising,,,,43.9,Deliquescence,ug/m3,2.155,0.0,25.3,Valid,C,1,0,,Stabilising,,,,73.8,Valid,%,1,0,2021-02-23 19:30:00,94.60449999999999,73.8,25.3,,
,Stabilising,,,,46.23,Deliquescence,ug/m3,2.155,0.0,25.2,Valid,C,1,0,,Stabilising,,,,74.1,Valid,%,1,0,2021-02-23 19:45:00,99.62564999999998,74.1,25.2,,
,Stabilising,,,,50.89,Deliquescence,ug/m3,2.155,0.0,25.2,Valid,C,1,0,,Stabilising,,,,74.2,Valid,%,1,0,2021-02-23 20:00:00,109.66794999999999,74.2,25.2,,
,Stabilising,,,,61.61,Deliquescence,ug/m3,2.155,0.0,25.1,Valid,C,1,0,,Stabilising,,,,74.5,Valid,%,1,0,2021-02-23 20:15:00,132.76954999999998,74.5,25.1,,
,Stabilising,,,,55.1,Deliquescence,ug/m3,2.155,0.0,25.0,Valid,C,1,0,,Stabilising,,,,75.4,Valid,%,1,0,2021-02-23 20:30:00,118.7405,75.4,25.0,,
,Stabilising,,,,42.23,Valid,ug/m3,2.155,0.0,24.9,Valid,C,1,0,,Stabilising,,,,76.3,Valid,%,1,0,2021-02-23 20:45:00,91.00564999999999,76.3,24.9,,
,Stabilising,,,,33.02,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.7,Valid,C,1,0,,Stabilising,,,,76.8,Valid,%,1,0,2021-02-23 21:00:00,71.1581,76.8,24.7,,
,Stabilising,,,,30.33,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.6,Valid,C,1,0,,Stabilising,,,,77.2,Valid,%,1,0,2021-02-23 21:15:00,65.36115,77.2,24.6,,
,Stabilising,,,,29.01,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.4,Valid,C,1,0,,Stabilising,,,,77.4,Valid,%,1,0,2021-02-23 21:30:00,62.516549999999995,77.4,24.4,,
,Stabilising,,,,27.88,Valid,ug/m3,2.155,0.0,24.2,Valid,C,1,0,,Stabilising,,,,77.6,Valid,%,1,0,2021-02-23 21:45:00,60.081399999999995,77.6,24.2,,
,Stabilising,,,,26.16,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.1,Valid,C,1,0,,Stabilising,,,,77.7,Valid,%,1,0,2021-02-23 22:00:00,56.37479999999999,77.7,24.1,,
,Stabilising,,,,25.01,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.9,Valid,C,1,0,,Stabilising,,,,77.8,Valid,%,1,0,2021-02-23 22:15:00,53.89655,77.8,23.9,,
,Stabilising,,,,26.21,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.7,Valid,C,1,0,,Stabilising,,,,78.2,Valid,%,1,0,2021-02-23 22:30:00,56.482549999999996,78.2,23.7,,
,Stabilising,,,,24.11,Valid,ug/m3,2.155,0.0,23.5,Valid,C,1,0,,Stabilising,,,,78.5,Valid,%,1,0,2021-02-23 22:45:00,51.957049999999995,78.5,23.5,,
,Stabilising,,,,25.09,Valid,ug/m3,2.155,0.0,23.3,Valid,C,1,0,,Stabilising,,,,78.9,Valid,%,1,0,2021-02-23 23:00:00,54.068949999999994,78.9,23.3,,
,Stabilising,,,,25.01,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.2,Valid,C,1,0,,Stabilising,,,,79.2,Valid,%,1,0,2021-02-23 23:15:00,53.89655,79.2,23.2,,
,Stabilising,,,,26.86,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.1,Valid,C,1,0,,Stabilising,,,,79.4,Valid,%,1,0,2021-02-23 23:30:00,57.88329999999999,79.4,23.1,,
,Stabilising,,,,25.3,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.9,Valid,C,1,0,,Stabilising,,,,79.7,Valid,%,1,0,2021-02-23 23:45:00,54.521499999999996,79.7,22.9,,
,Stabilising,,,,25.1,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.9,Valid,C,1,0,,Stabilising,,,,79.9,Valid,%,1,0,2021-02-24 00:00:00,54.0905,79.9,22.9,,
,Stabilising,,,,25.91,Deliquescence,ug/m3,2.155,0.0,22.8,Valid,C,1,0,,Stabilising,,,,80.0,Valid,%,1,0,2021-02-24 00:15:00,55.83604999999999,80.0,22.8,,
,Stabilising,,,,25.07,Valid,ug/m3,2.155,0.0,22.8,Valid,C,1,0,,Stabilising,,,,80.2,Valid,%,1,0,2021-02-24 00:30:00,54.02585,80.2,22.8,,
,Stabilising,,,,25.61,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.7,Valid,C,1,0,,Stabilising,,,,80.4,Valid,%,1,0,2021-02-24 00:45:00,55.18955,80.4,22.7,,
,Stabilising,,,,25.97,Valid,ug/m3,2.155,0.0,22.7,Valid,C,1,0,,Stabilising,,,,80.5,Valid,%,1,0,2021-02-24 01:00:00,55.965349999999994,80.5,22.7,,
,Stabilising,,,,24.01,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.6,Valid,C,1,0,,Stabilising,,,,80.8,Valid,%,1,0,2021-02-24 01:15:00,51.74155,80.8,22.6,,
,Stabilising,,,,22.64,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.5,Valid,C,1,0,,Stabilising,,,,81.2,Valid,%,1,0,2021-02-24 01:30:00,48.789199999999994,81.2,22.5,,
,Stabilising,,,,23.99,Valid,ug/m3,2.155,0.0,22.4,Valid,C,1,0,,Stabilising,,,,81.6,Valid,%,1,0,2021-02-24 01:45:00,51.698449999999994,81.6,22.4,,
