O3-PreScaled,O3-PreScaledFlags,O3-Unit,O3-Slope,O3-Offset,PM2.5-PreScaled,PM2.5-PreScaledFlags,PM2.5-Unit,PM2.5-Slope,PM2.5-Offset,TEMP-PreScaled,TEMP-PreScaledFlags,TEMP-Unit,TEMP-Slope,TEMP-Offset,NO2-PreScaled,NO2-PreScaledFlags,NO2-Unit,NO2-Slope,NO2-Offset,HUM-PreScaled,HUM-PreScaledFlags,HUM-Unit,HUM-Slope,HUM-Offset,datetime,PM2_5,humidity,temp,NO2,O3
147.7,Valid,ug/m3,1.0,5.0,11.99,PM25 Greater Than PM10,ug/m3,2.155,0.0,30.9,Valid,C,1,0,48.7,Valid,ug/m3,1.0,0.0,66.3,Valid,%,1,0,2021-04-29 16:45:00,25.838449999999998,66.3,30.9,48.7,152.7
140.0,Valid,ug/m3,1.0,5.0,13.17,PM25 Greater Than PM10,ug/m3,2.155,0.0,30.8,Valid,C,1,0,51.5,Valid,ug/m3,1.0,0.0,66.1,Valid,%,1,0,2021-04-29 17:00:00,28.381349999999998,66.1,30.8,51.5,145.0
130.3,Valid,ug/m3,1.0,5.0,13.23,PM25 Greater Than PM10,ug/m3,2.155,0.0,30.5,Valid,C,1,0,57.7,Valid,ug/m3,1.0,0.0,66.1,Valid,%,1,0,2021-04-29 17:15:00,28.51065,66.1,30.5,57.7,135.3
136.8,Valid,ug/m3,1.0,5.0,14.03,PM25 Greater Than PM10,ug/m3,2.155,0.0,30.1,Valid,C,1,0,54.9,Valid,ug/m3,1.0,0.0,66.2,Valid,%,1,0,2021-04-29 17:30:00,30.234649999999995,66.2,30.1,54.9,141.8
135.6,Valid,ug/m3,1.0,5.0,15.67,Valid,ug/m3,2.155,0.0,29.6,Valid,C,1,0,49.4,Valid,ug/m3,1.0,0.0,67.1,Valid,%,1,0,2021-04-29 17:45:00,33.76884999999999,67.1,29.6,49.4,140.6
130.9,Valid,ug/m3,1.0,5.0,16.21,Deliquescence,ug/m3,2.155,0.0,29.1,Valid,C,1,0,44.9,Valid,ug/m3,1.0,0.0,68.1,Valid,%,1,0,2021-04-29 18:00:00,34.93255,68.1,29.1,44.9,135.9
121.4,Valid,ug/m3,1.0,5.0,17.4,Deliquescence,ug/m3,2.155,0.0,28.6,Valid,C,1,0,43.0,Valid,ug/m3,1.0,0.0,69.0,Valid,%,1,0,2021-04-29 18:15:00,37.49699999999999,69.0,28.6,43.0,126.4
110.9,Valid,ug/m3,1.0,5.0,17.47,Valid,ug/m3,2.155,0.0,28.1,Valid,C,1,0,43.2,Valid,ug/m3,1.0,0.0,69.8,Valid,%,1,0,2021-04-29 18:30:00,37.64784999999999,69.8,28.1,43.2,115.9
98.9,Valid,ug/m3,1.0,5.0,17.44,Deliquescence,ug/m3,2.155,0.0,27.7,Valid,C,1,0,44.1,Valid,ug/m3,1.0,0.0,70.5,Valid,%,1,0,2021-04-29 18:45:00,37.5832,70.5,27.7,44.1,103.9
96.2,Valid,ug/m3,1.0,5.0,18.89,Valid,ug/m3,2.155,0.0,27.4,Valid,C,1,0,42.3,Valid,ug/m3,1.0,0.0,71.0,Valid,%,1,0,2021-04-29 19:00:00,40.70795,71.0,27.4,42.3,101.2
88.4,Valid,ug/m3,1.0,5.0,19.42,Valid,ug/m3,2.155,0.0,27.2,Valid,C,1,0,43.6,Valid,ug/m3,1.0,0.0,71.4,Valid,%,1,0,2021-04-29 19:15:00,41.8501,71.4,27.2,43.6,93.4
81.6,Valid,ug/m3,1.0,5.0,20.7,Deliquescence,ug/m3,2.155,0.0,26.9,Valid,C,1,0,44.5,Valid,ug/m3,1.0,0.0,71.9,Valid,%,1,0,2021-04-29 19:30:00,44.60849999999999,71.9,26.9,44.5,86.6
63.2,Valid,ug/m3,1.0,5.0,22.97,Deliquescence,ug/m3,2.155,0.0,26.7,Valid,C,1,0,52.6,Valid,ug/m3,1.0,0.0,72.5,Valid,%,1,0,2021-04-29 19:45:00,49.50034999999999,72.5,26.7,52.6,68.2
52.8,Valid,ug/m3,1.0,5.0,23.94,Deliquescence,ug/m3,2.155,0.0,26.6,Valid,C,1,0,57.9,Valid,ug/m3,1.0,0.0,73.1,Valid,%,1,0,2021-04-29 20:00:00,51.5907,73.1,26.6,57.9,57.8
54.6,Valid,ug/m3,1.0,5.0,24.68,Deliquescence,ug/m3,2.155,0.0,26.4,Valid,C,1,0,55.0,Valid,ug/m3,1.0,0.0,73.4,Valid,%,1,0,2021-04-29 20:15:00,53.185399999999994,73.4,26.4,55.0,59.6
39.4,Valid,ug/m3,1.0,5.0,25.52,Deliquescence,ug/m3,2.155,0.0,26.3,Valid,C,1,0,66.0,Valid,ug/m3,1.0,0.0,73.9,Valid,%,1,0,2021-04-29 20:30:00,54.995599999999996,73.9,26.3,66.0,44.4
28.3,Valid,ug/m3,1.0,5.0,27.62,Deliquescence,ug/m3,2.155,0.0,26.2,Valid,C,1,0,74.7,Valid,ug/m3,1.0,0.0,74.5,Valid,%,1,0,2021-04-29 20:45:00,59.5211,74.5,26.2,74.7,33.3
42.4,Valid,ug/m3,1.0,5.0,32.39,Deliquescence,ug/m3,2.155,0.0,26.0,Valid,C,1,0,55.6,Valid,ug/m3,1.0,0.0,75.1,Valid,%,1,0,2021-04-29 21:00:00,69.80045,75.1,26.0,55.6,47.4
39.4,Valid,ug/m3,1.0,5.0,32.65,Valid,ug/m3,2.155,0.0,25.9,Valid,C,1,0,51.7,Valid,ug/m3,1.0,0.0,75.9,Valid,%,1,0,2021-04-29 21:15:00,70.36075,75.9,25.9,51.7,44.4
36.2,Valid,ug/m3,1.0,5.0,29.54,Deliquescence,ug/m3,2.155,0.0,25.7,Valid,C,1,0,49.9,Valid,ug/m3,1.0,0.0,76.7,Valid,%,1,0,2021-04-29 21:30:00,63.65869999999999,76.7,25.7,49.9,41.2
44.3,Valid,ug/m3,1.0,5.0,22.15,Deliquescence,ug/m3,2.155,0.0,25.6,Valid,C,1,0,48.6,Valid,ug/m3,1.0,0.0,76.9,Valid,%,1,0,2021-04-29 21:45:00,47.73324999999999,76.9,25.6,48.6,49.3
40.4,Valid,ug/m3,1.0,5.0,21.14,PM25 Greater Than PM10,ug/m3,2.155,0.0,25.5,Valid,C,1,0,52.0,Valid,ug/m3,1.0,0.0,77.3,Valid,%,1,0,2021-04-29 22:00:00,45.5567,77.3,25.5,52.0,45.4
47.1,Valid,ug/m3,1.0,5.0,21.2,PM25 Greater Than PM10,ug/m3,2.155,0.0,25.3,Valid,C,1,0,43.6,Valid,ug/m3,1.0,0.0,77.9,Valid,%,1,0,2021-04-29 22:15:00,45.68599999999999,77.9,25.3,43.6,52.1
45.2,Valid,ug/m3,1.0,5.0,22.16,PM25 Greater Than PM10,ug/m3,2.155,0.0,25.1,Valid,C,1,0,44.1,Valid,ug/m3,1.0,0.0,78.7,Valid,%,1,0,2021-04-29 22:30:00,47.754799999999996,78.7,25.1,44.1,50.2
47.2,Valid,ug/m3,1.0,5.0,23.12,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.9,Valid,C,1,0,40.4,Valid,ug/m3,1.0,0.0,79.5,Valid,%,1,0,2021-04-29 22:45:00,49.8236,79.5,24.9,40.4,52.2
48.3,Valid,ug/m3,1.0,5.0,22.21,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.8,Valid,C,1,0,42.2,Valid,ug/m3,1.0,0.0,80.1,Valid,%,1,0,2021-04-29 23:00:00,47.86255,80.1,24.8,42.2,53.3
35.7,Valid,ug/m3,1.0,5.0,22.95,Valid,ug/m3,2.155,0.0,24.6,Valid,C,1,0,46.5,Valid,ug/m3,1.0,0.0,80.7,Valid,%,1,0,2021-04-29 23:15:00,49.457249999999995,80.7,24.6,46.5,40.7
41.7,Valid,ug/m3,1.0,5.0,24.08,Valid,ug/m3,2.155,0.0,24.5,Valid,C,1,0,42.8,Valid,ug/m3,1.0,0.0,81.2,Valid,%,1,0,2021-04-29 23:30:00,51.892399999999995,81.2,24.5,42.8,46.7
38.6,Valid,ug/m3,1.0,5.0,25.27,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.3,Valid,C,1,0,44.9,Valid,ug/m3,1.0,0.0,81.6,Valid,%,1,0,2021-04-29 23:45:00,54.456849999999996,81.6,24.3,44.9,43.6
24.4,Valid,ug/m3,1.0,5.0,25.84,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.2,Valid,C,1,0,54.0,Valid,ug/m3,1.0,0.0,82.0,Valid,%,1,0,2021-04-30 00:00:00,55.685199999999995,82.0,24.2,54.0,29.4
15.5,Valid,ug/m3,1.0,5.0,26.33,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.1,Valid,C,1,0,59.1,Valid,ug/m3,1.0,0.0,82.3,Valid,%,1,0,2021-04-30 00:15:00,56.74114999999999,82.3,24.1,59.1,20.5
19.2,Valid,ug/m3,1.0,5.0,27.64,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.0,Valid,C,1,0,52.2,Valid,ug/m3,1.0,0.0,82.6,Valid,%,1,0,2021-04-30 00:30:00,59.56419999999999,82.6,24.0,52.2,24.2
31.3,Valid,ug/m3,1.0,5.0,28.31,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.9,Valid,C,1,0,41.1,Valid,ug/m3,1.0,0.0,83.0,Valid,%,1,0,2021-04-30 00:45:00,61.00804999999999,83.0,23.9,41.1,36.3
32.6,Valid,ug/m3,1.0,5.0,28.16,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.9,Valid,C,1,0,40.4,Valid,ug/m3,1.0,0.0,83.1,Valid,%,1,0,2021-04-30 01:00:00,60.684799999999996,83.1,23.9,40.4,37.6
28.8,Valid,ug/m3,1.0,5.0,28.37,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.8,Valid,C,1,0,42.3,Valid,ug/m3,1.0,0.0,83.3,Valid,%,1,0,2021-04-30 01:15:00,61.13735,83.3,23.8,42.3,33.8
29.5,Valid,ug/m3,1.0,5.0,28.88,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.7,Valid,C,1,0,40.0,Valid,ug/m3,1.0,0.0,83.7,Valid,%,1,0,2021-04-30 01:30:00,62.23639999999999,83.7,23.7,40.0,34.5
35.5,Valid,ug/m3,1.0,5.0,29.6,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.6,Valid,C,1,0,37.0,Valid,ug/m3,1.0,0.0,84.0,Valid,%,1,0,2021-04-30 01:45:00,63.788,84.0,23.6,37.0,40.5
45.3,Valid,ug/m3,1.0,5.0,29.32,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.5,Valid,C,1,0,33.7,Valid,ug/m3,1.0,0.0,84.3,Valid,%,1,0,2021-04-30 02:00:00,63.184599999999996,84.3,23.5,33.7,50.3
37.7,Valid,ug/m3,1.0,5.0,29.02,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.4,Valid,C,1,0,33.4,Valid,ug/m3,1.0,0.0,84.5,Valid,%,1,0,2021-04-30 02:15:00,62.53809999999999,84.5,23.4,33.4,42.7
38.7,Valid,ug/m3,1.0,5.0,28.83,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.4,Valid,C,1,0,34.6,Valid,ug/m3,1.0,0.0,84.8,Valid,%,1,0,2021-04-30 02:30:00,62.12864999999999,84.8,23.4,34.6,43.7
39.5,Valid,ug/m3,1.0,5.0,29.22,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.3,Valid,C,1,0,32.1,Valid,ug/m3,1.0,0.0,85.2,Valid,%,1,0,2021-04-30 02:45:00,62.96909999999999,85.2,23.3,32.1,44.5
32.6,Valid,ug/m3,1.0,5.0,30.54,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.3,Valid,C,1,0,32.4,Valid,ug/m3,1.0,0.0,85.4,Valid,%,1,0,2021-04-30 03:00:00,65.8137,85.4,23.3,32.4,37.6
39.6,Valid,ug/m3,1.0,5.0,33.19,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.2,Valid,C,1,0,31.6,Valid,ug/m3,1.0,0.0,85.6,Valid,%,1,0,2021-04-30 03:15:00,71.52444999999999,85.6,23.2,31.6,44.6
39.1,Valid,ug/m3,1.0,5.0,33.13,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.1,Valid,C,1,0,29.8,Valid,ug/m3,1.0,0.0,85.9,Valid,%,1,0,2021-04-30 03:30:00,71.39515,85.9,23.1,29.8,44.1
33.1,Valid,ug/m3,1.0,5.0,32.88,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.1,Valid,C,1,0,31.5,Valid,ug/m3,1.0,0.0,86.2,Valid,%,1,0,2021-04-30 03:45:00,70.8564,86.2,23.1,31.5,38.1
32.4,Valid,ug/m3,1.0,5.0,33.98,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.1,Valid,C,1,0,31.5,Valid,ug/m3,1.0,0.0,86.3,Valid,%,1,0,2021-04-30 04:00:00,73.22689999999999,86.3,23.1,31.5,37.4
32.9,Valid,ug/m3,1.0,5.0,35.36,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.1,Valid,C,1,0,30.9,Valid,ug/m3,1.0,0.0,86.5,Valid,%,1,0,2021-04-30 04:15:00,76.20079999999999,86.5,23.1,30.9,37.9
23.5,Valid,ug/m3,1.0,5.0,36.2,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.0,Valid,C,1,0,33.2,Valid,ug/m3,1.0,0.0,86.7,Valid,%,1,0,2021-04-30 04:30:00,78.011,86.7,23.0,33.2,28.5
15.5,Valid,ug/m3,1.0,5.0,38.39,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.0,Valid,C,1,0,36.6,Valid,ug/m3,1.0,0.0,87.2,Valid,%,1,0,2021-04-30 04:45:00,82.73044999999999,87.2,23.0,36.6,20.5
13.8,Valid,ug/m3,1.0,5.0,39.34,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.0,Valid,C,1,0,35.7,Valid,ug/m3,1.0,0.0,87.4,Valid,%,1,0,2021-04-30 05:00:00,84.7777,87.4,23.0,35.7,18.8
14.7,Valid,ug/m3,1.0,5.0,39.61,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.9,Valid,C,1,0,33.9,Valid,ug/m3,1.0,0.0,87.5,Valid,%,1,0,2021-04-30 05:15:00,85.35954999999998,87.5,22.9,33.9,19.7
17.6,Valid,ug/m3,1.0,5.0,40.35,Valid,ug/m3,2.155,0.0,22.9,Valid,C,1,0,34.2,Valid,ug/m3,1.0,0.0,87.7,Valid,%,1,0,2021-04-30 05:30:00,86.95425,87.7,22.9,34.2,22.6
9.8,Valid,ug/m3,1.0,5.0,40.78,Valid,ug/m3,2.155,0.0,22.9,Valid,C,1,0,36.9,Valid,ug/m3,1.0,0.0,87.9,Valid,%,1,0,2021-04-30 05:45:00,87.8809,87.9,22.9,36.9,14.8
11.8,Valid,ug/m3,1.0,5.0,41.02,PM25 Greater Than PM10,ug/m3,2.155,0.0,22.9,Valid,C,1,0,37.1,Valid,ug/m3,1.0,0.0,88.2,Valid,%,1,0,2021-04-30 06:00:00,88.3981,88.2,22.9,37.1,16.8
10.7,Valid,ug/m3,1.0,5.0,41.76,Valid,ug/m3,2.155,0.0,22.9,Valid,C,1,0,37.4,Valid,ug/m3,1.0,0.0,88.3,Valid,%,1,0,2021-04-30 06:15:00,89.99279999999999,88.3,22.9,37.4,15.7
14.3,Valid,ug/m3,1.0,5.0,41.27,Valid,ug/m3,2.155,0.0,23.0,Valid,C,1,0,36.1,Valid,ug/m3,1.0,0.0,88.3,Valid,%,1,0,2021-04-30 06:30:00,88.93684999999999,88.3,23.0,36.1,19.3
26.0,Valid,ug/m3,1.0,5.0,41.96,PM25 Greater Than PM10,ug/m3,2.155,0.0,23.2,Valid,C,1,0,35.2,Valid,ug/m3,1.0,0.0,88.0,Valid,%,1,0,2021-04-30 06:45:00,90.4238,88.0,23.2,35.2,31.0
16.5,Valid,ug/m3,1.0,5.0,42.3,Valid,ug/m3,2.155,0.0,23.5,Valid,C,1,0,37.9,Valid,ug/m3,1.0,0.0,87.9,Valid,%,1,0,2021-04-30 07:00:00,91.15649999999998,87.9,23.5,37.9,21.5
10.5,Valid,ug/m3,1.0,5.0,41.65,Valid,ug/m3,2.155,0.0,23.9,Valid,C,1,0,40.9,Valid,ug/m3,1.0,0.0,87.7,Valid,%,1,0,2021-04-30 07:15:00,89.75574999999999,87.7,23.9,40.9,15.5
18.8,Valid,ug/m3,1.0,5.0,39.37,PM25 Greater Than PM10,ug/m3,2.155,0.0,24.4,Valid,C,1,0,40.8,Valid,ug/m3,1.0,0.0,86.8,Valid,%,1,0,2021-04-30 07:30:00,84.84234999999998,86.8,24.4,40.8,23.8
28.3,Valid,ug/m3,1.0,5.0,39.18,Deliquescence,ug/m3,2.155,0.0,24.9,Valid,C,1,0,41.1,Valid,ug/m3,1.0,0.0,85.8,Valid,%,1,0,2021-04-30 07:45:00,84.43289999999999,85.8,24.9,41.1,33.3
35.4,Valid,ug/m3,1.0,5.0,40.44,Valid,ug/m3,2.155,0.0,25.4,Valid,C,1,0,43.5,Valid,ug/m3,1.0,0.0,84.6,Valid,%,1,0,2021-04-30 08:00:00,87.14819999999999,84.6,25.4,43.5,40.4
44.3,Valid,ug/m3,1.0,5.0,36.6,Deliquescence,ug/m3,2.155,0.0,25.8,Valid,C,1,0,42.7,Valid,ug/m3,1.0,0.0,83.8,Valid,%,1,0,2021-04-30 08:15:00,78.87299999999999,83.8,25.8,42.7,49.3
54.7,Valid,ug/m3,1.0,5.0,35.78,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.1,Valid,C,1,0,41.5,Valid,ug/m3,1.0,0.0,83.1,Valid,%,1,0,2021-04-30 08:30:00,77.10589999999999,83.1,26.1,41.5,59.7
72.8,Valid,ug/m3,1.0,5.0,34.75,PM25 Greater Than PM10,ug/m3,2.155,0.0,26.5,Valid,C,1,0,40.0,Valid,ug/m3,1.0,0.0,82.0,Valid,%,1,0,2021-04-30 08:45:00,74.88624999999999,82.0,26.5,40.0,77.8
89.7,Valid,ug/m3,1.0,5.0,44.86,Valid,ug/m3,2.155,0.0,27.2,Valid,C,1,0,42.2,Valid,ug/m3,1.0,0.0,80.7,Valid,%,1,0,2021-04-30 09:00:00,96.67329999999998,80.7,27.2,42.2,94.7
91.2,Valid,ug/m3,1.0,5.0,43.11,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.3,Valid,C,1,0,43.4,Valid,ug/m3,1.0,0.0,80.9,Valid,%,1,0,2021-04-30 09:15:00,92.90204999999999,80.9,27.3,43.4,96.2
107.8,Valid,ug/m3,1.0,5.0,39.97,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.5,Valid,C,1,0,40.5,Valid,ug/m3,1.0,0.0,80.3,Valid,%,1,0,2021-04-30 09:30:00,86.13534999999999,80.3,27.5,40.5,112.8
119.9,Valid,ug/m3,1.0,5.0,40.13,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.7,Valid,C,1,0,40.8,Valid,ug/m3,1.0,0.0,79.5,Valid,%,1,0,2021-04-30 09:45:00,86.48015,79.5,27.7,40.8,124.9
127.5,Valid,ug/m3,1.0,5.0,40.53,PM25 Greater Than PM10,ug/m3,2.155,0.0,27.9,Valid,C,1,0,39.8,Valid,ug/m3,1.0,0.0,79.2,Valid,%,1,0,2021-04-30 10:00:00,87.34214999999999,79.2,27.9,39.8,132.5
142.7,Valid,ug/m3,1.0,5.0,40.58,PM25 Greater Than PM10,ug/m3,2.155,0.0,28.2,Valid,C,1,0,40.2,Valid,ug/m3,1.0,0.0,78.6,Valid,%,1,0,2021-04-30 10:15:00,87.44989999999999,78.6,28.2,40.2,147.7
157.1,Valid,ug/m3,1.0,5.0,40.31,PM25 Greater Than PM10,ug/m3,2.155,0.0,28.4,Valid,C,1,0,39.7,Valid,ug/m3,1.0,0.0,77.8,Valid,%,1,0,2021-04-30 10:30:00,86.86805,77.8,28.4,39.7,162.1
164.8,Valid,ug/m3,1.0,5.0,38.58,PM25 Greater Than PM10,ug/m3,2.155,0.0,28.6,Valid,C,1,0,38.2,Valid,ug/m3,1.0,0.0,77.6,Valid,%,1,0,2021-04-30 10:45:00,83.13989999999998,77.6,28.6,38.2,169.8
160.7,Valid,ug/m3,1.0,5.0,34.06,PM25 Greater Than PM10,ug/m3,2.155,0.0,29.0,Valid,C,1,0,39.6,Valid,ug/m3,1.0,0.0,76.6,Valid,%,1,0,2021-04-30 11:00:00,73.3993,76.6,29.0,39.6,165.7
157.3,Valid,ug/m3,1.0,5.0,31.92,PM25 Greater Than PM10,ug/m3,2.155,0.0,29.4,Valid,C,1,0,40.4,Valid,ug/m3,1.0,0.0,75.7,Valid,%,1,0,2021-04-30 11:15:00,68.7876,75.7,29.4,40.4,162.3
169.5,Valid,ug/m3,1.0,5.0,30.69,PM25 Greater Than PM10,ug/m3,2.155,0.0,29.9,Valid,C,1,0,40.8,Valid,ug/m3,1.0,0.0,74.7,Valid,%,1,0,2021-04-30 11:30:00,66.13695,74.7,29.9,40.8,174.5
175.5,Valid,ug/m3,1.0,5.0,23.97,PM25 Greater Than PM10,ug/m3,2.155,0.0,30.3,Valid,C,1,0,39.3,Valid,ug/m3,1.0,0.0,73.3,Valid,%,1,0,2021-04-30 11:45:00,51.65534999999999,73.3,30.3,39.3,180.5
170.0,Valid,ug/m3,1.0,5.0,20.69,PM25 Greater Than PM10,ug/m3,2.155,0.0,30.7,Valid,C,1,0,39.9,Valid,ug/m3,1.0,0.0,71.7,Valid,%,1,0,2021-04-30 12:00:00,44.58695,71.7,30.7,39.9,175.0
164.2,Valid,ug/m3,1.0,5.0,19.0,PM25 Greater Than PM10,ug/m3,2.155,0.0,31.1,Valid,C,1,0,42.0,Valid,ug/m3,1.0,0.0,70.8,Valid,%,1,0,2021-04-30 12:15:00,40.94499999999999,70.8,31.1,42.0,169.2
150.3,Valid,ug/m3,1.0,5.0,16.64,PM25 Greater Than PM10,ug/m3,2.155,0.0,31.5,Valid,C,1,0,50.9,Valid,ug/m3,1.0,0.0,69.9,Valid,%,1,0,2021-04-30 12:30:00,35.8592,69.9,31.5,50.9,155.3
164.2,Valid,ug/m3,1.0,5.0,17.09,PM25 Greater Than PM10,ug/m3,2.155,0.0,31.9,Valid,C,1,0,49.7,Valid,ug/m3,1.0,0.0,68.9,Valid,%,1,0,2021-04-30 12:45:00,36.82895,68.9,31.9,49.7,169.2
169.5,Valid,ug/m3,1.0,5.0,17.64,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.2,Valid,C,1,0,51.6,Valid,ug/m3,1.0,0.0,67.9,Valid,%,1,0,2021-04-30 13:00:00,38.014199999999995,67.9,32.2,51.6,174.5
167.9,Valid,ug/m3,1.0,5.0,19.8,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.4,Valid,C,1,0,53.6,Valid,ug/m3,1.0,0.0,67.7,Valid,%,1,0,2021-04-30 13:15:00,42.669,67.7,32.4,53.6,172.9
179.7,Valid,ug/m3,1.0,5.0,21.26,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.5,Valid,C,1,0,52.3,Valid,ug/m3,1.0,0.0,67.0,Valid,%,1,0,2021-04-30 13:30:00,45.8153,67.0,32.5,52.3,184.7
191.2,Valid,ug/m3,1.0,5.0,24.89,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.6,Valid,C,1,0,54.0,Valid,ug/m3,1.0,0.0,66.8,Valid,%,1,0,2021-04-30 13:45:00,53.63795,66.8,32.6,54.0,196.2
190.0,Valid,ug/m3,1.0,5.0,25.63,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.6,Valid,C,1,0,56.3,Valid,ug/m3,1.0,0.0,66.8,Valid,%,1,0,2021-04-30 14:00:00,55.23264999999999,66.8,32.6,56.3,195.0
184.1,Valid,ug/m3,1.0,5.0,23.6,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.6,Valid,C,1,0,57.8,Valid,ug/m3,1.0,0.0,66.8,Valid,%,1,0,2021-04-30 14:15:00,50.858,66.8,32.6,57.8,189.1
192.4,Valid,ug/m3,1.0,5.0,22.99,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.7,Valid,C,1,0,56.7,Valid,ug/m3,1.0,0.0,66.6,Valid,%,1,0,2021-04-30 14:30:00,49.54344999999999,66.6,32.7,56.7,197.4
202.6,Valid,ug/m3,1.0,5.0,22.03,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.8,Valid,C,1,0,58.2,Valid,ug/m3,1.0,0.0,66.2,Valid,%,1,0,2021-04-30 14:45:00,47.47465,66.2,32.8,58.2,207.6
203.5,Valid,ug/m3,1.0,5.0,21.66,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.8,Valid,C,1,0,61.6,Valid,ug/m3,1.0,0.0,66.3,Valid,%,1,0,2021-04-30 15:00:00,46.677299999999995,66.3,32.8,61.6,208.5
193.7,Valid,ug/m3,1.0,5.0,22.36,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.8,Valid,C,1,0,62.9,Valid,ug/m3,1.0,0.0,66.5,Valid,%,1,0,2021-04-30 15:15:00,48.18579999999999,66.5,32.8,62.9,198.7
198.2,Valid,ug/m3,1.0,5.0,21.25,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.7,Valid,C,1,0,60.3,Valid,ug/m3,1.0,0.0,66.5,Valid,%,1,0,2021-04-30 15:30:00,45.793749999999996,66.5,32.7,60.3,203.2
185.4,Valid,ug/m3,1.0,5.0,20.66,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.6,Valid,C,1,0,61.9,Valid,ug/m3,1.0,0.0,66.9,Valid,%,1,0,2021-04-30 15:45:00,44.522299999999994,66.9,32.6,61.9,190.4
191.2,Valid,ug/m3,1.0,5.0,20.13,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.6,Valid,C,1,0,60.3,Valid,ug/m3,1.0,0.0,66.6,Valid,%,1,0,2021-04-30 16:00:00,43.38014999999999,66.6,32.6,60.3,196.2
192.5,Valid,ug/m3,1.0,5.0,19.32,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.5,Valid,C,1,0,59.5,Valid,ug/m3,1.0,0.0,66.4,Valid,%,1,0,2021-04-30 16:15:00,41.6346,66.4,32.5,59.5,197.5
179.3,Valid,ug/m3,1.0,5.0,18.91,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.4,Valid,C,1,0,59.5,Valid,ug/m3,1.0,0.0,66.7,Valid,%,1,0,2021-04-30 16:30:00,40.75105,66.7,32.4,59.5,184.3
189.8,Valid,ug/m3,1.0,5.0,17.95,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.3,Valid,C,1,0,56.7,Valid,ug/m3,1.0,0.0,65.8,Valid,%,1,0,2021-04-30 16:45:00,38.682249999999996,65.8,32.3,56.7,194.8
174.1,Valid,ug/m3,1.0,5.0,17.11,PM25 Greater Than PM10,ug/m3,2.155,0.0,32.0,Valid,C,1,0,56.6,Valid,ug/m3,1.0,0.0,65.8,Valid,%,1,0,2021-04-30 17:00:00,36.872049999999994,65.8,32.0,56.6,179.1
159.9,Valid,ug/m3,1.0,5.0,15.34,PM25 Greater Than PM10,ug/m3,2.155,0.0,31.7,Valid,C,1,0,57.1,Valid,ug/m3,1.0,0.0,66.1,Valid,%,1,0,2021-04-30 17:15:00,33.0577,66.1,31.7,57.1,164.9
150.4,Valid,ug/m3,1.0,5.0,14.87,PM25 Greater Than PM10,ug/m3,2.155,0.0,31.3,Valid,C,1,0,50.2,Valid,ug/m3,1.0,0.0,66.7,Valid,%,1,0,2021-04-30 17:30:00,32.04485,66.7,31.3,50.2,155.4
