PM2_5,temp,humidity
57.19369999999999,23.9,90.2
57.17215,23.9,90.2
56.65494999999999,23.9,90.2
59.8228,23.9,90.3
73.93805,23.8,90.5
74.54145,23.8,90.6
69.0031,23.7,90.8
77.08435,23.6,91.0
80.70475,23.6,91.2
82.321,23.6,91.3
78.98074999999999,23.5,91.4
82.27789999999999,23.5,91.6
76.1577,23.5,91.7
69.97285,23.5,91.8
65.1672,23.5,91.9
56.43945,23.4,91.9
58.24965,23.4,92.0
59.62885,23.4,92.2
60.66324999999999,23.4,92.3
58.5298,23.4,92.3
60.31844999999999,23.4,92.3
60.81409999999999,23.5,92.2
62.62429999999999,23.6,92.0
61.5037,23.7,91.9
62.27949999999999,23.7,91.8
64.32675,23.9,91.6
64.26209999999999,24.0,91.5
65.46889999999999,24.1,91.4
67.3222,24.2,91.3
68.67985,24.3,91.2
67.77475,24.5,91.1
66.2447,24.6,90.6
66.0723,24.7,90.4
67.60235,24.7,90.6
68.098,24.8,90.6
65.5551,24.9,90.4
66.22314999999999,24.8,90.4
66.02919999999999,24.8,90.5
66.15849999999999,24.8,90.7
65.70594999999999,24.8,90.9
66.26625,24.7,90.9
67.49459999999999,24.7,91.1
66.43865,24.7,91.2
65.33959999999999,24.6,91.3
65.44735,24.6,91.5
68.42125,24.6,91.7
63.50784999999999,24.6,91.7
65.05945,24.6,91.7
67.5808,24.6,91.6
63.57249999999999,24.6,91.1
61.26664999999999,24.7,90.7
60.2107,24.7,90.5
56.00844999999999,24.6,90.0
57.1075,24.6,89.9
56.9351,24.6,89.7
56.91355,24.6,89.6
57.3661,24.6,89.3
60.38309999999999,24.6,89.1
58.76684999999999,24.7,88.8
57.6678,24.7,88.7
56.89199999999999,24.7,88.6
59.6073,24.7,88.4
61.3744,24.7,88.4
62.51655,24.7,88.5
62.08554999999999,24.7,88.6
59.84434999999999,24.7,88.7
60.38309999999999,24.6,88.7
60.87875,24.6,88.9
59.478,24.6,88.9
57.81864999999999,24.6,89.0
54.71545,24.6,89.0
51.46139999999999,24.5,89.2
48.53059999999999,24.5,89.3
48.4013,24.5,89.3
48.2289,24.5,89.4
47.58239999999999,24.4,89.6
49.06934999999999,24.4,89.8
52.0648,24.4,89.9
53.0992,24.4,90.0
51.8062,24.3,90.1
51.9786,24.3,90.2
51.2459,24.3,90.3
52.4096,24.3,90.4
54.19825,24.2,90.5
53.50864999999999,24.2,90.5
55.168,24.2,90.4
56.6765,24.2,90.6
57.6678,24.1,90.8
61.3313,24.0,91.0
65.2103,24.0,91.1
66.02919999999999,24.0,91.2
65.66284999999999,23.9,91.4
63.9173,23.9,91.5
63.61559999999999,23.9,91.6
67.49459999999999,23.9,91.7
68.37814999999999,23.9,91.8
68.529,23.9,91.9
66.3309,23.9,91.8
65.5551,23.9,91.8
64.3052,23.8,91.9
64.52069999999999,23.8,92.0
63.42164999999999,23.8,92.1
63.59405,23.8,92.2
63.33545,23.7,92.3
61.54679999999999,23.7,92.4
58.72375,23.7,92.3
54.71545,23.8,92.1
53.98275,23.8,92.1
56.2886,23.9,92.0
56.84889999999999,23.9,91.8
57.96949999999999,24.0,91.8
58.7884,24.0,91.9
58.0557,24.0,91.8
58.70219999999999,24.1,91.7
60.03829999999999,24.1,91.5
59.49954999999999,24.2,91.4
59.909,24.3,91.2
57.12905,24.4,91.0
55.3404,24.6,90.8
56.22395,24.7,90.6
60.01675,24.9,90.5
62.495,25.1,90.0
63.03375,25.2,89.7
63.0984,25.2,89.7
65.49045,25.3,90.1
66.80499999999999,25.6,89.4
68.098,25.9,88.6
65.77059999999999,26.0,88.0
66.15849999999999,26.1,87.8
62.1933,26.3,87.1
58.50824999999999,26.3,87.1
57.47385,26.6,86.9
57.96949999999999,26.9,85.9
58.72375,27.1,85.2
58.93925,27.1,84.8
54.41374999999999,27.0,84.7
53.68104999999999,26.9,85.2
55.40505,26.9,85.1
55.168,26.8,85.1
54.95249999999999,26.7,85.5
59.19785,26.7,85.6
58.70219999999999,26.6,85.5
54.11205,26.6,85.2
53.55175,26.5,85.3
54.45685,26.5,85.6
58.16344999999999,26.5,85.7
