Unnamed: 0,datetime,cntErrSD,cntErrLte,cntErrWifi,humidity,temp,perBat,CO,NO2,SO2,PM10_0,PM2_5,PM1_0
0,2021-07-14 23:58:55,38419,197,12806,61.6,32.7,63.93,-274.9608,-0.4512,-0.1689,15.2,12.3,11.5
1,2021-07-14 23:58:45,38418,197,12806,62.9,32.6,63.78,-275.0072,-0.4523,-0.1659,15.1,12.5,11.7
2,2021-07-14 23:58:35,38417,197,12805,62.9,32.6,63.75,-274.7171,-0.4523,-0.1682,15.1,12.5,11.7
3,2021-07-14 23:58:25,38416,197,12805,62.9,32.6,63.79,-274.2993,-0.4512,-0.1664,15.1,12.5,11.7
4,2021-07-14 23:58:15,38415,197,12805,62.9,32.6,63.78,-273.4869,-0.4512,-0.1674,15.1,12.5,11.7
5,2021-07-14 23:58:05,38414,197,12804,62.9,32.6,63.77,-273.6958,-0.4523,-0.1664,15.1,12.5,11.7
6,2021-07-14 23:57:55,38413,197,12804,62.9,32.6,63.75,-275.0188,-0.4523,-0.1666,15.1,12.5,11.7
7,2021-07-14 23:57:45,38412,197,12804,62.9,32.6,63.72,-273.6494,-0.4523,-0.1661,15.1,12.5,11.7
8,2021-07-14 23:57:35,38411,197,12803,62.9,32.6,63.77,-275.5295,-0.4523,-0.1694,15.1,12.5,11.7
9,2021-07-14 23:57:25,38410,197,12803,62.9,32.6,63.82,-274.4966,-0.4523,-0.1672,15.1,12.5,11.7
10,2021-07-14 23:57:15,38409,197,12803,61.6,32.7,63.71,-274.868,-0.4512,-0.1677,15.2,12.3,11.5
11,2021-07-14 23:57:05,38408,197,12802,62.9,32.6,63.67,-274.5082,-0.4512,-0.1682,15.1,12.5,11.7
12,2021-07-14 23:56:55,38407,197,12802,62.9,32.6,63.71,-273.9395,-0.4512,-0.1682,15.1,12.5,11.7
13,2021-07-14 23:56:45,38406,197,12802,62.9,32.6,63.61,-273.6494,-0.4523,-0.1646,15.1,12.5,11.7
14,2021-07-14 23:56:35,38405,197,12801,63.0,32.6,63.6,-273.6842,-0.4523,-0.1664,15.1,12.5,11.8
15,2021-07-14 23:56:25,38404,197,12801,62.9,32.6,63.56,-273.8119,-0.4523,-0.1661,15.1,12.5,11.7
16,2021-07-14 23:56:15,38403,197,12801,62.9,32.6,63.56,-272.8486,-0.4523,-0.1677,15.1,12.5,11.7
17,2021-07-14 23:56:05,38402,197,12800,62.9,32.6,63.61,-273.9047,-0.4523,-0.1674,15.1,12.5,11.7
18,2021-07-14 23:55:55,38401,197,12800,62.9,32.6,63.64,-272.9763,-0.4523,-0.1672,15.1,12.5,11.7
19,2021-07-14 23:55:45,38400,197,12800,62.9,32.6,63.6,-273.4637,-0.4523,-0.1661,15.1,12.5,11.7
20,2021-07-14 23:55:35,38399,197,12799,61.6,32.7,63.61,-273.8003,-0.4512,-0.1674,15.2,12.3,11.5
21,2021-07-14 23:55:25,38398,197,12799,63.0,32.6,63.63,-273.2548,-0.4512,-0.1687,15.1,12.5,11.8
22,2021-07-14 23:55:15,38397,197,12799,63.0,32.6,63.63,-273.0227,-0.4523,-0.1646,15.1,12.5,11.8
23,2021-07-14 23:55:05,38396,197,12798,63.0,32.6,63.71,-274.0324,-0.4523,-0.1692,15.1,12.5,11.8
24,2021-07-14 23:54:55,38395,197,12798,63.0,32.6,63.74,-274.2065,-0.4512,-0.1636,15.1,12.5,11.8
25,2021-07-14 23:54:44,38394,197,12798,63.0,32.6,63.74,-273.8931,-0.4512,-0.1672,15.1,12.5,11.8
26,2021-07-14 23:54:34,38393,197,12797,63.0,32.6,63.78,-272.9531,-0.4523,-0.1682,15.1,12.5,11.8
27,2021-07-14 23:54:24,38392,197,12797,63.0,32.6,63.78,-273.5218,-0.4523,-0.1677,15.1,12.5,11.8
28,2021-07-14 23:54:14,38391,197,12797,63.0,32.6,63.77,-273.1504,-0.4512,-0.1649,15.1,12.5,11.8
29,2021-07-14 23:54:04,38390,197,12796,62.9,32.6,63.78,-273.3245,-0.4523,-0.1649,15.1,12.5,11.7
30,2021-07-14 23:53:54,38389,197,12796,61.6,32.7,63.85,-272.8719,-0.4523,-0.1644,15.2,12.3,11.5
31,2021-07-14 23:53:44,38388,197,12796,62.9,32.6,63.92,-273.22,-0.4523,-0.1682,15.1,12.5,11.7
32,2021-07-14 23:53:34,38387,197,12795,62.9,32.6,63.85,-273.3012,-0.4523,-0.1656,15.1,12.5,11.7
33,2021-07-14 23:53:24,38386,197,12795,62.9,32.6,63.86,-274.0672,-0.4512,-0.1674,15.1,12.5,11.7
34,2021-07-14 23:53:14,38385,197,12795,62.9,32.6,63.86,-273.9511,-0.4523,-0.1669,15.1,12.5,11.7
35,2021-07-14 23:53:04,38384,197,12794,62.9,32.6,63.88,-274.6126,-0.4523,-0.1644,15.1,12.5,11.7
36,2021-07-14 23:52:54,38383,197,12794,63.0,32.6,63.84,-273.8003,-0.4523,-0.1644,15.1,12.5,11.8
37,2021-07-14 23:52:44,38382,197,12794,63.0,32.6,63.85,-273.3477,-0.4523,-0.1672,15.1,12.5,11.8
38,2021-07-14 23:52:34,38381,197,12793,63.0,32.6,63.82,-273.3709,-0.4523,-0.1633,15.1,12.5,11.8
39,2021-07-14 23:52:24,38380,197,12793,61.7,32.7,63.85,-273.4521,-0.4512,-0.1692,15.2,12.3,11.5
40,2021-07-14 23:52:14,38379,197,12793,63.0,32.6,63.84,-273.3012,-0.4512,-0.1679,15.1,12.5,11.8
41,2021-07-14 23:52:04,38378,197,12792,63.0,32.6,63.84,-273.4289,-0.4523,-0.1677,15.1,12.5,11.8
42,2021-07-14 23:51:54,38377,197,12792,63.0,32.6,63.89,-273.603,-0.4523,-0.1654,15.1,12.5,11.8
43,2021-07-14 23:51:44,38376,197,12792,63.0,32.6,63.93,-273.0575,-0.4512,-0.1682,15.1,12.5,11.8
44,2021-07-14 23:51:34,38375,197,12791,63.0,32.6,63.88,-273.8235,-0.4523,-0.1654,15.1,12.5,11.8
45,2021-07-14 23:51:24,38374,197,12791,63.0,32.6,63.85,-273.7422,-0.4523,-0.1659,15.1,12.5,11.8
46,2021-07-14 23:51:14,38373,197,12791,63.0,32.6,63.92,-273.4985,-0.4512,-0.1626,15.1,12.5,11.8
47,2021-07-14 23:51:04,38372,197,12790,63.0,32.6,63.89,-273.6146,-0.4512,-0.1656,15.1,12.5,11.8
48,2021-07-14 23:50:54,38371,197,12790,63.0,32.6,63.96,-272.9763,-0.4512,-0.1661,15.1,12.5,11.8
49,2021-07-14 23:50:44,38370,197,12790,61.6,32.7,63.95,-273.5218,-0.4512,-0.1677,15.2,12.3,11.5
50,2021-07-14 23:50:34,38369,197,12789,63.0,32.6,63.99,-273.5914,-0.4512,-0.1664,15.1,12.5,11.8
51,2021-07-14 23:50:24,38368,197,12789,63.0,32.6,63.96,-273.7538,-0.4512,-0.1659,15.1,12.5,11.8
52,2021-07-14 23:50:14,38367,197,12789,63.0,32.6,63.99,-272.5353,-0.4512,-0.1664,15.1,12.5,11.8
53,2021-07-14 23:50:04,38366,197,12788,63.0,32.6,63.95,-273.9744,-0.4523,-0.1654,15.1,12.5,11.8
54,2021-07-14 23:49:54,38365,197,12788,63.0,32.6,63.96,-273.278,-0.4512,-0.1664,15.1,12.5,11.8
55,2021-07-14 23:49:44,38364,197,12788,63.0,32.6,64.02,-273.3128,-0.4512,-0.1666,15.1,12.5,11.8
56,2021-07-14 23:49:34,38363,197,12787,63.0,32.6,63.95,-272.9183,-0.4512,-0.1651,15.1,12.5,11.8
57,2021-07-14 23:49:24,38362,197,12787,63.0,32.6,63.9,-272.6165,-0.4512,-0.1641,15.1,12.5,11.8
58,2021-07-14 23:49:14,38361,197,12787,61.6,32.7,63.84,-273.0343,-0.4512,-0.1649,15.2,12.3,11.5
59,2021-07-14 23:49:04,38360,197,12786,63.0,32.6,63.79,-273.4521,-0.4512,-0.1666,15.1,12.5,11.8
60,2021-07-14 23:48:54,38359,197,12786,63.0,32.6,63.78,-272.7442,-0.4512,-0.1682,15.1,12.5,11.8
61,2021-07-14 23:48:44,38358,197,12786,63.0,32.6,63.81,-272.4192,-0.4512,-0.1672,15.1,12.5,11.8
62,2021-07-14 23:48:34,38357,197,12785,63.0,32.6,63.82,-272.8022,-0.4512,-0.1672,15.1,12.5,11.8
63,2021-07-14 23:48:24,38356,197,12785,63.0,32.6,63.85,-273.4057,-0.4512,-0.1666,15.1,12.5,11.8
64,2021-07-14 23:48:14,38355,197,12785,63.0,32.6,63.82,-272.3612,-0.4512,-0.1664,15.1,12.5,11.8
65,2021-07-14 23:48:04,38354,197,12784,63.0,32.6,63.78,-273.1039,-0.4512,-0.1672,15.1,12.5,11.8
66,2021-07-14 23:47:54,38353,197,12784,63.0,32.6,63.82,-272.1175,-0.4512,-0.1666,15.1,12.5,11.8
67,2021-07-14 23:47:44,38352,197,12784,63.0,32.6,63.88,-272.454,-0.4512,-0.1641,15.1,12.5,11.8
68,2021-07-14 23:47:34,38351,197,12783,61.6,32.7,63.93,-273.4405,-0.4512,-0.1636,15.2,12.3,11.5
69,2021-07-14 23:47:24,38350,197,12783,63.0,32.6,63.93,-273.3245,-0.4512,-0.1669,15.1,12.5,11.8
70,2021-07-14 23:47:14,38349,197,12783,63.0,32.6,63.93,-273.0575,-0.4512,-0.1644,15.1,12.5,11.8
71,2021-07-14 23:47:04,38348,197,12782,62.9,32.6,63.9,-273.4289,-0.4512,-0.1656,15.1,12.5,11.7
72,2021-07-14 23:46:54,38347,197,12782,62.9,32.6,63.88,-272.5469,-0.4512,-0.1669,15.1,12.5,11.7
73,2021-07-14 23:46:44,38346,197,12782,62.9,32.6,63.81,-271.6533,-0.4512,-0.1656,15.1,12.5,11.7
74,2021-07-14 23:46:34,38345,197,12781,62.9,32.6,63.84,-271.3748,-0.4512,-0.1672,15.1,12.5,11.7
75,2021-07-14 23:46:24,38344,197,12781,62.9,32.6,63.85,-271.6533,-0.4512,-0.1666,15.1,12.5,11.7
76,2021-07-14 23:46:14,38343,197,12781,62.9,32.6,63.84,-272.6049,-0.4512,-0.1679,15.1,12.5,11.7
77,2021-07-14 23:46:04,38342,197,12780,62.9,32.6,63.86,-272.3728,-0.4512,-0.1664,15.1,12.5,11.7
78,2021-07-14 23:45:54,38341,197,12780,61.6,32.7,63.85,-272.1291,-0.4512,-0.1674,15.2,12.3,11.5
79,2021-07-14 23:45:44,38340,197,12780,62.9,32.6,63.84,-272.28,-0.4512,-0.1672,15.1,12.5,11.7
80,2021-07-14 23:45:34,38339,197,12779,62.9,32.6,63.79,-272.5817,-0.4512,-0.1628,15.1,12.5,11.7
81,2021-07-14 23:45:24,38338,197,12779,62.9,32.6,63.82,-272.3728,-0.4512,-0.1651,15.1,12.5,11.7
82,2021-07-14 23:45:14,38337,197,12779,63.0,32.6,63.78,-272.9647,-0.4512,-0.1649,15.1,12.5,11.8
83,2021-07-14 23:45:04,38336,197,12778,62.9,32.6,63.85,-272.9763,-0.4512,-0.1639,15.1,12.5,11.7
84,2021-07-14 23:44:54,38335,197,12778,62.9,32.6,63.86,-271.955,-0.4512,-0.1654,15.1,12.5,11.7
85,2021-07-14 23:44:44,38334,197,12778,62.9,32.6,63.85,-272.1523,-0.4512,-0.1669,15.1,12.5,11.7
86,2021-07-14 23:44:34,38333,197,12777,62.9,32.6,63.88,-272.5585,-0.4512,-0.1669,15.1,12.5,11.7
87,2021-07-14 23:44:24,38332,197,12777,61.6,32.7,63.82,-272.4076,-0.4512,-0.1677,15.2,12.3,11.5
88,2021-07-14 23:44:14,38331,197,12777,62.9,32.6,63.82,-272.0827,-0.4512,-0.1666,15.1,12.5,11.7
89,2021-07-14 23:44:04,38330,197,12776,62.9,32.6,63.9,-274.0208,-0.4512,-0.1669,15.1,12.5,11.7
90,2021-07-14 23:43:54,38329,197,12776,62.9,32.6,63.92,-273.0111,-0.4512,-0.1664,15.1,12.5,11.7
91,2021-07-14 23:43:44,38328,197,12776,62.9,32.6,63.89,-272.6049,-0.4512,-0.1677,15.1,12.5,11.7
92,2021-07-14 23:43:34,38327,197,12775,62.9,32.6,63.95,-273.3593,-0.4512,-0.1664,15.1,12.5,11.7
93,2021-07-14 23:43:24,38326,197,12775,62.9,32.6,63.88,-272.4773,-0.4512,-0.1677,15.1,12.5,11.7
94,2021-07-14 23:43:14,38325,197,12775,62.8,32.6,63.85,-272.3496,-0.4512,-0.1664,15.1,12.4,11.7
95,2021-07-14 23:43:04,38324,197,12774,62.8,32.6,63.93,-272.8719,-0.4512,-0.1659,15.1,12.4,11.7
96,2021-07-14 23:42:54,38323,197,12774,62.8,32.6,63.96,-271.8738,-0.4512,-0.1669,15.1,12.4,11.7
97,2021-07-14 23:42:44,38322,197,12774,61.5,32.7,64.02,-271.5024,-0.4512,-0.1669,15.2,12.3,11.5
98,2021-07-14 23:42:34,38321,197,12773,62.8,32.6,64.02,-271.6068,-0.4512,-0.1664,15.1,12.4,11.7
99,2021-07-14 23:42:24,38320,197,12773,62.8,32.6,63.97,-272.3844,-0.4512,-0.1697,15.1,12.4,11.7
100,2021-07-14 23:42:14,38319,197,12773,62.8,32.6,63.97,-272.6165,-0.4512,-0.1644,15.1,12.4,11.7
101,2021-07-14 23:42:04,38318,197,12772,62.8,32.6,63.99,-272.454,-0.4512,-0.1674,15.1,12.4,11.7
102,2021-07-14 23:41:54,38317,197,12772,62.8,32.6,63.95,-272.4192,-0.4512,-0.1661,15.1,12.4,11.7
103,2021-07-14 23:41:44,38316,197,12772,62.8,32.6,63.97,-273.6146,-0.4512,-0.1649,15.1,12.4,11.7
104,2021-07-14 23:41:34,38315,197,12771,62.8,32.6,64.0,-273.1272,-0.4512,-0.1674,15.1,12.4,11.7
105,2021-07-14 23:41:24,38314,197,12771,62.8,32.6,63.95,-271.9318,-0.4512,-0.1659,15.1,12.4,11.7
106,2021-07-14 23:41:14,38313,197,12771,62.8,32.6,63.88,-272.1407,-0.4512,-0.1679,15.1,12.4,11.7
107,2021-07-14 23:41:04,38312,197,12770,61.5,32.7,63.9,-272.454,-0.4512,-0.1677,15.2,12.3,11.5
108,2021-07-14 23:40:54,38311,197,12770,62.8,32.6,63.89,-273.5682,-0.4512,-0.1672,15.1,12.4,11.7
109,2021-07-14 23:40:44,38310,197,12770,62.8,32.6,63.9,-273.5682,-0.4512,-0.1682,15.1,12.4,11.7
110,2021-07-14 23:40:34,38309,197,12769,62.8,32.6,63.92,-272.6978,-0.4512,-0.1699,15.1,12.4,11.7
111,2021-07-14 23:40:24,38308,197,12769,62.8,32.6,63.93,-272.1987,-0.4512,-0.1669,15.1,12.4,11.7
112,2021-07-14 23:40:14,38307,197,12769,62.8,32.6,63.9,-272.0943,-0.4512,-0.1672,15.1,12.4,11.7
113,2021-07-14 23:40:04,38306,197,12768,62.8,32.6,63.88,-271.7693,-0.4512,-0.1656,15.1,12.4,11.7
114,2021-07-14 23:39:54,38305,197,12768,62.8,32.6,63.85,-271.7229,-0.4512,-0.1661,15.1,12.4,11.7
115,2021-07-14 23:39:44,38304,197,12768,62.8,32.6,63.89,-271.5604,-0.4512,-0.1664,15.1,12.4,11.7
116,2021-07-14 23:39:34,38303,197,12767,62.8,32.6,63.92,-272.1755,-0.4512,-0.1682,15.1,12.4,11.7
117,2021-07-14 23:39:24,38302,197,12767,61.5,32.7,63.86,-272.6629,-0.4512,-0.1659,15.2,12.3,11.5
118,2021-07-14 23:39:14,38301,197,12767,62.8,32.6,63.89,-272.28,-0.4512,-0.1677,15.1,12.4,11.7
119,2021-07-14 23:39:04,38300,197,12766,62.8,32.6,63.82,-271.7577,-0.4512,-0.1674,15.1,12.4,11.7
120,2021-07-14 23:38:54,38299,197,12766,62.8,32.7,63.85,-272.8022,-0.4512,-0.1656,15.2,12.5,11.7
121,2021-07-14 23:38:44,38298,197,12766,62.8,32.6,63.78,-272.3032,-0.4512,-0.1682,15.1,12.4,11.7
122,2021-07-14 23:38:34,38297,197,12765,62.8,32.6,63.82,-272.8719,-0.4512,-0.1679,15.1,12.4,11.7
123,2021-07-14 23:38:24,38296,197,12765,62.8,32.6,63.86,-273.7307,-0.4512,-0.1679,15.1,12.4,11.7
124,2021-07-14 23:38:14,38295,197,12765,62.8,32.7,63.9,-272.7094,-0.4512,-0.1661,15.2,12.5,11.7
125,2021-07-14 23:38:04,38294,197,12764,62.7,32.6,63.92,-273.2548,-0.4512,-0.1689,15.1,12.4,11.7
126,2021-07-14 23:37:54,38293,197,12764,61.5,32.7,63.95,-273.16200000000003,-0.4512,-0.1659,15.2,12.3,11.5
127,2021-07-14 23:37:44,38292,197,12764,62.7,32.6,63.92,-273.1156,-0.4512,-0.1672,15.1,12.4,11.7
128,2021-07-14 23:37:34,38291,197,12763,62.8,32.6,63.93,-273.0691,-0.4512,-0.1649,15.1,12.4,11.7
129,2021-07-14 23:37:24,38290,197,12763,62.8,32.6,64.04,-273.4985,-0.4512,-0.1661,15.1,12.4,11.7
130,2021-07-14 23:37:14,38289,197,12763,62.8,32.6,64.03,-272.454,-0.4512,-0.1669,15.1,12.4,11.7
131,2021-07-14 23:37:04,38288,197,12762,62.8,32.7,64.09,-272.4424,-0.4512,-0.1699,15.2,12.5,11.7
132,2021-07-14 23:36:54,38287,197,12762,62.7,32.6,64.13,-271.6649,-0.4512,-0.1677,15.1,12.4,11.7
133,2021-07-14 23:36:44,38286,197,12762,62.7,32.7,64.15,-273.3941,-0.4512,-0.1669,15.2,12.5,11.7
134,2021-07-14 23:36:34,38285,197,12761,62.6,32.6,64.15,-273.3361,-0.4512,-0.1707,15.1,12.4,11.7
135,2021-07-14 23:36:25,38284,197,12761,62.7,32.7,64.14,-272.5121,-0.4512,-0.1677,15.2,12.5,11.7
136,2021-07-14 23:36:15,38283,197,12761,61.5,32.7,64.09,-272.4076,-0.4512,-0.1669,15.2,12.3,11.5
137,2021-07-14 23:36:05,38282,197,12760,62.7,32.6,64.07,-271.8622,-0.4512,-0.1656,15.1,12.4,11.7
138,2021-07-14 23:35:55,38281,197,12760,62.7,32.7,64.1,-272.2103,-0.4512,-0.1684,15.2,12.5,11.7
139,2021-07-14 23:35:45,38280,197,12760,62.6,32.7,64.07,-272.4424,-0.4512,-0.1656,15.2,12.4,11.7
140,2021-07-14 23:35:35,38279,197,12759,62.6,32.7,64.03,-271.8041,-0.4512,-0.1677,15.2,12.4,11.7
141,2021-07-14 23:35:25,38278,197,12759,62.6,32.7,64.07,-272.2451,-0.4512,-0.1689,15.2,12.4,11.7
142,2021-07-14 23:35:15,38277,197,12759,62.6,32.7,64.04,-272.4308,-0.4512,-0.1661,15.2,12.4,11.7
143,2021-07-14 23:35:05,38276,197,12758,62.6,32.7,63.97,-271.9898,-0.4512,-0.1677,15.2,12.4,11.7
144,2021-07-14 23:34:55,38275,197,12758,62.6,32.7,63.97,-271.8854,-0.4512,-0.1664,15.2,12.4,11.7
145,2021-07-14 23:34:45,38274,197,12758,62.6,32.7,63.93,-271.7925,-0.4512,-0.1684,15.2,12.4,11.7
146,2021-07-14 23:34:35,38273,197,12757,61.4,32.8,63.97,-271.955,-0.4512,-0.1682,15.2,12.3,11.5
147,2021-07-14 23:34:25,38272,197,12757,62.6,32.7,64.02,-272.721,-0.4512,-0.1674,15.2,12.4,11.7
148,2021-07-14 23:34:14,38271,197,12757,62.6,32.7,63.93,-273.16200000000003,-0.4512,-0.1679,15.2,12.4,11.7
149,2021-07-14 23:34:04,38270,197,12756,62.6,32.7,63.93,-272.1871,-0.4512,-0.1669,15.2,12.4,11.7
150,2021-07-14 23:33:54,38269,197,12756,62.6,32.7,63.89,-272.8254,-0.4512,-0.1672,15.2,12.4,11.7
151,2021-07-14 23:33:44,38268,197,12756,62.6,32.7,63.89,-272.8486,-0.4512,-0.1689,15.2,12.4,11.7
152,2021-07-14 23:33:34,38267,197,12755,62.6,32.7,63.9,-271.7113,-0.4512,-0.1661,15.2,12.4,11.7
153,2021-07-14 23:33:24,38266,197,12755,62.6,32.7,63.93,-272.0014,-0.4512,-0.1669,15.2,12.4,11.7
154,2021-07-14 23:33:14,38265,197,12755,62.6,32.7,63.97,-272.1639,-0.4512,-0.1649,15.2,12.4,11.7
155,2021-07-14 23:33:04,38264,197,12754,62.6,32.7,64.0,-273.1272,-0.4512,-0.1659,15.2,12.4,11.7
156,2021-07-14 23:32:54,38263,197,12754,61.4,32.8,63.99,-272.33799999999997,-0.4512,-0.1669,15.2,12.3,11.5
157,2021-07-14 23:32:44,38262,197,12754,62.6,32.7,63.92,-272.6049,-0.4512,-0.1674,15.2,12.4,11.7
158,2021-07-14 23:32:34,38261,197,12753,62.6,32.7,63.97,-272.3032,-0.4512,-0.1666,15.2,12.4,11.7
159,2021-07-14 23:32:24,38260,197,12753,62.5,32.7,63.95,-271.3864,-0.4512,-0.1656,15.2,12.4,11.7
160,2021-07-14 23:32:14,38259,197,12753,62.6,32.7,64.0,-271.2007,-0.4512,-0.1669,15.2,12.4,11.7
161,2021-07-14 23:32:04,38258,197,12752,62.6,32.7,64.02,-272.8254,-0.4512,-0.1702,15.2,12.4,11.7
162,2021-07-14 23:31:54,38257,197,12752,62.6,32.7,64.03,-271.2819,-0.4512,-0.1669,15.2,12.4,11.7
163,2021-07-14 23:31:44,38256,197,12752,62.5,32.7,64.04,-272.5701,-0.4512,-0.1679,15.2,12.4,11.7
164,2021-07-14 23:31:34,38255,197,12751,62.5,32.7,63.92,-271.4328,-0.4512,-0.1677,15.2,12.4,11.7
165,2021-07-14 23:31:24,38254,197,12751,62.5,32.7,63.89,-271.5024,-0.4512,-0.1669,15.2,12.4,11.7
166,2021-07-14 23:31:14,38253,197,12751,61.4,32.8,63.97,-271.8274,-0.4512,-0.1669,15.2,12.3,11.5
167,2021-07-14 23:31:04,38252,197,12750,62.5,32.7,63.99,-271.9086,-0.4512,-0.1651,15.2,12.4,11.7
168,2021-07-14 23:30:54,38251,197,12750,62.5,32.7,63.99,-271.131,-0.4512,-0.1659,15.2,12.4,11.7
169,2021-07-14 23:30:44,38250,197,12750,62.5,32.7,64.03,-271.5372,-0.4512,-0.1661,15.2,12.4,11.7
170,2021-07-14 23:30:34,38249,197,12749,62.5,32.7,64.07,-271.1542,-0.4512,-0.1661,15.2,12.4,11.7
171,2021-07-14 23:30:24,38248,197,12749,62.5,32.7,63.99,-271.1078,-0.4512,-0.1636,15.2,12.4,11.7
172,2021-07-14 23:30:14,38247,197,12749,62.5,32.7,63.89,-271.5952,-0.4512,-0.1669,15.2,12.4,11.7
173,2021-07-14 23:30:04,38246,197,12748,62.5,32.7,63.88,-272.4424,-0.4512,-0.1682,15.2,12.4,11.7
174,2021-07-14 23:29:54,38245,197,12748,62.5,32.7,63.97,-272.3264,-0.4512,-0.1669,15.2,12.4,11.7
175,2021-07-14 23:29:44,38244,197,12748,62.5,32.7,64.02,-271.6997,-0.4512,-0.1677,15.2,12.4,11.7
176,2021-07-14 23:29:34,38243,197,12747,61.3,32.8,63.95,-271.131,-0.4512,-0.1664,15.2,12.3,11.5
177,2021-07-14 23:29:24,38242,197,12747,62.5,32.7,64.0,-271.9434,-0.4512,-0.1659,15.2,12.4,11.7
178,2021-07-14 23:29:14,38241,197,12747,62.5,32.7,64.06,-272.222,-0.4512,-0.1672,15.2,12.4,11.7
179,2021-07-14 23:29:04,38240,197,12746,62.5,32.8,64.0,-272.4076,-0.4512,-0.1636,15.2,12.4,11.7
180,2021-07-14 23:28:54,38239,197,12746,62.5,32.8,63.99,-272.6862,-0.4512,-0.1656,15.2,12.5,11.7
181,2021-07-14 23:28:44,38238,197,12746,62.5,32.8,64.11,-272.9763,-0.4512,-0.1654,15.2,12.4,11.7
182,2021-07-14 23:28:34,38237,197,12745,62.5,32.8,64.2,-272.3844,-0.4512,-0.1664,15.2,12.4,11.7
183,2021-07-14 23:28:24,38236,197,12745,62.5,32.8,64.18,-272.2916,-0.4512,-0.1656,15.2,12.4,11.7
184,2021-07-14 23:28:14,38235,197,12745,62.5,32.8,64.1,-272.3264,-0.4512,-0.1694,15.2,12.4,11.7
185,2021-07-14 23:28:04,38234,197,12744,62.5,32.7,64.06,-272.779,-0.4512,-0.1666,15.2,12.4,11.7
186,2021-07-14 23:27:54,38233,197,12744,61.3,32.9,63.99,-273.2664,-0.4512,-0.1651,15.2,12.3,11.5
187,2021-07-14 23:27:44,38232,197,12744,62.5,32.8,63.99,-273.278,-0.4512,-0.1649,15.2,12.4,11.7
188,2021-07-14 23:27:34,38231,197,12743,62.5,32.7,63.95,-272.6513,-0.4512,-0.1651,15.2,12.4,11.7
189,2021-07-14 23:27:24,38230,197,12743,62.5,32.8,64.02,-273.1388,-0.4512,-0.1654,15.2,12.4,11.7
190,2021-07-14 23:27:14,38229,197,12743,62.5,32.8,63.97,-273.1852,-0.4512,-0.1654,15.2,12.4,11.7
191,2021-07-14 23:27:04,38228,197,12742,62.4,32.7,63.86,-272.6862,-0.4512,-0.1666,15.2,12.4,11.7
192,2021-07-14 23:26:55,38227,197,12742,62.4,32.8,63.81,-273.3941,-0.4512,-0.1659,15.2,12.4,11.7
193,2021-07-14 23:26:45,38226,197,12742,62.4,32.7,63.78,-271.8622,-0.4512,-0.1641,15.2,12.4,11.7
194,2021-07-14 23:26:34,38225,197,12741,62.4,32.8,63.85,-272.3844,-0.4512,-0.1649,15.2,12.4,11.7
195,2021-07-14 23:26:25,38224,197,12741,61.3,32.9,63.9,-271.7461,-0.4512,-0.1649,15.2,12.3,11.5
196,2021-07-14 23:26:15,38223,197,12741,62.4,32.8,63.99,-272.3844,-0.4512,-0.1636,15.2,12.4,11.7
197,2021-07-14 23:26:05,38222,197,12740,62.4,32.8,64.02,-271.9318,-0.4512,-0.1666,15.2,12.4,11.7
198,2021-07-14 23:25:55,38221,197,12740,62.4,32.8,63.95,-272.1987,-0.4512,-0.1674,15.2,12.4,11.7
199,2021-07-14 23:25:45,38220,197,12740,62.4,32.8,63.92,-271.8854,-0.4512,-0.1651,15.2,12.4,11.7
200,2021-07-14 23:25:35,38219,197,12739,62.4,32.8,63.93,-272.3148,-0.4512,-0.1651,15.2,12.4,11.7
201,2021-07-14 23:25:25,38218,197,12739,62.4,32.8,63.9,-272.454,-0.4512,-0.1646,15.2,12.4,11.7
202,2021-07-14 23:25:15,38217,197,12739,62.3,32.8,63.99,-271.6533,-0.4512,-0.1677,15.2,12.4,11.7
203,2021-07-14 23:25:05,38216,197,12738,62.4,32.8,63.99,-272.3496,-0.4512,-0.1669,15.2,12.4,11.7
204,2021-07-14 23:24:55,38215,197,12738,62.4,32.8,63.95,-272.5701,-0.4512,-0.1626,15.2,12.4,11.7
205,2021-07-14 23:24:45,38214,197,12738,61.3,32.9,63.92,-272.1871,-0.4512,-0.1679,15.2,12.3,11.5
206,2021-07-14 23:24:35,38213,197,12737,62.4,32.8,63.9,-272.8486,-0.4512,-0.1656,15.2,12.4,11.7
207,2021-07-14 23:24:25,38212,197,12737,62.3,32.8,63.85,-271.8854,-0.4512,-0.1679,15.2,12.4,11.7
208,2021-07-14 23:24:15,38211,197,12737,62.4,32.8,63.86,-272.3612,-0.4512,-0.1633,15.2,12.4,11.7
209,2021-07-14 23:24:05,38210,197,12736,62.4,32.8,63.84,-272.0247,-0.4512,-0.1674,15.2,12.4,11.7
210,2021-07-14 23:23:55,38209,197,12736,62.4,32.8,63.82,-272.1407,-0.4512,-0.1672,15.2,12.4,11.7
211,2021-07-14 23:23:45,38208,197,12736,62.3,32.8,63.86,-271.4328,-0.4512,-0.1623,15.2,12.4,11.7
212,2021-07-14 23:23:35,38207,197,12735,62.4,32.9,63.81,-272.6978,-0.4512,-0.1633,15.2,12.4,11.7
213,2021-07-14 23:23:25,38206,197,12735,62.3,32.8,63.88,-272.1871,-0.4512,-0.1651,15.2,12.4,11.7
