HUM-PreScaled,HUM-PreScaledFlags,HUM-Unit,HUM-Slope,HUM-Offset,PM2.5-PreScaled,PM2.5-PreScaledFlags,PM2.5-Unit,PM2.5-Slope,PM2.5-Offset,TEMP-PreScaled,TEMP-PreScaledFlags,TEMP-Unit,TEMP-Slope,TEMP-Offset,NO2-PreScaled,NO2-PreScaledFlags,NO2-Unit,NO2-Slope,NO2-Offset,O3-PreScaled,O3-PreScaledFlags,O3-Unit,O3-Slope,O3-Offset,datetime,PM2_5,humidity,temp,NO2,O3
75.2,Valid,%,1,0,37.94,Valid,ug/m3,1.466,0.0,24.7,Valid,C,1,0,,Optimising,,,,,Optimising,,,,2021-02-22 17:45:00,55.620039999999996,75.2,24.7,,
75.3,Valid,%,1,0,34.39,Valid,ug/m3,1.466,0.0,24.4,Valid,C,1,0,,Optimising,,,,,Optimising,,,,2021-02-22 18:00:00,50.41574,75.3,24.4,,
75.3,Valid,%,1,0,29.75,Valid,ug/m3,1.466,0.0,24.2,Valid,C,1,0,,Optimising,,,,,Optimising,,,,2021-02-22 18:15:00,43.6135,75.3,24.2,,
75.5,Valid,%,1,0,29.94,Valid,ug/m3,1.466,0.0,24.0,Valid,C,1,0,,Optimising,,,,,Optimising,,,,2021-02-22 18:30:00,43.89204,75.5,24.0,,
76.0,Valid,%,1,0,31.47,PM25 Greater Than PM10,ug/m3,1.466,0.0,23.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 18:45:00,46.13502,76.0,23.7,,
76.4,Valid,%,1,0,30.51,Valid,ug/m3,1.466,0.0,23.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 19:00:00,44.72766,76.4,23.6,,
76.7,Valid,%,1,0,27.78,Valid,ug/m3,1.466,0.0,23.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 19:15:00,40.72548,76.7,23.5,,
77.1,Valid,%,1,0,26.45,Valid,ug/m3,1.466,0.0,23.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 19:30:00,38.7757,77.1,23.3,,
77.4,Valid,%,1,0,26.28,Valid,ug/m3,1.466,0.0,23.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 19:45:00,38.52648,77.4,23.2,,
77.7,Valid,%,1,0,26.88,Valid,ug/m3,1.466,0.0,23.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 20:00:00,39.406079999999996,77.7,23.2,,
78.0,Valid,%,1,0,27.35,PM25 Greater Than PM10,ug/m3,1.466,0.0,23.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 20:15:00,40.0951,78.0,23.1,,
78.3,Valid,%,1,0,25.72,Valid,ug/m3,1.466,0.0,23.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 20:30:00,37.70552,78.3,23.0,,
78.7,Valid,%,1,0,25.63,Valid,ug/m3,1.466,0.0,22.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 20:45:00,37.57358,78.7,22.9,,
78.9,Valid,%,1,0,26.71,Valid,ug/m3,1.466,0.0,22.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 21:00:00,39.15686,78.9,22.9,,
79.2,Valid,%,1,0,27.62,Valid,ug/m3,1.466,0.0,22.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 21:15:00,40.49092,79.2,22.8,,
79.4,Valid,%,1,0,31.5,Deliquescence,ug/m3,1.466,0.0,22.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 21:30:00,46.179,79.4,22.8,,
79.6,Valid,%,1,0,31.75,Deliquescence,ug/m3,1.466,0.0,22.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 21:45:00,46.5455,79.6,22.7,,
79.8,Valid,%,1,0,31.5,Valid,ug/m3,1.466,0.0,22.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 22:00:00,46.179,79.8,22.7,,
80.3,Valid,%,1,0,29.34,Valid,ug/m3,1.466,0.0,22.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 22:15:00,43.01244,80.3,22.7,,
80.8,Valid,%,1,0,29.06,Deliquescence,ug/m3,1.466,0.0,22.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 22:30:00,42.60196,80.8,22.6,,
81.1,Valid,%,1,0,27.6,Deliquescence,ug/m3,1.466,0.0,22.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 22:45:00,40.461600000000004,81.1,22.5,,
81.3,Valid,%,1,0,26.72,Valid,ug/m3,1.466,0.0,22.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 23:00:00,39.17152,81.3,22.5,,
81.6,Valid,%,1,0,31.24,Valid,ug/m3,1.466,0.0,22.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 23:15:00,45.797839999999994,81.6,22.4,,
82.1,Valid,%,1,0,33.18,Valid,ug/m3,1.466,0.0,22.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 23:30:00,48.64188,82.1,22.3,,
82.3,Valid,%,1,0,34.81,Deliquescence,ug/m3,1.466,0.0,22.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-22 23:45:00,51.03146,82.3,22.2,,
82.5,Valid,%,1,0,31.74,Valid,ug/m3,1.466,0.0,22.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 00:00:00,46.53084,82.5,22.1,,
82.8,Valid,%,1,0,31.5,Valid,ug/m3,1.466,0.0,22.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 00:15:00,46.179,82.8,22.0,,
83.2,Valid,%,1,0,31.54,Valid,ug/m3,1.466,0.0,21.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 00:30:00,46.23764,83.2,21.9,,
83.4,Valid,%,1,0,29.56,Valid,ug/m3,1.466,0.0,21.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 00:45:00,43.334959999999995,83.4,21.8,,
83.5,Valid,%,1,0,29.06,Valid,ug/m3,1.466,0.0,21.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 01:00:00,42.60196,83.5,21.8,,
83.7,Valid,%,1,0,27.83,Valid,ug/m3,1.466,0.0,21.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 01:15:00,40.798779999999994,83.7,21.7,,
83.9,Valid,%,1,0,27.57,Valid,ug/m3,1.466,0.0,21.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 01:30:00,40.41762,83.9,21.6,,
84.0,Valid,%,1,0,28.79,Valid,ug/m3,1.466,0.0,21.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 01:45:00,42.20614,84.0,21.5,,
84.1,Valid,%,1,0,29.7,Valid,ug/m3,1.466,0.0,21.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 02:00:00,43.5402,84.1,21.4,,
84.4,Valid,%,1,0,30.68,Valid,ug/m3,1.466,0.0,21.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 02:15:00,44.97688,84.4,21.3,,
84.8,Valid,%,1,0,33.25,Valid,ug/m3,1.466,0.0,21.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 02:30:00,48.7445,84.8,21.1,,
85.2,Valid,%,1,0,33.98,Deliquescence,ug/m3,1.466,0.0,21.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 02:45:00,49.814679999999996,85.2,21.0,,
85.5,Valid,%,1,0,36.4,Valid,ug/m3,1.466,0.0,20.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 03:00:00,53.362399999999994,85.5,20.9,,
85.7,Valid,%,1,0,38.09,Valid,ug/m3,1.466,0.0,20.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 03:15:00,55.839940000000006,85.7,20.9,,
85.6,Valid,%,1,0,38.1,Valid,ug/m3,1.466,0.0,20.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 03:30:00,55.8546,85.6,20.9,,
85.5,Valid,%,1,0,40.2,PM25 Greater Than PM10,ug/m3,1.466,0.0,20.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 03:45:00,58.93320000000001,85.5,20.9,,
85.3,Valid,%,1,0,39.31,PM25 Greater Than PM10,ug/m3,1.466,0.0,21.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 04:00:00,57.628460000000004,85.3,21.0,,
85.4,Valid,%,1,0,35.64,Valid,ug/m3,1.466,0.0,21.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 04:15:00,52.24824,85.4,21.0,,
85.7,Valid,%,1,0,35.78,Valid,ug/m3,1.466,0.0,20.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 04:30:00,52.45348,85.7,20.9,,
86.0,Valid,%,1,0,36.47,Valid,ug/m3,1.466,0.0,20.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 04:45:00,53.465019999999996,86.0,20.8,,
86.3,Valid,%,1,0,37.25,Valid,ug/m3,1.466,0.0,20.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 05:00:00,54.6085,86.3,20.8,,
86.6,Valid,%,1,0,40.29,Deliquescence,ug/m3,1.466,0.0,20.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 05:15:00,59.06514,86.6,20.8,,
86.7,Valid,%,1,0,44.67,Valid,ug/m3,1.466,0.0,20.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 05:30:00,65.48622,86.7,20.8,,
86.8,Valid,%,1,0,49.81,Valid,ug/m3,1.466,0.0,20.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 05:45:00,73.02146,86.8,20.8,,
86.8,Valid,%,1,0,43.71,PM25 Greater Than PM10,ug/m3,1.466,0.0,20.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 06:00:00,64.07886,86.8,20.8,,
86.8,Valid,%,1,0,40.95,PM25 Greater Than PM10,ug/m3,1.466,0.0,20.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 06:15:00,60.032700000000006,86.8,20.8,,
86.8,Valid,%,1,0,41.28,PM25 Greater Than PM10,ug/m3,1.466,0.0,20.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 06:30:00,60.51648,86.8,20.8,,
86.9,Valid,%,1,0,44.13,Deliquescence,ug/m3,1.466,0.0,20.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 06:45:00,64.69458,86.9,20.8,,
86.9,Valid,%,1,0,46.83,Valid,ug/m3,1.466,0.0,20.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 07:00:00,68.65277999999999,86.9,20.8,,
86.9,Valid,%,1,0,45.35,PM25 Greater Than PM10,ug/m3,1.466,0.0,20.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 07:15:00,66.48310000000001,86.9,20.9,,
87.2,Valid,%,1,0,44.53,Valid,ug/m3,1.466,0.0,20.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 07:30:00,65.28098,87.2,20.9,,
87.3,Valid,%,1,0,45.7,Valid,ug/m3,1.466,0.0,20.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 07:45:00,66.9962,87.3,20.9,,
87.3,Valid,%,1,0,46.58,Valid,ug/m3,1.466,0.0,21.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 08:00:00,68.28627999999999,87.3,21.0,,
87.1,Valid,%,1,0,46.27,Valid,ug/m3,1.466,0.0,21.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 08:15:00,67.83182000000001,87.1,21.3,,
86.7,Valid,%,1,0,43.92,Valid,ug/m3,1.466,0.0,21.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 08:30:00,64.38672,86.7,21.5,,
86.1,Valid,%,1,0,45.32,PM25 Greater Than PM10,ug/m3,1.466,0.0,21.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 08:45:00,66.43912,86.1,21.7,,
85.5,Valid,%,1,0,51.15,Valid,ug/m3,1.466,0.0,21.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 09:00:00,74.9859,85.5,21.9,,
85.3,Valid,%,1,0,55.84,PM25 Greater Than PM10,ug/m3,1.466,0.0,22.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 09:15:00,81.86144,85.3,22.0,,
85.3,Valid,%,1,0,62.1,PM25 Greater Than PM10,ug/m3,1.466,0.0,22.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 09:30:00,91.0386,85.3,22.0,,
85.2,Valid,%,1,0,61.26,Valid,ug/m3,1.466,0.0,22.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 09:45:00,89.80716,85.2,22.2,,
84.8,Valid,%,1,0,61.13,PM25 Greater Than PM10,ug/m3,1.466,0.0,22.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 10:00:00,89.61658,84.8,22.5,,
84.0,Valid,%,1,0,59.03,PM25 Greater Than PM10,ug/m3,1.466,0.0,23.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 10:15:00,86.53798,84.0,23.0,,
82.4,Valid,%,1,0,49.78,PM25 Greater Than PM10,ug/m3,1.466,0.0,23.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 10:30:00,72.97748,82.4,23.5,,
80.9,Valid,%,1,0,44.39,PM25 Greater Than PM10,ug/m3,1.466,0.0,24.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 10:45:00,65.07574,80.9,24.1,,
79.9,Valid,%,1,0,44.04,PM25 Greater Than PM10,ug/m3,1.466,0.0,24.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 11:00:00,64.56264,79.9,24.5,,
78.8,Valid,%,1,0,38.03,PM25 Greater Than PM10,ug/m3,1.466,0.0,25.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 11:15:00,55.75198,78.8,25.0,,
77.5,Valid,%,1,0,35.3,PM25 Greater Than PM10,ug/m3,1.466,0.0,25.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 11:30:00,51.74979999999999,77.5,25.6,,
75.7,Valid,%,1,0,29.25,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 11:45:00,42.8805,75.7,26.1,,
73.9,Valid,%,1,0,33.57,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 12:00:00,49.21362,73.9,26.6,,
73.0,Valid,%,1,0,33.2,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 12:15:00,48.671200000000006,73.0,26.9,,
71.8,Valid,%,1,0,35.08,PM25 Greater Than PM10,ug/m3,1.466,0.0,27.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 12:30:00,51.427279999999996,71.8,27.2,,
71.9,Valid,%,1,0,37.03,PM25 Greater Than PM10,ug/m3,1.466,0.0,27.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 12:45:00,54.28598,71.9,27.4,,
70.6,Valid,%,1,0,37.95,PM25 Greater Than PM10,ug/m3,1.466,0.0,27.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 13:00:00,55.6347,70.6,27.7,,
70.3,Valid,%,1,0,39.58,PM25 Greater Than PM10,ug/m3,1.466,0.0,27.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 13:15:00,58.02428,70.3,27.9,,
70.0,Valid,%,1,0,41.15,PM25 Greater Than PM10,ug/m3,1.466,0.0,27.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 13:30:00,60.3259,70.0,27.8,,
70.1,Valid,%,1,0,39.13,PM25 Greater Than PM10,ug/m3,1.466,0.0,27.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 13:45:00,57.364580000000004,70.1,27.6,,
70.2,Valid,%,1,0,41.55,PM25 Greater Than PM10,ug/m3,1.466,0.0,27.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 14:00:00,60.912299999999995,70.2,27.6,,
70.0,Valid,%,1,0,42.08,PM25 Greater Than PM10,ug/m3,1.466,0.0,27.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 14:15:00,61.68928,70.0,27.4,,
70.3,Valid,%,1,0,41.78,PM25 Greater Than PM10,ug/m3,1.466,0.0,27.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 14:30:00,61.24948,70.3,27.0,,
71.1,Valid,%,1,0,41.54,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 14:45:00,60.897639999999996,71.1,26.7,,
71.5,Valid,%,1,0,43.73,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 15:00:00,64.10817999999999,71.5,26.5,,
71.7,Valid,%,1,0,43.73,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 15:15:00,64.10817999999999,71.7,26.4,,
72.0,Valid,%,1,0,43.81,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 15:30:00,64.22546,72.0,26.4,,
71.9,Valid,%,1,0,45.05,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 15:45:00,66.04329999999999,71.9,26.5,,
71.6,Valid,%,1,0,45.85,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 16:00:00,67.2161,71.6,26.5,,
71.7,Valid,%,1,0,47.41,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 16:15:00,69.50305999999999,71.7,26.4,,
71.9,Valid,%,1,0,48.08,Deliquescence,ug/m3,1.466,0.0,26.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 16:30:00,70.48528,71.9,26.3,,
72.0,Valid,%,1,0,48.95,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 16:45:00,71.7607,72.0,26.3,,
71.9,Valid,%,1,0,39.13,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 17:00:00,57.364580000000004,71.9,26.4,,
71.8,Valid,%,1,0,40.45,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 17:15:00,59.2997,71.8,26.3,,
72.0,Valid,%,1,0,42.62,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 17:30:00,62.48092,72.0,26.2,,
72.2,Valid,%,1,0,43.37,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 17:45:00,63.58042,72.2,26.1,,
72.3,Valid,%,1,0,41.19,PM25 Greater Than PM10,ug/m3,1.466,0.0,26.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 18:00:00,60.384539999999994,72.3,26.0,,
72.4,Valid,%,1,0,48.75,Valid,ug/m3,1.466,0.0,25.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 18:15:00,71.4675,72.4,25.9,,
72.9,Valid,%,1,0,57.86,PM25 Greater Than PM10,ug/m3,1.466,0.0,25.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 18:30:00,84.82276,72.9,25.7,,
73.3,Valid,%,1,0,57.04,Valid,ug/m3,1.466,0.0,25.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 18:45:00,83.62064,73.3,25.5,,
73.7,Valid,%,1,0,56.06,Valid,ug/m3,1.466,0.0,25.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 19:00:00,82.18396,73.7,25.4,,
73.9,Valid,%,1,0,57.94,Valid,ug/m3,1.466,0.0,25.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 19:15:00,84.94004,73.9,25.3,,
74.3,Valid,%,1,0,61.45,Deliquescence,ug/m3,1.466,0.0,25.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 19:30:00,90.0857,74.3,25.2,,
74.6,Valid,%,1,0,64.8,PM25 Greater Than PM10,ug/m3,1.466,0.0,25.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 19:45:00,94.9968,74.6,25.1,,
74.7,Valid,%,1,0,72.41,PM25 Greater Than PM10,ug/m3,1.466,0.0,25.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 20:00:00,106.15306,74.7,25.1,,
75.0,Valid,%,1,0,90.04,"Deliquescence,PM25 Greater Than PM10",ug/m3,1.466,0.0,25.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 20:15:00,131.99864,75.0,25.0,,
75.9,Valid,%,1,0,79.33,"Deliquescence,PM25 Greater Than PM10",ug/m3,1.466,0.0,24.9,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 20:30:00,116.29777999999999,75.9,24.9,,
76.8,Valid,%,1,0,57.88,PM25 Greater Than PM10,ug/m3,1.466,0.0,24.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 20:45:00,84.85208,76.8,24.8,,
77.4,Valid,%,1,0,43.75,PM25 Greater Than PM10,ug/m3,1.466,0.0,24.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 21:00:00,64.1375,77.4,24.6,,
77.7,Valid,%,1,0,39.65,PM25 Greater Than PM10,ug/m3,1.466,0.0,24.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 21:15:00,58.1269,77.7,24.5,,
77.9,Valid,%,1,0,37.7,Valid,ug/m3,1.466,0.0,24.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 21:30:00,55.2682,77.9,24.3,,
78.1,Valid,%,1,0,35.97,Valid,ug/m3,1.466,0.0,24.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 21:45:00,52.73202,78.1,24.1,,
78.1,Valid,%,1,0,33.26,Valid,ug/m3,1.466,0.0,24.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 22:00:00,48.759159999999994,78.1,24.0,,
78.3,Valid,%,1,0,31.67,PM25 Greater Than PM10,ug/m3,1.466,0.0,23.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 22:15:00,46.42822,78.3,23.8,,
78.7,Valid,%,1,0,33.57,Valid,ug/m3,1.466,0.0,23.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 22:30:00,49.21362,78.7,23.6,,
78.9,Valid,%,1,0,30.76,Valid,ug/m3,1.466,0.0,23.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 22:45:00,45.09416,78.9,23.4,,
79.3,Valid,%,1,0,32.14,Valid,ug/m3,1.466,0.0,23.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 23:00:00,47.11724,79.3,23.2,,
79.6,Valid,%,1,0,31.78,Valid,ug/m3,1.466,0.0,23.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 23:15:00,46.58948,79.6,23.1,,
79.9,Valid,%,1,0,34.66,PM25 Greater Than PM10,ug/m3,1.466,0.0,23.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 23:30:00,50.81155999999999,79.9,23.0,,
80.1,Valid,%,1,0,32.7,Valid,ug/m3,1.466,0.0,22.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-23 23:45:00,47.9382,80.1,22.8,,
80.3,Valid,%,1,0,32.33,Valid,ug/m3,1.466,0.0,22.8,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 00:00:00,47.395779999999995,80.3,22.8,,
80.5,Valid,%,1,0,33.1,Deliquescence,ug/m3,1.466,0.0,22.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 00:15:00,48.5246,80.5,22.7,,
80.6,Valid,%,1,0,32.01,Valid,ug/m3,1.466,0.0,22.7,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 00:30:00,46.92666,80.6,22.7,,
80.8,Valid,%,1,0,32.99,Valid,ug/m3,1.466,0.0,22.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 00:45:00,48.36334,80.8,22.6,,
80.9,Valid,%,1,0,33.97,Deliquescence,ug/m3,1.466,0.0,22.6,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 01:00:00,49.800019999999996,80.9,22.6,,
81.2,Valid,%,1,0,30.74,Valid,ug/m3,1.466,0.0,22.5,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 01:15:00,45.06484,81.2,22.5,,
81.6,Valid,%,1,0,28.86,PM25 Greater Than PM10,ug/m3,1.466,0.0,22.4,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 01:30:00,42.30876,81.6,22.4,,
82.0,Valid,%,1,0,30.72,Valid,ug/m3,1.466,0.0,22.3,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 01:45:00,45.03552,82.0,22.3,,
82.4,Valid,%,1,0,30.95,PM25 Greater Than PM10,ug/m3,1.466,0.0,22.2,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 02:00:00,45.372699999999995,82.4,22.2,,
82.7,Valid,%,1,0,30.67,PM25 Greater Than PM10,ug/m3,1.466,0.0,22.1,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 02:15:00,44.96222,82.7,22.1,,
83.0,Valid,%,1,0,31.6,Valid,ug/m3,1.466,0.0,22.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 02:30:00,46.3256,83.0,22.0,,
83.4,Valid,%,1,0,32.4,PM25 Greater Than PM10,ug/m3,1.466,0.0,22.0,Valid,C,1,0,,Stabilising,,,,,Stabilising,,,,2021-02-24 02:45:00,47.4984,83.4,22.0,,
