HUM-PreScaled,HUM-PreScaledFlags,HUM-Unit,HUM-Slope,HUM-Offset,PM2.5-PreScaled,PM2.5-PreScaledFlags,PM2.5-Unit,PM2.5-Slope,PM2.5-Offset,TEMP-PreScaled,TEMP-PreScaledFlags,TEMP-Unit,TEMP-Slope,TEMP-Offset,NO2-PreScaled,NO2-PreScaledFlags,NO2-Unit,NO2-Slope,NO2-Offset,O3-PreScaled,O3-PreScaledFlags,O3-Unit,O3-Slope,O3-Offset,datetime,PM2_5,humidity,temp,NO2,O3
88.9,Valid,%,1,0,39.39,Valid,ug/m3,1.248,0.0,26.5,Valid,C,1,0,42.6,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-02 18:30:00,49.15872,88.9,26.5,50.01240000000001,15.744000000000002
88.6,Valid,%,1,0,38.26,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,42.7,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-02 18:45:00,47.74848,88.6,26.6,50.12980000000001,15.744000000000002
88.3,Valid,%,1,0,37.84,Valid,ug/m3,1.248,0.0,26.7,Valid,C,1,0,43.4,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-02 19:00:00,47.224320000000006,88.3,26.7,50.951600000000006,15.744000000000002
88.1,Valid,%,1,0,37.73,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,42.6,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-02 19:15:00,47.087039999999995,88.1,26.9,50.01240000000001,15.744000000000002
87.9,Valid,%,1,0,36.01,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,38.2,Valid,ug/m3,1.1740000000000002,0.0,7.4,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 19:30:00,44.94048,87.9,26.9,44.84680000000001,24.3502
87.7,Valid,%,1,0,35.41,Valid,ug/m3,1.248,0.0,27.0,Valid,C,1,0,39.0,Valid,ug/m3,1.1740000000000002,0.0,6.4,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 19:45:00,44.19168,87.7,27.0,45.78600000000001,23.187200000000004
87.5,Valid,%,1,0,41.92,Valid,ug/m3,1.248,0.0,27.0,Valid,C,1,0,39.1,Valid,ug/m3,1.1740000000000002,0.0,4.9,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 20:00:00,52.31616,87.5,27.0,45.903400000000005,21.442700000000002
87.5,Valid,%,1,0,38.66,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,39.2,Valid,ug/m3,1.1740000000000002,0.0,4.9,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 20:15:00,48.247679999999995,87.5,27.1,46.02080000000001,21.442700000000002
87.4,Valid,%,1,0,36.06,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,39.1,Valid,ug/m3,1.1740000000000002,0.0,5.9,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 20:30:00,45.002880000000005,87.4,27.1,45.903400000000005,22.605700000000002
87.3,Valid,%,1,0,34.32,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,38.5,Valid,ug/m3,1.1740000000000002,0.0,6.1,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 20:45:00,42.831360000000004,87.3,27.1,45.199000000000005,22.8383
87.3,Valid,%,1,0,32.87,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,38.0,Valid,ug/m3,1.1740000000000002,0.0,5.7,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 21:00:00,41.02175999999999,87.3,27.1,44.61200000000001,22.3731
87.2,Valid,%,1,0,34.05,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,37.5,Valid,ug/m3,1.1740000000000002,0.0,10.5,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 21:15:00,42.4944,87.2,27.1,44.025000000000006,27.9555
87.2,Valid,%,1,0,34.17,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,37.8,Valid,ug/m3,1.1740000000000002,0.0,4.9,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 21:30:00,42.64416,87.2,27.1,44.3772,21.442700000000002
87.2,Valid,%,1,0,33.73,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,39.0,Valid,ug/m3,1.1740000000000002,0.0,5.2,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 21:45:00,42.09504,87.2,27.1,45.78600000000001,21.791600000000003
87.1,Valid,%,1,0,32.48,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,37.3,Valid,ug/m3,1.1740000000000002,0.0,7.3,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 22:00:00,40.535039999999995,87.1,27.1,43.790200000000006,24.233900000000002
87.1,Valid,%,1,0,32.27,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,36.9,Valid,ug/m3,1.1740000000000002,0.0,5.3,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 22:15:00,40.272960000000005,87.1,27.1,43.320600000000006,21.9079
87.2,Valid,%,1,0,32.25,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,36.4,Valid,ug/m3,1.1740000000000002,0.0,6.0,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 22:30:00,40.248,87.2,27.1,42.7336,22.722
87.2,Valid,%,1,0,30.91,Valid,ug/m3,1.248,0.0,27.0,Valid,C,1,0,35.9,Valid,ug/m3,1.1740000000000002,0.0,8.9,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 22:45:00,38.57568,87.2,27.0,42.14660000000001,26.094700000000003
87.2,Valid,%,1,0,29.87,Valid,ug/m3,1.248,0.0,27.0,Valid,C,1,0,34.1,Valid,ug/m3,1.1740000000000002,0.0,15.2,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 23:00:00,37.27776,87.2,27.0,40.03340000000001,33.4216
87.3,Valid,%,1,0,30.68,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,34.7,Valid,ug/m3,1.1740000000000002,0.0,11.4,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 23:15:00,38.28864,87.3,26.9,40.73780000000001,29.002200000000002
87.5,Valid,%,1,0,31.54,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,34.8,Valid,ug/m3,1.1740000000000002,0.0,6.5,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 23:30:00,39.36192,87.5,26.9,40.8552,23.3035
87.6,Valid,%,1,0,35.6,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,34.2,Valid,ug/m3,1.1740000000000002,0.0,12.0,Valid,ug/m3,1.163,15.744000000000002,2021-04-02 23:45:00,44.4288,87.6,26.9,40.15080000000001,29.700000000000003
87.7,Valid,%,1,0,31.57,Valid,ug/m3,1.248,0.0,26.8,Valid,C,1,0,33.3,Valid,ug/m3,1.1740000000000002,0.0,7.7,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 00:00:00,39.39936,87.7,26.8,39.0942,24.6991
87.7,Valid,%,1,0,28.99,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,35.3,Valid,ug/m3,1.1740000000000002,0.0,4.8,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 00:15:00,36.17952,87.7,26.9,41.4422,21.3264
87.7,Valid,%,1,0,27.62,Valid,ug/m3,1.248,0.0,26.8,Valid,C,1,0,35.4,Valid,ug/m3,1.1740000000000002,0.0,2.3,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 00:30:00,34.46976,87.7,26.8,41.5596,18.4189
87.9,Valid,%,1,0,26.9,Valid,ug/m3,1.248,0.0,26.8,Valid,C,1,0,34.1,Valid,ug/m3,1.1740000000000002,0.0,3.7,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 00:45:00,33.5712,87.9,26.8,40.03340000000001,20.0471
87.8,Valid,%,1,0,26.95,Valid,ug/m3,1.248,0.0,26.8,Valid,C,1,0,34.3,Valid,ug/m3,1.1740000000000002,0.0,2.7,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 01:00:00,33.6336,87.8,26.8,40.2682,18.884100000000004
87.9,Valid,%,1,0,26.28,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,34.6,Valid,ug/m3,1.1740000000000002,0.0,2.8,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 01:15:00,32.79744,87.9,26.9,40.620400000000004,19.000400000000003
87.9,Valid,%,1,0,27.4,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,36.5,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 01:30:00,34.1952,87.9,26.9,42.851000000000006,15.744000000000002
88.0,Valid,%,1,0,26.76,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,35.8,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 01:45:00,33.396480000000004,88.0,26.9,42.0292,15.744000000000002
88.0,Valid,%,1,0,26.36,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,35.6,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 02:00:00,32.89728,88.0,26.9,41.79440000000001,15.744000000000002
88.0,Valid,%,1,0,26.46,Valid,ug/m3,1.248,0.0,26.8,Valid,C,1,0,35.9,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 02:15:00,33.02208,88.0,26.8,42.14660000000001,15.744000000000002
88.2,Valid,%,1,0,26.32,Valid,ug/m3,1.248,0.0,26.7,Valid,C,1,0,33.2,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 02:30:00,32.84736,88.2,26.7,38.97680000000001,15.744000000000002
88.2,Valid,%,1,0,27.32,Valid,ug/m3,1.248,0.0,26.7,Valid,C,1,0,33.2,Valid,ug/m3,1.1740000000000002,0.0,2.7,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 02:45:00,34.09536,88.2,26.7,38.97680000000001,18.884100000000004
88.3,Valid,%,1,0,29.2,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,32.9,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 03:00:00,36.4416,88.3,26.6,38.6246,15.744000000000002
88.5,Valid,%,1,0,28.86,Valid,ug/m3,1.248,0.0,26.7,Valid,C,1,0,34.1,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 03:15:00,36.01728,88.5,26.7,40.03340000000001,15.744000000000002
88.4,Valid,%,1,0,25.06,Valid,ug/m3,1.248,0.0,26.7,Valid,C,1,0,34.1,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 03:30:00,31.27488,88.4,26.7,40.03340000000001,15.744000000000002
88.4,Valid,%,1,0,23.09,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,33.3,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 03:45:00,28.81632,88.4,26.6,39.0942,15.744000000000002
88.3,Valid,%,1,0,24.41,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,32.6,Valid,ug/m3,1.1740000000000002,0.0,3.4,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 04:00:00,30.46368,88.3,26.6,38.272400000000005,19.6982
88.4,Valid,%,1,0,24.26,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,33.6,Valid,ug/m3,1.1740000000000002,0.0,0.1,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 04:15:00,30.276480000000003,88.4,26.6,39.446400000000004,15.860300000000002
88.5,Valid,%,1,0,26.14,Valid,ug/m3,1.248,0.0,26.5,Valid,C,1,0,32.6,Valid,ug/m3,1.1740000000000002,0.0,3.8,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 04:30:00,32.62272,88.5,26.5,38.272400000000005,20.163400000000003
88.5,Valid,%,1,0,27.09,Valid,ug/m3,1.248,0.0,26.5,Valid,C,1,0,32.3,Valid,ug/m3,1.1740000000000002,0.0,7.2,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 04:45:00,33.80832,88.5,26.5,37.9202,24.117600000000003
88.6,Valid,%,1,0,26.27,Valid,ug/m3,1.248,0.0,26.4,Valid,C,1,0,32.5,Valid,ug/m3,1.1740000000000002,0.0,0.9,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 05:00:00,32.78496,88.6,26.4,38.15500000000001,16.7907
88.8,Valid,%,1,0,25.17,Valid,ug/m3,1.248,0.0,26.4,Valid,C,1,0,32.9,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 05:15:00,31.412160000000004,88.8,26.4,38.6246,15.744000000000002
88.9,Valid,%,1,0,24.96,Valid,ug/m3,1.248,0.0,26.4,Valid,C,1,0,33.5,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 05:30:00,31.150080000000003,88.9,26.4,39.32900000000001,15.744000000000002
89.0,Valid,%,1,0,27.18,Valid,ug/m3,1.248,0.0,26.4,Valid,C,1,0,33.4,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 05:45:00,33.92064,89.0,26.4,39.211600000000004,15.744000000000002
89.0,Valid,%,1,0,27.03,Valid,ug/m3,1.248,0.0,26.4,Valid,C,1,0,34.0,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 06:00:00,33.73344,89.0,26.4,39.916000000000004,15.744000000000002
89.0,Valid,%,1,0,27.17,Valid,ug/m3,1.248,0.0,26.5,Valid,C,1,0,36.0,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 06:15:00,33.90816,89.0,26.5,42.264,15.744000000000002
89.0,Valid,%,1,0,27.23,Valid,ug/m3,1.248,0.0,26.5,Valid,C,1,0,35.4,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 06:30:00,33.98304,89.0,26.5,41.5596,15.744000000000002
89.0,Valid,%,1,0,28.13,Valid,ug/m3,1.248,0.0,26.5,Valid,C,1,0,37.5,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 06:45:00,35.10624,89.0,26.5,44.025000000000006,15.744000000000002
88.8,Valid,%,1,0,29.22,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,37.1,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 07:00:00,36.46656,88.8,26.6,43.555400000000006,15.744000000000002
88.8,Valid,%,1,0,29.91,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,36.6,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 07:15:00,37.32768,88.8,26.6,42.96840000000001,15.744000000000002
88.8,Valid,%,1,0,31.58,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,35.8,Valid,ug/m3,1.1740000000000002,0.0,0.1,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 07:30:00,39.41184,88.8,26.6,42.0292,15.860300000000002
88.8,Valid,%,1,0,31.74,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,35.4,Valid,ug/m3,1.1740000000000002,0.0,1.7,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 07:45:00,39.61152,88.8,26.6,41.5596,17.7211
88.8,Valid,%,1,0,32.94,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,35.7,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 08:00:00,41.10912,88.8,26.6,41.91180000000001,15.744000000000002
88.7,Valid,%,1,0,34.89,Valid,ug/m3,1.248,0.0,26.7,Valid,C,1,0,37.8,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 08:15:00,43.54272,88.7,26.7,44.3772,15.744000000000002
88.6,Valid,%,1,0,36.08,Valid,ug/m3,1.248,0.0,26.7,Valid,C,1,0,36.3,Valid,ug/m3,1.1740000000000002,0.0,2.4,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 08:30:00,45.02784,88.6,26.7,42.6162,18.535200000000003
88.5,Valid,%,1,0,36.26,Valid,ug/m3,1.248,0.0,26.7,Valid,C,1,0,37.5,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 08:45:00,45.25248,88.5,26.7,44.025000000000006,15.744000000000002
88.6,Valid,%,1,0,37.42,Valid,ug/m3,1.248,0.0,26.7,Valid,C,1,0,37.2,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 09:00:00,46.700160000000004,88.6,26.7,43.67280000000001,15.744000000000002
88.5,Valid,%,1,0,39.86,Valid,ug/m3,1.248,0.0,26.8,Valid,C,1,0,38.4,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 09:15:00,49.74528,88.5,26.8,45.0816,15.744000000000002
88.4,Valid,%,1,0,43.5,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,39.1,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 09:30:00,54.288,88.4,26.9,45.903400000000005,15.744000000000002
88.3,Valid,%,1,0,44.88,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,39.0,Valid,ug/m3,1.1740000000000002,0.0,4.3,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 09:45:00,56.01024,88.3,26.9,45.78600000000001,20.7449
88.2,Valid,%,1,0,41.83,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,40.1,Valid,ug/m3,1.1740000000000002,0.0,4.1,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 10:00:00,52.20384,88.2,26.9,47.077400000000004,20.512300000000003
88.4,Valid,%,1,0,41.55,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,43.8,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 10:15:00,51.8544,88.4,26.9,51.421200000000006,15.744000000000002
88.3,Valid,%,1,0,42.33,Valid,ug/m3,1.248,0.0,27.0,Valid,C,1,0,44.9,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 10:30:00,52.827839999999995,88.3,27.0,52.7126,15.744000000000002
88.2,Valid,%,1,0,43.18,Valid,ug/m3,1.248,0.0,27.0,Valid,C,1,0,45.1,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 10:45:00,53.88864,88.2,27.0,52.94740000000001,15.744000000000002
88.3,Valid,%,1,0,47.49,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,43.1,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 11:00:00,59.267520000000005,88.3,27.1,50.59940000000001,15.744000000000002
88.2,Valid,%,1,0,45.25,Valid,ug/m3,1.248,0.0,27.1,Valid,C,1,0,42.5,Valid,ug/m3,1.1740000000000002,0.0,3.4,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 11:15:00,56.472,88.2,27.1,49.895,19.6982
88.2,Valid,%,1,0,37.66,Valid,ug/m3,1.248,0.0,27.2,Valid,C,1,0,42.2,Valid,ug/m3,1.1740000000000002,0.0,2.6,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 11:30:00,46.99968,88.2,27.2,49.54280000000001,18.7678
88.2,Valid,%,1,0,39.33,Valid,ug/m3,1.248,0.0,27.4,Valid,C,1,0,43.7,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 11:45:00,49.083839999999995,88.2,27.4,51.30380000000001,15.744000000000002
87.8,Valid,%,1,0,39.37,Valid,ug/m3,1.248,0.0,27.7,Valid,C,1,0,43.7,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 12:00:00,49.133759999999995,87.8,27.7,51.30380000000001,15.744000000000002
87.3,Valid,%,1,0,42.51,Valid,ug/m3,1.248,0.0,27.8,Valid,C,1,0,41.4,Valid,ug/m3,1.1740000000000002,0.0,3.9,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 12:15:00,53.052479999999996,87.3,27.8,48.60360000000001,20.279700000000002
87.1,Valid,%,1,0,39.41,Valid,ug/m3,1.248,0.0,27.9,Valid,C,1,0,38.7,Valid,ug/m3,1.1740000000000002,0.0,12.7,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 12:30:00,49.183679999999995,87.1,27.9,45.43380000000001,30.5141
87.0,Valid,%,1,0,34.48,Valid,ug/m3,1.248,0.0,27.9,Valid,C,1,0,37.3,Valid,ug/m3,1.1740000000000002,0.0,14.9,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 12:45:00,43.03104,87.0,27.9,43.790200000000006,33.072700000000005
86.9,Valid,%,1,0,33.72,Valid,ug/m3,1.248,0.0,27.9,Valid,C,1,0,37.3,Valid,ug/m3,1.1740000000000002,0.0,15.5,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 13:00:00,42.08256,86.9,27.9,43.790200000000006,33.770500000000006
87.0,Valid,%,1,0,39.48,PM25 Greater Than PM10,ug/m3,1.248,0.0,27.8,Valid,C,1,0,37.7,Valid,ug/m3,1.1740000000000002,0.0,11.5,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 13:15:00,49.27104,87.0,27.8,44.25980000000001,29.118500000000004
87.3,Valid,%,1,0,39.3,Valid,ug/m3,1.248,0.0,27.7,Valid,C,1,0,38.5,Valid,ug/m3,1.1740000000000002,0.0,10.0,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 13:30:00,49.0464,87.3,27.7,45.199000000000005,27.374000000000002
87.6,Valid,%,1,0,33.06,Valid,ug/m3,1.248,0.0,27.5,Valid,C,1,0,36.7,Valid,ug/m3,1.1740000000000002,0.0,15.8,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 13:45:00,41.258880000000005,87.6,27.5,43.085800000000006,34.119400000000006
87.8,Valid,%,1,0,27.42,PM25 Greater Than PM10,ug/m3,1.248,0.0,27.3,Valid,C,1,0,35.9,Valid,ug/m3,1.1740000000000002,0.0,12.8,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 14:00:00,34.22016,87.8,27.3,42.14660000000001,30.6304
87.8,Valid,%,1,0,27.0,PM25 Greater Than PM10,ug/m3,1.248,0.0,27.1,Valid,C,1,0,35.2,Valid,ug/m3,1.1740000000000002,0.0,10.7,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 14:15:00,33.696,87.8,27.1,41.32480000000001,28.1881
88.3,Valid,%,1,0,27.43,PM25 Greater Than PM10,ug/m3,1.248,0.0,26.8,Valid,C,1,0,35.5,Valid,ug/m3,1.1740000000000002,0.0,7.2,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 14:30:00,34.232639999999996,88.3,26.8,41.67700000000001,24.117600000000003
88.8,Valid,%,1,0,29.46,PM25 Greater Than PM10,ug/m3,1.248,0.0,26.6,Valid,C,1,0,35.5,Valid,ug/m3,1.1740000000000002,0.0,5.3,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 14:45:00,36.76608,88.8,26.6,41.67700000000001,21.9079
89.2,Valid,%,1,0,32.9,PM25 Greater Than PM10,ug/m3,1.248,0.0,26.4,Valid,C,1,0,35.7,Valid,ug/m3,1.1740000000000002,0.0,2.4,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 15:00:00,41.0592,89.2,26.4,41.91180000000001,18.535200000000003
89.3,Valid,%,1,0,33.55,PM25 Greater Than PM10,ug/m3,1.248,0.0,26.3,Valid,C,1,0,35.0,Valid,ug/m3,1.1740000000000002,0.0,4.2,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 15:15:00,41.8704,89.3,26.3,41.09,20.628600000000002
89.6,Valid,%,1,0,36.65,Valid,ug/m3,1.248,0.0,26.2,Valid,C,1,0,36.2,Valid,ug/m3,1.1740000000000002,0.0,1.4,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 15:30:00,45.7392,89.6,26.2,42.49880000000001,17.372200000000003
89.9,Valid,%,1,0,40.5,Valid,ug/m3,1.248,0.0,26.2,Valid,C,1,0,37.3,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 15:45:00,50.544,89.9,26.2,43.790200000000006,15.744000000000002
89.7,Valid,%,1,0,37.81,Valid,ug/m3,1.248,0.0,26.4,Valid,C,1,0,37.4,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 16:00:00,47.18688,89.7,26.4,43.9076,15.744000000000002
89.4,Valid,%,1,0,34.17,Valid,ug/m3,1.248,0.0,26.5,Valid,C,1,0,35.6,Valid,ug/m3,1.1740000000000002,0.0,0.6,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 16:15:00,42.64416,89.4,26.5,41.79440000000001,16.4418
89.1,Valid,%,1,0,32.08,Valid,ug/m3,1.248,0.0,26.6,Valid,C,1,0,35.5,Valid,ug/m3,1.1740000000000002,0.0,5.3,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 16:30:00,40.03584,89.1,26.6,41.67700000000001,21.9079
88.9,Valid,%,1,0,32.83,Valid,ug/m3,1.248,0.0,26.7,Valid,C,1,0,38.0,Valid,ug/m3,1.1740000000000002,0.0,0.7,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 16:45:00,40.97184,88.9,26.7,44.61200000000001,16.558100000000003
88.7,Valid,%,1,0,31.31,Valid,ug/m3,1.248,0.0,26.8,Valid,C,1,0,37.3,Valid,ug/m3,1.1740000000000002,0.0,1.5,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 17:00:00,39.07488,88.7,26.8,43.790200000000006,17.488500000000002
88.5,Valid,%,1,0,28.73,Valid,ug/m3,1.248,0.0,26.9,Valid,C,1,0,36.6,Valid,ug/m3,1.1740000000000002,0.0,4.2,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 17:15:00,35.85504,88.5,26.9,42.96840000000001,20.628600000000002
88.3,Valid,%,1,0,27.59,Valid,ug/m3,1.248,0.0,26.8,Valid,C,1,0,36.7,Valid,ug/m3,1.1740000000000002,0.0,2.3,Valid,ug/m3,1.163,15.744000000000002,2021-04-03 17:30:00,34.43232,88.3,26.8,43.085800000000006,18.4189
88.3,Valid,%,1,0,26.97,Valid,ug/m3,1.248,0.0,26.8,Valid,C,1,0,37.1,Valid,ug/m3,1.1740000000000002,0.0,0.0,Depletion Event,ug/m3,1.163,15.744000000000002,2021-04-03 17:45:00,33.65856,88.3,26.8,43.555400000000006,15.744000000000002
